reliability_score,financial_risk,geopolitical_risk,weather_risk,cyber_risk,component_capacity,lead_time_days,lead_time_std,supplier_id,region,component_count,downstream_product_count,downstream_factory_count,route_count,graph_degree,date,weather_signal,congestion_signal,demand_pressure,utilization,delay_rate_7d,onsets_30d,completed_duration_mean_90d,days_since_onset,disruption_risk,label_window_end,split
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2027-12-26,0.05056283069,0.3924412407,0.459552187,0.7067984842,0.1214285714,0,3,89,0,2028-01-02,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2027-12-27,0,0.3741912802,0.5158281949,0.7321226877,0.1214285714,0,3,90,0,2028-01-03,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2027-12-28,0,0.4270076222,0.5705045279,0.7567270376,0.1,0,0,91,0,2028-01-04,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2027-12-29,0.0663226003,0.3908127623,0.577415093,0.7598367918,0.1,0,0,92,0,2028-01-05,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2027-12-30,0.1025779865,0.3889817811,0.5512867573,0.7480790408,0.1,0,0,93,0,2028-01-06,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2027-12-31,0.1450202579,0.4341518152,0.6347869017,0.7856541058,0.1214285714,0,0,94,0,2028-01-07,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-01,0.1213579297,0.4948140704,0.6015062825,0.7706778271,0.1142857143,0,0,95,0,2028-01-08,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-02,0.1591200573,0.4599116684,0.5782816657,0.7602267496,0.1214285714,0,0,96,0,2028-01-09,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-03,0.233793515,0.4683579996,0.6183805691,0.7782712561,0.1285714286,0,0,97,0,2028-01-10,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-04,0.2221175768,0.4491050074,0.4602664344,0.7071198955,0.1357142857,0,0,98,0,2028-01-11,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-05,0.09055595139,0.5319596394,0.4802317269,0.7161042771,0.1642857143,0,0,99,0,2028-01-12,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-06,0.1462009176,0.4959313636,0.4757880044,0.714104602,0.1571428571,0,0,100,0,2028-01-13,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-07,0.2503529996,0.4213436169,0.4121165132,0.6854524309,0.15,0,0,101,0,2028-01-14,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-08,0.2929885996,0.2761875928,0.3584179278,0.6612880675,0.1642857143,0,0,102,0,2028-01-15,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-09,0.2193456097,0.2224665461,0.3013685071,0.6356158282,0.1428571429,0,0,103,0,2028-01-16,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-10,0.2320326733,0.3725351669,0.3086043396,0.6388719528,0.1571428571,0,0,104,0,2028-01-17,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-11,0.3157484356,0.3680664638,0.3874513217,0.6743530948,0.1642857143,0,0,105,0,2028-01-18,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-12,0.4068501215,0.2847304213,0.4357329833,0.6960798425,0.1571428571,0,0,106,0,2028-01-19,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-13,0.4306118221,0.1829919563,0.2831969926,0.6274386467,0.1642857143,0,0,107,0,2028-01-20,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-14,0.4603223515,0.2378716274,0.2521852353,0.6134833559,0.1642857143,0,0,108,0,2028-01-21,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-15,0.4408980809,0.2766444902,0.2380606799,0.6071273059,0.1285714286,0,0,109,0,2028-01-22,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-16,0.4028074248,0.2349132604,0.2872964374,0.6292833968,0.1428571429,0,0,110,0,2028-01-23,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-17,0.2893790916,0.1470876186,0.3282812606,0.6477265673,0.1285714286,0,0,111,0,2028-01-24,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-18,0.3778086526,0.07838849089,0.3886646623,0.674899098,0.1071428571,0,0,112,0,2028-01-25,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-19,0.3079827098,0.01968500133,0.3680008056,0.6656003625,0.08571428571,0,0,113,0,2028-01-26,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-20,0.3554017617,0,0.4008176938,0.6803679622,0.07857142857,0,0,114,0,2028-01-27,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-21,0.2694745006,0,0.2793810867,0.625721489,0.06428571429,0,0,115,0,2028-01-28,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-22,0.3342326081,0.07737498319,0.3456015911,0.655520716,0.07857142857,0,0,116,0,2028-01-29,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-23,0.2141547448,0.2049067419,0.3964479165,0.6784015624,0.08571428571,0,0,117,0,2028-01-30,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-24,0.2410311517,0.207154172,0.4359455487,0.6961754969,0.1071428571,0,0,118,0,2028-01-31,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-25,0.2565327028,0.2367663526,0.5387871585,0.7424542213,0.1,0,0,119,0,2028-02-01,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-26,0.3528744151,0.1641394411,0.5342026882,0.7403912097,0.1071428571,0,0,120,0,2028-02-02,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-27,0.3521907795,0.1293667324,0.4946948588,0.7226126864,0.1285714286,0,0,121,0,2028-02-03,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-28,0.2769496293,0.258640095,0.5078149796,0.7285167408,0.1285714286,0,0,122,0,2028-02-04,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-29,0.1821076827,0.2655149988,0.5881857164,0.7646835724,0.1214285714,0,0,123,0,2028-02-05,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-30,0.09390178537,0.3102875462,0.5981828975,0.7691823039,0.1214285714,0,0,124,0,2028-02-06,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-01-31,0.07828085746,0.257371074,0.5067356616,0.7280310477,0.08571428571,0,0,125,0,2028-02-07,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-02-01,0.1144134113,0.2721044161,0.5225001076,0.7351250484,0.09285714286,0,0,126,0,2028-02-08,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-02-02,0.09005697964,0.2236643097,0.3867287197,0.6740279238,0.1,0,0,127,0,2028-02-09,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-02-03,0.2096835393,0.2626349206,0.337246364,0.6517608638,0.09285714286,0,0,128,0,2028-02-10,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-02-04,0.1315293983,0.3037121189,0.3869500171,0.6741275077,0.09285714286,0,0,129,0,2028-02-11,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-02-05,0.2904173786,0.2588093087,0.3863728198,0.6738677689,0.1142857143,0,0,130,0,2028-02-12,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-02-06,0.1704163983,0.2516968393,0.3954008042,0.6779303619,0.1142857143,0,0,131,0,2028-02-13,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-02-07,0.1657013949,0.2449798884,0.2363298435,0.6063484296,0.1071428571,0,0,132,0,2028-02-14,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-02-08,0.1993865173,0.2706611216,0.2259493085,0.6016771888,0.1,0,0,133,0,2028-02-15,train
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-02-09,0.208742937,0.3481593515,0.1498824246,0.5674470911,0.09285714286,0,0,134,0,2028-02-16,purged
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-02-10,0.2313948264,0.4365976863,0.1637313003,0.5736790851,0.08571428571,0,0,135,0,2028-02-17,purged
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-02-11,0.3675444365,0.4674711761,0.2408156493,0.6083670422,0.1214285714,0,0,136,0,2028-02-18,purged
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-02-12,0.3630679521,0.5281434189,0.3459128392,0.6556607776,0.1142857143,0,0,137,0,2028-02-19,purged
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-02-13,0.210786857,0.4056374268,0.2730243402,0.6228609531,0.1,0,0,138,0,2028-02-20,purged
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-02-14,0.2184592182,0.3339292223,0.3985672901,0.6793552805,0.1214285714,0,0,139,0,2028-02-21,purged
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-02-15,0.2717530017,0.2954664146,0.4241428596,0.6908642868,0.1428571429,0,0,140,0,2028-02-22,purged
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-02-16,0.234550395,0.2316307963,0.4324296765,0.6945933544,0.1428571429,0,0,141,0,2028-02-23,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-02-17,0.3679058049,0.2703476328,0.5110187682,0.7299584457,0.1428571429,0,0,142,0,2028-02-24,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-02-18,0.4267572385,0.2537063081,0.5851724715,0.7633276122,0.1142857143,0,0,143,0,2028-02-25,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-02-19,0.3709307682,0.2853860686,0.5069184558,0.7281133051,0.1285714286,0,0,144,0,2028-02-26,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-02-20,0.4041906089,0.3857254758,0.4636302223,0.7086336,0.1642857143,0,0,145,1,2028-02-27,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-02-21,0.3849021299,0.494703453,0.4091861257,0.6841337566,0.1428571429,0,0,146,1,2028-02-28,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-02-22,0.2859230244,0.6020976057,0.5336827055,0.7401572175,0.1428571429,0,0,147,1,2028-02-29,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-02-23,0.2464805559,0.5804235427,0.5441045876,0.7448470644,0.1714285714,0,0,148,1,2028-03-01,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-02-24,0.3389465672,0.4344380658,0.5523545462,0.7485595458,0.1857142857,0,0,149,1,2028-03-02,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-02-25,0.2602211693,0.5323456663,0.4710997508,0.7119948879,0.2071428571,0,0,150,1,2028-03-03,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-02-26,0.404804848,0.6400193869,0.5707856307,0.7568535338,0.1857142857,0,0,151,1,2028-03-04,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-02-29,0.3585678771,0.6281835218,0.5684373209,0.7557967944,0.2785714286,1,2,2,0,2028-03-07,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-01,0.3242998407,0.7035469279,0.6087329915,0.7739298462,0.2785714286,1,2,3,0,2028-03-08,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-02,0.3241342438,0.7178665806,0.6677454452,0.8004854504,0.2785714286,1,2,4,0,2028-03-09,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-03,0.3752099007,0.6096866985,0.7242432337,0.8259094552,0.2642857143,1,2,5,0,2028-03-10,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-04,0.3236201784,0.5139270224,0.8444808322,0.8800163745,0.2714285714,1,2,6,0,2028-03-11,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-05,0.3756137271,0.4749522663,0.81166844,0.865250798,0.2285714286,1,2,7,0,2028-03-12,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-06,0.3636505799,0.5117910146,0.7506248824,0.8377811971,0.1642857143,1,2,8,0,2028-03-13,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-07,0.3690663762,0.4278944088,0.8264428846,0.8718992981,0.1714285714,1,2,9,0,2028-03-14,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-08,0.4201711706,0.3706143581,0.7654631282,0.8444584077,0.1571428571,1,2,10,0,2028-03-15,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-09,0.4486919642,0.3555073594,0.6593706032,0.7967167714,0.1571428571,1,2,11,0,2028-03-16,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-10,0.4040185712,0.2251249569,0.4865389831,0.7189425424,0.1642857143,1,2,12,0,2028-03-17,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-11,0.4103436706,0.1915264267,0.5293169165,0.7381926124,0.1928571429,1,2,13,0,2028-03-18,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-12,0.4274079076,0.3146152621,0.2876581663,0.6294461748,0.1928571429,1,2,14,0,2028-03-19,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-13,0.4740344129,0.2392913019,0.3468218367,0.6560698265,0.2142857143,1,2,15,0,2028-03-20,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-14,0.4156679077,0.2459079796,0.3687497465,0.6659373859,0.2071428571,1,2,16,0,2028-03-21,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-15,0.4792533791,0.2537947072,0.3738785497,0.6682453474,0.2071428571,1,2,17,0,2028-03-22,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-16,0.460478045,0.2591400861,0.3965522606,0.6784485173,0.2214285714,1,2,18,0,2028-03-23,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-17,0.4606450982,0.2995332811,0.3901993721,0.6755897175,0.2142857143,1,2,19,0,2028-03-24,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-18,0.5004872691,0.3852786735,0.4381772521,0.6971797635,0.1714285714,1,2,20,0,2028-03-25,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-19,0.5351464897,0.3150129056,0.4251484069,0.6913167831,0.1714285714,1,2,21,0,2028-03-26,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-20,0.5307109855,0.2084305104,0.3666840339,0.6650078153,0.1714285714,1,2,22,0,2028-03-27,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-21,0.386017189,0.1887886425,0.3864566498,0.6739054924,0.1571428571,1,2,23,0,2028-03-28,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-22,0.4567814102,0.2582368761,0.3910487149,0.6759719217,0.1571428571,1,2,24,0,2028-03-29,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-23,0.4412247167,0.3597374482,0.3982620266,0.679217912,0.1285714286,1,2,25,0,2028-03-30,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-24,0.4756281484,0.2670192841,0.3841577664,0.6728709949,0.1214285714,1,2,26,0,2028-03-31,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-25,0.5015181066,0.2424838629,0.3626840726,0.6632078327,0.1428571429,1,2,27,0,2028-04-01,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-26,0.4660204409,0.2645302731,0.3002029373,0.6350913218,0.1357142857,1,2,28,0,2028-04-02,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-27,0.5655875458,0.3802784302,0.3034249754,0.6365412389,0.1214285714,1,2,29,0,2028-04-03,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-28,0.375013127,0.5156444038,0.3354200408,0.6509390184,0.1214285714,0,2,30,0,2028-04-04,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-29,0.3416119314,0.4449889132,0.3674694138,0.6653612362,0.1142857143,0,2,31,0,2028-04-05,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-30,0.3738901894,0.4700515463,0.4729475718,0.7128264073,0.1071428571,0,2,32,0,2028-04-06,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-03-31,0.4245634127,0.424012718,0.4908531985,0.7208839393,0.1142857143,0,2,33,0,2028-04-07,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-01,0.436356397,0.470463785,0.5518682138,0.7483406962,0.1071428571,0,2,34,0,2028-04-08,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-02,0.4348134142,0.5284188656,0.5946057038,0.7675725667,0.1,0,2,35,0,2028-04-09,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-03,0.448603956,0.6053695188,0.5193966515,0.7337284932,0.1214285714,0,2,36,0,2028-04-10,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-04,0.3263665847,0.5945740229,0.5650226558,0.7542601951,0.1428571429,0,2,37,0,2028-04-11,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-05,0.2734930104,0.516190541,0.5972128675,0.7687457904,0.1428571429,0,2,38,0,2028-04-12,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-06,0.2810695227,0.5930160602,0.5692021938,0.7561409872,0.1642857143,0,2,39,0,2028-04-13,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-07,0.3196359723,0.5835964626,0.5450262931,0.7452618319,0.1642857143,0,2,40,0,2028-04-14,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-08,0.2120179038,0.6079028862,0.6447884117,0.7901547853,0.1785714286,0,2,41,0,2028-04-15,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-09,0.1968765394,0.6242756758,0.7011514464,0.8155181509,0.1714285714,0,2,42,0,2028-04-16,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-10,0.2004130462,0.5403007212,0.6139704904,0.7762867207,0.1571428571,0,2,43,0,2028-04-17,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-11,0.1780364572,0.5539249465,0.7493004856,0.8371852185,0.1428571429,0,2,44,0,2028-04-18,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-12,0.173238292,0.5345381039,0.753690499,0.8391607246,0.15,0,2,45,0,2028-04-19,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-13,0.211388499,0.4661155036,0.7120982966,0.8204442335,0.1428571429,0,2,46,0,2028-04-20,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-14,0.1579227529,0.4711311192,0.6655728237,0.7995077707,0.1357142857,0,2,47,0,2028-04-21,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-15,0.1309101108,0.3913857686,0.6057853736,0.7726034181,0.1214285714,0,2,48,0,2028-04-22,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-16,0.05062112299,0.3821836745,0.5940946803,0.7673426061,0.1285714286,0,2,49,0,2028-04-23,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-17,0.07795338288,0.4372658675,0.5788036289,0.760461633,0.1428571429,0,2,50,0,2028-04-24,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-18,0.09121138467,0.430991402,0.5159443986,0.7321749794,0.1428571429,0,2,51,0,2028-04-25,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-19,0.1351137968,0.5005614582,0.5120993091,0.7304446891,0.1428571429,0,2,52,0,2028-04-26,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-20,0.1699926508,0.4491969386,0.4685339396,0.7108402728,0.1285714286,0,2,53,0,2028-04-27,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-21,0.1736156398,0.2963643321,0.6189348952,0.7785207028,0.1285714286,0,2,54,0,2028-04-28,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-22,0.2104282616,0.1288425082,0.5838408203,0.7627283691,0.1428571429,0,2,55,0,2028-04-29,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-23,0.2278977278,0.2144140661,0.6585618927,0.7963528517,0.1214285714,0,2,56,0,2028-04-30,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-24,0.1405255451,0.1505196406,0.6159436131,0.7771746259,0.1,0,2,57,0,2028-05-01,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-25,0.2169807258,0.244095579,0.7010184846,0.8154583181,0.1,0,2,58,0,2028-05-02,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-26,0.3102185032,0.4103494091,0.6723306639,0.8025487987,0.1071428571,0,2,59,0,2028-05-03,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-27,0.2578938856,0.4590746827,0.5460804468,0.7457362011,0.1285714286,0,2,60,0,2028-05-04,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-28,0.2880455313,0.4665558527,0.523059347,0.7353767062,0.1428571429,0,2,61,0,2028-05-05,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-29,0.3833270164,0.5113198801,0.5994495473,0.7697522963,0.1285714286,0,2,62,0,2028-05-06,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-04-30,0.3003635836,0.3706512393,0.6401585789,0.7880713605,0.1571428571,0,2,63,0,2028-05-07,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-05-01,0.3052937323,0.5647658902,0.5897667109,0.7653950199,0.1571428571,0,2,64,0,2028-05-08,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-05-02,0.2336381791,0.5706560307,0.552621986,0.7486798937,0.1785714286,0,2,65,0,2028-05-09,calibration
0.9138,0.0157,0.2577,0.072,0.2694,50000,16,2.67,S018,West,5,42,19,2,5,2028-05-03,0.1872298315,0.4529168405,0.5859147253,0.7636616264,0.1642857143,0,2,66,0,2028-05-10,calibration
