inventory_id,warehouse_id,component_id,product_id,quantity_on_hand,reserved_quantity,available_quantity,safety_stock,reorder_point,maximum_stock,holding_cost_per_unit,stockout_cost_per_unit,inventory_age_days,last_updated_date
I001161,W017,C129,,11341,1134,10207,2700,5400,22682,0.0027,0.68,17,2027-01-01
I001162,W010,C130,,6788,678,6110,1500,3000,13576,0.0028,0.7,35,2027-01-01
I001163,W011,C130,,6327,632,5695,1500,3000,12654,0.0028,0.7,48,2027-01-01
I001164,W012,C130,,6865,686,6179,1500,3000,13730,0.0028,0.7,66,2027-01-01
I001165,W013,C130,,6836,683,6153,1500,3000,13672,0.0028,0.7,50,2027-01-01
I001166,W014,C130,,6615,661,5954,1500,3000,13230,0.0028,0.7,5,2027-01-01
I001167,W015,C130,,6892,689,6203,1500,3000,13784,0.0028,0.7,32,2027-01-01
I001168,W016,C130,,6808,680,6128,1500,3000,13616,0.0028,0.7,119,2027-01-01
I001169,W017,C130,,6907,690,6217,1500,3000,13814,0.0028,0.7,45,2027-01-01
I001170,W018,C130,,6212,621,5591,1500,3000,12424,0.0028,0.7,20,2027-01-01
I001171,W011,C131,,26022,2602,23420,6300,12600,52044,0.0029,0.73,118,2027-01-01
I001172,W012,C131,,25392,2539,22853,6300,12600,50784,0.0029,0.73,69,2027-01-01
I001173,W013,C131,,26075,2607,23468,6300,12600,52150,0.0029,0.73,78,2027-01-01
I001174,W014,C131,,25439,2543,22896,6300,12600,50878,0.0029,0.73,21,2027-01-01
I001175,W015,C131,,25819,2581,23238,6300,12600,51638,0.0029,0.73,36,2027-01-01
I001176,W016,C131,,25336,2533,22803,6300,12600,50672,0.0029,0.73,8,2027-01-01
I001177,W017,C131,,25877,2587,23290,6300,12600,51754,0.0029,0.73,44,2027-01-01
I001178,W018,C131,,25753,2575,23178,6300,12600,51506,0.0029,0.73,7,2027-01-01
I001179,W019,C131,,26101,2610,23491,6300,12600,52202,0.0029,0.73,107,2027-01-01
I001180,W012,C132,,27072,2707,24365,6600,13200,54144,0.003,0.75,75,2027-01-01
I001181,W013,C132,,26640,2664,23976,6600,13200,53280,0.003,0.75,17,2027-01-01
I001182,W014,C132,,27098,2709,24389,6600,13200,54196,0.003,0.75,38,2027-01-01
I001183,W015,C132,,27121,2712,24409,6600,13200,54242,0.003,0.75,36,2027-01-01
I001184,W016,C132,,26716,2671,24045,6600,13200,53432,0.003,0.75,60,2027-01-01
I001185,W017,C132,,27234,2723,24511,6600,13200,54468,0.003,0.75,66,2027-01-01
I001186,W018,C132,,26963,2696,24267,6600,13200,53926,0.003,0.75,26,2027-01-01
I001187,W019,C132,,27353,2735,24618,6600,13200,54706,0.003,0.75,117,2027-01-01
I001188,W020,C132,,26689,2668,24021,6600,13200,53378,0.003,0.75,40,2027-01-01
I001189,W013,C133,,7803,780,7023,1900,3800,15606,0.0031,0.77,53,2027-01-01
I001190,W014,C133,,8105,810,7295,1900,3800,16210,0.0031,0.77,100,2027-01-01
I001191,W015,C133,,8538,853,7685,1900,3800,17076,0.0031,0.77,33,2027-01-01
I001192,W016,C133,,8380,838,7542,1900,3800,16760,0.0031,0.77,105,2027-01-01
I001193,W017,C133,,8232,823,7409,1900,3800,16464,0.0031,0.77,101,2027-01-01
I001194,W018,C133,,8498,849,7649,1900,3800,16996,0.0031,0.77,70,2027-01-01
I001195,W019,C133,,8466,846,7620,1900,3800,16932,0.0031,0.77,101,2027-01-01
I001196,W020,C133,,8333,833,7500,1900,3800,16666,0.0031,0.77,33,2027-01-01
I001197,W021,C133,,7756,775,6981,1900,3800,15512,0.0031,0.77,116,2027-01-01
I001198,W014,C134,,24594,2459,22135,5900,11800,49188,0.0032,0.79,51,2027-01-01
I001199,W015,C134,,24480,2448,22032,5900,11800,48960,0.0032,0.79,105,2027-01-01
I001200,W016,C134,,24393,2439,21954,5900,11800,48786,0.0032,0.79,73,2027-01-01
I001201,W017,C134,,24045,2404,21641,5900,11800,48090,0.0032,0.79,35,2027-01-01
I001202,W018,C134,,24222,2422,21800,5900,11800,48444,0.0032,0.79,73,2027-01-01
I001203,W019,C134,,24432,2443,21989,5900,11800,48864,0.0032,0.79,20,2027-01-01
I001204,W020,C134,,23834,2383,21451,5900,11800,47668,0.0032,0.79,27,2027-01-01
I001205,W021,C134,,23818,2381,21437,5900,11800,47636,0.0032,0.79,94,2027-01-01
I001206,W022,C134,,24275,2427,21848,5900,11800,48550,0.0032,0.79,17,2027-01-01
I001207,W015,C135,,26785,2678,24107,6500,13000,53570,0.0033,0.82,110,2027-01-01
I001208,W016,C135,,26348,2634,23714,6500,13000,52696,0.0033,0.82,4,2027-01-01
I001209,W017,C135,,26117,2611,23506,6500,13000,52234,0.0033,0.82,18,2027-01-01
I001210,W018,C135,,26793,2679,24114,6500,13000,53586,0.0033,0.82,103,2027-01-01
I001211,W019,C135,,26764,2676,24088,6500,13000,53528,0.0033,0.82,91,2027-01-01
I001212,W020,C135,,26307,2630,23677,6500,13000,52614,0.0033,0.82,78,2027-01-01
I001213,W021,C135,,26123,2612,23511,6500,13000,52246,0.0033,0.82,7,2027-01-01
I001214,W022,C135,,26398,2639,23759,6500,13000,52796,0.0033,0.82,89,2027-01-01
I001215,W023,C135,,26833,2683,24150,6500,13000,53666,0.0033,0.82,52,2027-01-01
I001216,W016,C136,,9714,971,8743,2400,4800,19428,0.0034,0.84,78,2027-01-01
I001217,W017,C136,,9992,999,8993,2400,4800,19984,0.0034,0.84,13,2027-01-01
I001218,W018,C136,,9940,994,8946,2400,4800,19880,0.0034,0.84,1,2027-01-01
I001219,W019,C136,,10500,1050,9450,2400,4800,21000,0.0034,0.84,65,2027-01-01
I001220,W020,C136,,9938,993,8945,2400,4800,19876,0.0034,0.84,7,2027-01-01
I001221,W021,C136,,10343,1034,9309,2400,4800,20686,0.0034,0.84,112,2027-01-01
I001222,W022,C136,,10029,1002,9027,2400,4800,20058,0.0034,0.84,61,2027-01-01
I001223,W023,C136,,10436,1043,9393,2400,4800,20872,0.0034,0.84,94,2027-01-01
I001224,W024,C136,,9850,985,8865,2400,4800,19700,0.0034,0.84,33,2027-01-01
I001225,W017,C137,,24565,2456,22109,6100,12200,49130,0.0034,0.86,17,2027-01-01
I001226,W018,C137,,24791,2479,22312,6100,12200,49582,0.0034,0.86,6,2027-01-01
I001227,W019,C137,,25078,2507,22571,6100,12200,50156,0.0034,0.86,47,2027-01-01
I001228,W020,C137,,25261,2526,22735,6100,12200,50522,0.0034,0.86,103,2027-01-01
I001229,W021,C137,,24543,2454,22089,6100,12200,49086,0.0034,0.86,37,2027-01-01
I001230,W022,C137,,25005,2500,22505,6100,12200,50010,0.0034,0.86,58,2027-01-01
I001231,W023,C137,,24978,2497,22481,6100,12200,49956,0.0034,0.86,21,2027-01-01
I001232,W024,C137,,24565,2456,22109,6100,12200,49130,0.0034,0.86,66,2027-01-01
I001233,W025,C137,,24825,2482,22343,6100,12200,49650,0.0034,0.86,70,2027-01-01
I001234,W018,C138,,27598,2759,24839,6700,13400,55196,0.0035,0.88,62,2027-01-01
I001235,W019,C138,,27315,2731,24584,6700,13400,54630,0.0035,0.88,95,2027-01-01
I001236,W020,C138,,27071,2707,24364,6700,13400,54142,0.0035,0.88,47,2027-01-01
I001237,W021,C138,,27746,2774,24972,6700,13400,55492,0.0035,0.88,18,2027-01-01
I001238,W022,C138,,26958,2695,24263,6700,13400,53916,0.0035,0.88,115,2027-01-01
I001239,W023,C138,,27144,2714,24430,6700,13400,54288,0.0035,0.88,30,2027-01-01
I001240,W024,C138,,27163,2716,24447,6700,13400,54326,0.0035,0.88,6,2027-01-01
I001241,W025,C138,,27559,2755,24804,6700,13400,55118,0.0035,0.88,86,2027-01-01
I001242,W026,C138,,27019,2701,24318,6700,13400,54038,0.0035,0.88,102,2027-01-01
I001243,W019,C139,,12895,1289,11606,3100,6200,25790,0.0036,0.91,101,2027-01-01
I001244,W020,C139,,13320,1332,11988,3100,6200,26640,0.0036,0.91,47,2027-01-01
I001245,W021,C139,,12935,1293,11642,3100,6200,25870,0.0036,0.91,62,2027-01-01
I001246,W022,C139,,13249,1324,11925,3100,6200,26498,0.0036,0.91,8,2027-01-01
I001247,W023,C139,,13063,1306,11757,3100,6200,26126,0.0036,0.91,107,2027-01-01
I001248,W024,C139,,12857,1285,11572,3100,6200,25714,0.0036,0.91,35,2027-01-01
I001249,W025,C139,,12780,1278,11502,3100,6200,25560,0.0036,0.91,71,2027-01-01
I001250,W026,C139,,13275,1327,11948,3100,6200,26550,0.0036,0.91,44,2027-01-01
I001251,W027,C139,,12526,1252,11274,3100,6200,25052,0.0036,0.91,108,2027-01-01
I001252,W020,C140,,16962,1696,15266,4200,8400,33924,0.0037,0.93,62,2027-01-01
I001253,W021,C140,,17039,1703,15336,4200,8400,34078,0.0037,0.93,25,2027-01-01
I001254,W022,C140,,17258,1725,15533,4200,8400,34516,0.0037,0.93,34,2027-01-01
I001255,W023,C140,,16965,1696,15269,4200,8400,33930,0.0037,0.93,24,2027-01-01
I001256,W024,C140,,16978,1697,15281,4200,8400,33956,0.0037,0.93,83,2027-01-01
I001257,W025,C140,,17623,1762,15861,4200,8400,35246,0.0037,0.93,12,2027-01-01
I001258,W026,C140,,17298,1729,15569,4200,8400,34596,0.0037,0.93,24,2027-01-01
I001259,W027,C140,,17380,1738,15642,4200,8400,34760,0.0037,0.93,88,2027-01-01
I001260,W028,C140,,16902,1690,15212,4200,8400,33804,0.0037,0.93,89,2027-01-01
I001261,W021,C141,,10146,1014,9132,2300,4600,20292,0.0038,0.95,102,2027-01-01
I001262,W022,C141,,9955,995,8960,2300,4600,19910,0.0038,0.95,81,2027-01-01
I001263,W023,C141,,10181,1018,9163,2300,4600,20362,0.0038,0.95,82,2027-01-01
I001264,W024,C141,,10092,1009,9083,2300,4600,20184,0.0038,0.95,94,2027-01-01
I001265,W025,C141,,9714,971,8743,2300,4600,19428,0.0038,0.95,26,2027-01-01
I001266,W026,C141,,10102,1010,9092,2300,4600,20204,0.0038,0.95,37,2027-01-01
I001267,W027,C141,,10159,1015,9144,2300,4600,20318,0.0038,0.95,118,2027-01-01
I001268,W028,C141,,9368,936,8432,2300,4600,18736,0.0038,0.95,116,2027-01-01
I001269,W029,C141,,10078,1007,9071,2300,4600,20156,0.0038,0.95,4,2027-01-01
I001270,W022,C142,,26319,2631,23688,6500,13000,52638,0.0039,0.97,3,2027-01-01
I001271,W023,C142,,26234,2623,23611,6500,13000,52468,0.0039,0.97,112,2027-01-01
I001272,W024,C142,,26131,2613,23518,6500,13000,52262,0.0039,0.97,79,2027-01-01
I001273,W025,C142,,26789,2678,24111,6500,13000,53578,0.0039,0.97,109,2027-01-01
I001274,W026,C142,,26668,2666,24002,6500,13000,53336,0.0039,0.97,112,2027-01-01
I001275,W027,C142,,26831,2683,24148,6500,13000,53662,0.0039,0.97,77,2027-01-01
I001276,W028,C142,,26431,2643,23788,6500,13000,52862,0.0039,0.97,73,2027-01-01
I001277,W029,C142,,26137,2613,23524,6500,13000,52274,0.0039,0.97,87,2027-01-01
I001278,W030,C142,,26564,2656,23908,6500,13000,53128,0.0039,0.97,27,2027-01-01
I001279,W023,C143,,30098,3009,27089,7300,14600,60196,0.004,1.0,6,2027-01-01
I001280,W024,C143,,29639,2963,26676,7300,14600,59278,0.004,1.0,77,2027-01-01
I001281,W025,C143,,29953,2995,26958,7300,14600,59906,0.004,1.0,86,2027-01-01
I001282,W026,C143,,29988,2998,26990,7300,14600,59976,0.004,1.0,14,2027-01-01
I001283,W027,C143,,29989,2998,26991,7300,14600,59978,0.004,1.0,12,2027-01-01
I001284,W028,C143,,29669,2966,26703,7300,14600,59338,0.004,1.0,62,2027-01-01
I001285,W029,C143,,29633,2963,26670,7300,14600,59266,0.004,1.0,44,2027-01-01
I001286,W030,C143,,30179,3017,27162,7300,14600,60358,0.004,1.0,53,2027-01-01
I001287,W001,C143,,29381,2938,26443,7300,14600,58762,0.004,1.0,50,2027-01-01
I001288,W024,C144,,32256,3225,29031,8000,16000,64512,0.0041,1.02,9,2027-01-01
I001289,W025,C144,,32894,3289,29605,8000,16000,65788,0.0041,1.02,120,2027-01-01
I001290,W026,C144,,32602,3260,29342,8000,16000,65204,0.0041,1.02,38,2027-01-01
I001291,W027,C144,,32716,3271,29445,8000,16000,65432,0.0041,1.02,9,2027-01-01
I001292,W028,C144,,32439,3243,29196,8000,16000,64878,0.0041,1.02,34,2027-01-01
I001293,W029,C144,,32130,3213,28917,8000,16000,64260,0.0041,1.02,98,2027-01-01
I001294,W030,C144,,32715,3271,29444,8000,16000,65430,0.0041,1.02,106,2027-01-01
I001295,W001,C144,,32452,3245,29207,8000,16000,64904,0.0041,1.02,77,2027-01-01
I001296,W002,C144,,32563,3256,29307,8000,16000,65126,0.0041,1.02,62,2027-01-01
I001297,W025,C145,,10251,1025,9226,2500,5000,20502,0.0042,1.04,34,2027-01-01
I001298,W026,C145,,10834,1083,9751,2500,5000,21668,0.0042,1.04,110,2027-01-01
I001299,W027,C145,,10434,1043,9391,2500,5000,20868,0.0042,1.04,117,2027-01-01
I001300,W028,C145,,10192,1019,9173,2500,5000,20384,0.0042,1.04,118,2027-01-01
I001301,W029,C145,,10892,1089,9803,2500,5000,21784,0.0042,1.04,1,2027-01-01
I001302,W030,C145,,10922,1092,9830,2500,5000,21844,0.0042,1.04,2,2027-01-01
I001303,W001,C145,,10520,1052,9468,2500,5000,21040,0.0042,1.04,22,2027-01-01
I001304,W002,C145,,10749,1074,9675,2500,5000,21498,0.0042,1.04,25,2027-01-01
I001305,W003,C145,,10447,1044,9403,2500,5000,20894,0.0042,1.04,1,2027-01-01
I001306,W026,C146,,21887,2188,19699,5400,10800,43774,0.0043,1.06,104,2027-01-01
I001307,W027,C146,,22165,2216,19949,5400,10800,44330,0.0043,1.06,13,2027-01-01
I001308,W028,C146,,21812,2181,19631,5400,10800,43624,0.0043,1.06,106,2027-01-01
I001309,W029,C146,,21819,2181,19638,5400,10800,43638,0.0043,1.06,24,2027-01-01
I001310,W030,C146,,22015,2201,19814,5400,10800,44030,0.0043,1.06,83,2027-01-01
I001311,W001,C146,,21901,2190,19711,5400,10800,43802,0.0043,1.06,108,2027-01-01
I001312,W002,C146,,21775,2177,19598,5400,10800,43550,0.0043,1.06,101,2027-01-01
I001313,W003,C146,,22026,2202,19824,5400,10800,44052,0.0043,1.06,30,2027-01-01
I001314,W004,C146,,22526,2252,20274,5400,10800,45052,0.0043,1.06,20,2027-01-01
I001315,W027,C147,,16227,1622,14605,3900,7800,32454,0.0043,1.09,78,2027-01-01
I001316,W028,C147,,16301,1630,14671,3900,7800,32602,0.0043,1.09,98,2027-01-01
I001317,W029,C147,,16192,1619,14573,3900,7800,32384,0.0043,1.09,7,2027-01-01
I001318,W030,C147,,15885,1588,14297,3900,7800,31770,0.0043,1.09,30,2027-01-01
I001319,W001,C147,,15709,1570,14139,3900,7800,31418,0.0043,1.09,60,2027-01-01
I001320,W002,C147,,16499,1649,14850,3900,7800,32998,0.0043,1.09,106,2027-01-01
I001321,W003,C147,,15772,1577,14195,3900,7800,31544,0.0043,1.09,22,2027-01-01
I001322,W004,C147,,16227,1622,14605,3900,7800,32454,0.0043,1.09,58,2027-01-01
I001323,W005,C147,,16295,1629,14666,3900,7800,32590,0.0043,1.09,25,2027-01-01
I001324,W028,C148,,6135,613,5522,1400,2800,12270,0.0044,1.11,79,2027-01-01
I001325,W029,C148,,6262,626,5636,1400,2800,12524,0.0044,1.11,23,2027-01-01
I001326,W030,C148,,6539,653,5886,1400,2800,13078,0.0044,1.11,18,2027-01-01
I001327,W001,C148,,5987,598,5389,1400,2800,11974,0.0044,1.11,117,2027-01-01
I001328,W002,C148,,6224,622,5602,1400,2800,12448,0.0044,1.11,4,2027-01-01
I001329,W003,C148,,5770,577,5193,1400,2800,11540,0.0044,1.11,28,2027-01-01
I001330,W004,C148,,6072,607,5465,1400,2800,12144,0.0044,1.11,23,2027-01-01
I001331,W005,C148,,6084,608,5476,1400,2800,12168,0.0044,1.11,2,2027-01-01
I001332,W006,C148,,6436,643,5793,1400,2800,12872,0.0044,1.11,100,2027-01-01
I001333,W029,C149,,23958,2395,21563,5800,11600,47916,0.0045,1.13,72,2027-01-01
I001334,W030,C149,,23494,2349,21145,5800,11600,46988,0.0045,1.13,60,2027-01-01
I001335,W001,C149,,23701,2370,21331,5800,11600,47402,0.0045,1.13,51,2027-01-01
I001336,W002,C149,,24111,2411,21700,5800,11600,48222,0.0045,1.13,54,2027-01-01
I001337,W003,C149,,24075,2407,21668,5800,11600,48150,0.0045,1.13,4,2027-01-01
I001338,W004,C149,,23799,2379,21420,5800,11600,47598,0.0045,1.13,81,2027-01-01
I001339,W005,C149,,23914,2391,21523,5800,11600,47828,0.0045,1.13,92,2027-01-01
I001340,W006,C149,,23338,2333,21005,5800,11600,46676,0.0045,1.13,118,2027-01-01
I001341,W007,C149,,23901,2390,21511,5800,11600,47802,0.0045,1.13,116,2027-01-01
I001342,W030,C150,,26888,2688,24200,6600,13200,53776,0.0046,1.15,49,2027-01-01
I001343,W001,C150,,27365,2736,24629,6600,13200,54730,0.0046,1.15,91,2027-01-01
I001344,W002,C150,,27338,2733,24605,6600,13200,54676,0.0046,1.15,84,2027-01-01
I001345,W003,C150,,26686,2668,24018,6600,13200,53372,0.0046,1.15,101,2027-01-01
I001346,W004,C150,,26827,2682,24145,6600,13200,53654,0.0046,1.15,103,2027-01-01
I001347,W005,C150,,27119,2711,24408,6600,13200,54238,0.0046,1.15,83,2027-01-01
I001348,W006,C150,,26659,2665,23994,6600,13200,53318,0.0046,1.15,32,2027-01-01
I001349,W007,C150,,26617,2661,23956,6600,13200,53234,0.0046,1.15,62,2027-01-01
I001350,W008,C150,,27181,2718,24463,6600,13200,54362,0.0046,1.15,110,2027-01-01
I001351,W001,C151,,13881,1388,12493,3300,6600,27762,0.0002,0.05,112,2027-01-01
I001352,W002,C151,,14041,1404,12637,3300,6600,28082,0.0002,0.05,95,2027-01-01
I001353,W003,C151,,14021,1402,12619,3300,6600,28042,0.0002,0.05,24,2027-01-01
I001354,W004,C151,,13433,1343,12090,3300,6600,26866,0.0002,0.05,14,2027-01-01
I001355,W005,C151,,13889,1388,12501,3300,6600,27778,0.0002,0.05,38,2027-01-01
I001356,W006,C151,,13338,1333,12005,3300,6600,26676,0.0002,0.05,37,2027-01-01
I001357,W007,C151,,13686,1368,12318,3300,6600,27372,0.0002,0.05,53,2027-01-01
I001358,W008,C151,,13304,1330,11974,3300,6600,26608,0.0002,0.05,117,2027-01-01
I001359,W009,C151,,13520,1352,12168,3300,6600,27040,0.0002,0.05,22,2027-01-01
I001360,W002,C152,,30761,3076,27685,7500,15000,61522,0.0003,0.07,33,2027-01-01
I001361,W003,C152,,30384,3038,27346,7500,15000,60768,0.0003,0.07,74,2027-01-01
I001362,W004,C152,,30270,3027,27243,7500,15000,60540,0.0003,0.07,81,2027-01-01
I001363,W005,C152,,30520,3052,27468,7500,15000,61040,0.0003,0.07,77,2027-01-01
I001364,W006,C152,,30624,3062,27562,7500,15000,61248,0.0003,0.07,117,2027-01-01
I001365,W007,C152,,30178,3017,27161,7500,15000,60356,0.0003,0.07,118,2027-01-01
I001366,W008,C152,,30761,3076,27685,7500,15000,61522,0.0003,0.07,1,2027-01-01
I001367,W009,C152,,30105,3010,27095,7500,15000,60210,0.0003,0.07,51,2027-01-01
I001368,W010,C152,,30571,3057,27514,7500,15000,61142,0.0003,0.07,55,2027-01-01
I001369,W003,C153,,3559,355,3204,800,1600,7118,0.0004,0.1,95,2027-01-01
I001370,W004,C153,,3333,333,3000,800,1600,6666,0.0004,0.1,110,2027-01-01
I001371,W005,C153,,4160,416,3744,800,1600,8320,0.0004,0.1,49,2027-01-01
I001372,W006,C153,,3673,367,3306,800,1600,7346,0.0004,0.1,82,2027-01-01
I001373,W007,C153,,3399,339,3060,800,1600,6798,0.0004,0.1,39,2027-01-01
I001374,W008,C153,,3782,378,3404,800,1600,7564,0.0004,0.1,108,2027-01-01
I001375,W009,C153,,3407,340,3067,800,1600,6814,0.0004,0.1,66,2027-01-01
I001376,W010,C153,,4186,418,3768,800,1600,8372,0.0004,0.1,82,2027-01-01
I001377,W011,C153,,3956,395,3561,800,1600,7912,0.0004,0.1,96,2027-01-01
I001378,W004,C154,,9199,919,8280,2100,4200,18398,0.0005,0.12,111,2027-01-01
I001379,W005,C154,,9394,939,8455,2100,4200,18788,0.0005,0.12,36,2027-01-01
I001380,W006,C154,,8822,882,7940,2100,4200,17644,0.0005,0.12,43,2027-01-01
I001381,W007,C154,,9072,907,8165,2100,4200,18144,0.0005,0.12,17,2027-01-01
I001382,W008,C154,,9302,930,8372,2100,4200,18604,0.0005,0.12,30,2027-01-01
I001383,W009,C154,,9359,935,8424,2100,4200,18718,0.0005,0.12,68,2027-01-01
I001384,W010,C154,,9154,915,8239,2100,4200,18308,0.0005,0.12,10,2027-01-01
I001385,W011,C154,,9396,939,8457,2100,4200,18792,0.0005,0.12,83,2027-01-01
I001386,W012,C154,,8794,879,7915,2100,4200,17588,0.0005,0.12,44,2027-01-01
I001387,W005,C155,,18657,1865,16792,4500,9000,37314,0.0006,0.14,52,2027-01-01
I001388,W006,C155,,18180,1818,16362,4500,9000,36360,0.0006,0.14,81,2027-01-01
I001389,W007,C155,,18664,1866,16798,4500,9000,37328,0.0006,0.14,50,2027-01-01
I001390,W008,C155,,18429,1842,16587,4500,9000,36858,0.0006,0.14,66,2027-01-01
I001391,W009,C155,,18799,1879,16920,4500,9000,37598,0.0006,0.14,113,2027-01-01
I001392,W010,C155,,18488,1848,16640,4500,9000,36976,0.0006,0.14,41,2027-01-01
I001393,W011,C155,,18193,1819,16374,4500,9000,36386,0.0006,0.14,27,2027-01-01
I001394,W012,C155,,18973,1897,17076,4500,9000,37946,0.0006,0.14,93,2027-01-01
I001395,W013,C155,,18334,1833,16501,4500,9000,36668,0.0006,0.14,112,2027-01-01
I001396,W006,C156,,15365,1536,13829,3800,7600,30730,0.0007,0.16,53,2027-01-01
I001397,W007,C156,,15856,1585,14271,3800,7600,31712,0.0007,0.16,19,2027-01-01
I001398,W008,C156,,16130,1613,14517,3800,7600,32260,0.0007,0.16,8,2027-01-01
I001399,W009,C156,,15488,1548,13940,3800,7600,30976,0.0007,0.16,97,2027-01-01
I001400,W010,C156,,15672,1567,14105,3800,7600,31344,0.0007,0.16,55,2027-01-01
I001401,W011,C156,,15673,1567,14106,3800,7600,31346,0.0007,0.16,118,2027-01-01
I001402,W012,C156,,15471,1547,13924,3800,7600,30942,0.0007,0.16,58,2027-01-01
I001403,W013,C156,,15581,1558,14023,3800,7600,31162,0.0007,0.16,14,2027-01-01
I001404,W014,C156,,15961,1596,14365,3800,7600,31922,0.0007,0.16,70,2027-01-01
I001405,W007,C157,,28480,2848,25632,7000,14000,56960,0.0007,0.19,117,2027-01-01
I001406,W008,C157,,28873,2887,25986,7000,14000,57746,0.0007,0.19,96,2027-01-01
I001407,W009,C157,,28999,2899,26100,7000,14000,57998,0.0007,0.19,105,2027-01-01
I001408,W010,C157,,28706,2870,25836,7000,14000,57412,0.0007,0.19,105,2027-01-01
I001409,W011,C157,,28913,2891,26022,7000,14000,57826,0.0007,0.19,115,2027-01-01
I001410,W012,C157,,28475,2847,25628,7000,14000,56950,0.0007,0.19,34,2027-01-01
I001411,W013,C157,,28256,2825,25431,7000,14000,56512,0.0007,0.19,45,2027-01-01
I001412,W014,C157,,28740,2874,25866,7000,14000,57480,0.0007,0.19,110,2027-01-01
I001413,W015,C157,,28996,2899,26097,7000,14000,57992,0.0007,0.19,73,2027-01-01
I001414,W008,C158,,31445,3144,28301,7800,15600,62890,0.0008,0.21,103,2027-01-01
I001415,W009,C158,,31530,3153,28377,7800,15600,63060,0.0008,0.21,35,2027-01-01
I001416,W010,C158,,31473,3147,28326,7800,15600,62946,0.0008,0.21,111,2027-01-01
I001417,W011,C158,,31731,3173,28558,7800,15600,63462,0.0008,0.21,74,2027-01-01
I001418,W012,C158,,31870,3187,28683,7800,15600,63740,0.0008,0.21,2,2027-01-01
I001419,W013,C158,,31708,3170,28538,7800,15600,63416,0.0008,0.21,105,2027-01-01
I001420,W014,C158,,31919,3191,28728,7800,15600,63838,0.0008,0.21,111,2027-01-01
I001421,W015,C158,,31421,3142,28279,7800,15600,62842,0.0008,0.21,54,2027-01-01
I001422,W016,C158,,31362,3136,28226,7800,15600,62724,0.0008,0.21,61,2027-01-01
I001423,W009,C159,,23111,2311,20800,5600,11200,46222,0.0009,0.23,97,2027-01-01
I001424,W010,C159,,22690,2269,20421,5600,11200,45380,0.0009,0.23,106,2027-01-01
I001425,W011,C159,,23171,2317,20854,5600,11200,46342,0.0009,0.23,79,2027-01-01
I001426,W012,C159,,22773,2277,20496,5600,11200,45546,0.0009,0.23,36,2027-01-01
I001427,W013,C159,,22772,2277,20495,5600,11200,45544,0.0009,0.23,65,2027-01-01
I001428,W014,C159,,22680,2268,20412,5600,11200,45360,0.0009,0.23,116,2027-01-01
I001429,W015,C159,,22532,2253,20279,5600,11200,45064,0.0009,0.23,2,2027-01-01
I001430,W016,C159,,23136,2313,20823,5600,11200,46272,0.0009,0.23,73,2027-01-01
I001431,W017,C159,,22789,2278,20511,5600,11200,45578,0.0009,0.23,118,2027-01-01
I001432,W010,C160,,7921,792,7129,1800,3600,15842,0.001,0.25,19,2027-01-01
I001433,W011,C160,,7545,754,6791,1800,3600,15090,0.001,0.25,69,2027-01-01
I001434,W012,C160,,7928,792,7136,1800,3600,15856,0.001,0.25,69,2027-01-01
I001435,W013,C160,,8109,810,7299,1800,3600,16218,0.001,0.25,40,2027-01-01
I001436,W014,C160,,7526,752,6774,1800,3600,15052,0.001,0.25,117,2027-01-01
I001437,W015,C160,,7505,750,6755,1800,3600,15010,0.001,0.25,17,2027-01-01
I001438,W016,C160,,7913,791,7122,1800,3600,15826,0.001,0.25,36,2027-01-01
I001439,W017,C160,,7844,784,7060,1800,3600,15688,0.001,0.25,104,2027-01-01
I001440,W018,C160,,7629,762,6867,1800,3600,15258,0.001,0.25,90,2027-01-01
I001441,W011,C161,,29238,2923,26315,7200,14400,58476,0.0011,0.28,36,2027-01-01
I001442,W012,C161,,28937,2893,26044,7200,14400,57874,0.0011,0.28,15,2027-01-01
I001443,W013,C161,,28912,2891,26021,7200,14400,57824,0.0011,0.28,7,2027-01-01
I001444,W014,C161,,28959,2895,26064,7200,14400,57918,0.0011,0.28,16,2027-01-01
I001445,W015,C161,,28979,2897,26082,7200,14400,57958,0.0011,0.28,80,2027-01-01
I001446,W016,C161,,29600,2960,26640,7200,14400,59200,0.0011,0.28,103,2027-01-01
I001447,W017,C161,,29779,2977,26802,7200,14400,59558,0.0011,0.28,38,2027-01-01
I001448,W018,C161,,29377,2937,26440,7200,14400,58754,0.0011,0.28,48,2027-01-01
I001449,W019,C161,,29114,2911,26203,7200,14400,58228,0.0011,0.28,38,2027-01-01
I001450,W012,C162,,21749,2174,19575,5400,10800,43498,0.0012,0.3,93,2027-01-01
I001451,W013,C162,,21929,2192,19737,5400,10800,43858,0.0012,0.3,33,2027-01-01
I001452,W014,C162,,21788,2178,19610,5400,10800,43576,0.0012,0.3,69,2027-01-01
I001453,W015,C162,,22109,2210,19899,5400,10800,44218,0.0012,0.3,90,2027-01-01
I001454,W016,C162,,21791,2179,19612,5400,10800,43582,0.0012,0.3,75,2027-01-01
I001455,W017,C162,,22309,2230,20079,5400,10800,44618,0.0012,0.3,118,2027-01-01
I001456,W018,C162,,21843,2184,19659,5400,10800,43686,0.0012,0.3,65,2027-01-01
I001457,W019,C162,,22141,2214,19927,5400,10800,44282,0.0012,0.3,75,2027-01-01
