disruption_id,scenario_id,entity_id,entity_type,disruption_type,start_time,duration_days,severity,probability,capacity_loss_percent,delay_days,affected_quantity,recovery_time_days,root_cause
D001153,SC00289,S031,Supplier,Supplier_Failure,2027-01-01,10,0.4062,1.0,40.62,10,1321,10,Supplier outage
D001154,SC00289,C037,Component,Material_Shortage,2027-01-03,2,0.4853,1.0,48.53,2,971,2,Component shortage
D001155,SC00289,F009,Factory,Factory_Breakdown,2027-01-05,8,0.807,1.0,80.7,8,807,8,Equipment failure
D001156,SC00289,R0175,Route,Transportation_Disruption,2027-01-07,4,0.7125,1.0,71.25,4,6413,4,Road closure
D001157,SC00290,S045,Supplier,Supplier_Failure,2027-01-01,9,0.7054,1.0,70.54,9,6279,9,Supplier outage
D001158,SC00290,C145,Component,Material_Shortage,2027-01-03,6,0.4068,1.0,40.68,6,1343,6,Component shortage
D001159,SC00290,F010,Factory,Factory_Breakdown,2027-01-05,6,0.4705,1.0,47.05,6,2823,6,Equipment failure
D001160,SC00290,R0086,Route,Transportation_Disruption,2027-01-07,9,0.4823,1.0,48.23,9,4727,9,Road closure
D001161,SC00291,S094,Supplier,Supplier_Failure,2027-01-01,4,0.6284,1.0,62.84,4,2514,4,Supplier outage
D001162,SC00291,C321,Component,Material_Shortage,2027-01-03,10,0.6704,1.0,67.04,10,4425,10,Component shortage
D001163,SC00291,F011,Factory,Factory_Breakdown,2027-01-05,14,0.4788,1.0,47.88,14,575,14,Equipment failure
D001164,SC00291,R0044,Route,Transportation_Disruption,2027-01-07,9,0.1947,1.0,19.47,9,39,9,Road closure
D001165,SC00292,S050,Supplier,Supplier_Failure,2027-01-01,2,0.3991,1.0,39.91,2,699,2,Supplier outage
D001166,SC00292,C181,Component,Material_Shortage,2027-01-03,4,0.42,1.0,42.0,4,588,4,Component shortage
D001167,SC00292,F012,Factory,Factory_Breakdown,2027-01-05,8,0.3283,1.0,32.83,8,1806,8,Equipment failure
D001168,SC00292,R0147,Route,Transportation_Disruption,2027-01-07,2,0.6558,1.0,65.58,2,591,2,Road closure
D001169,SC00293,S069,Supplier,Supplier_Failure,2027-01-01,14,0.1503,1.0,15.03,14,737,14,Supplier outage
D001170,SC00293,C337,Component,Material_Shortage,2027-01-03,7,0.1617,1.0,16.17,7,453,7,Component shortage
D001171,SC00293,F013,Factory,Factory_Breakdown,2027-01-05,6,0.8221,1.0,82.21,6,3289,6,Equipment failure
D001172,SC00293,R0110,Route,Transportation_Disruption,2027-01-07,2,0.4413,1.0,44.13,2,111,2,Road closure
D001173,SC00294,S027,Supplier,Supplier_Failure,2027-01-01,2,0.5417,1.0,54.17,2,3142,2,Supplier outage
D001174,SC00294,C346,Component,Material_Shortage,2027-01-03,12,0.6795,1.0,67.95,12,5233,12,Component shortage
D001175,SC00294,F014,Factory,Factory_Breakdown,2027-01-05,12,0.7255,1.0,72.55,12,6167,12,Equipment failure
D001176,SC00294,R0091,Route,Transportation_Disruption,2027-01-07,3,0.8435,1.0,84.35,3,3290,3,Road closure
D001177,SC00295,S036,Supplier,Supplier_Failure,2027-01-01,9,0.2235,1.0,22.35,9,1364,9,Supplier outage
D001178,SC00295,C280,Component,Material_Shortage,2027-01-03,6,0.6094,1.0,60.94,6,3901,6,Component shortage
D001179,SC00295,F015,Factory,Factory_Breakdown,2027-01-05,11,0.4812,1.0,48.12,11,1685,11,Equipment failure
D001180,SC00295,R0097,Route,Transportation_Disruption,2027-01-07,12,0.5498,1.0,54.98,12,4069,12,Road closure
D001181,SC00296,S056,Supplier,Supplier_Failure,2027-01-01,7,0.446,1.0,44.6,7,1450,7,Supplier outage
D001182,SC00296,C386,Component,Material_Shortage,2027-01-03,6,0.8043,1.0,80.43,6,2132,6,Component shortage
D001183,SC00296,F016,Factory,Factory_Breakdown,2027-01-05,9,0.4679,1.0,46.79,9,4352,9,Equipment failure
D001184,SC00296,R0065,Route,Transportation_Disruption,2027-01-07,13,0.3867,1.0,38.67,13,3481,13,Road closure
D001185,SC00297,S071,Supplier,Supplier_Failure,2027-01-01,9,0.7045,1.0,70.45,9,6623,9,Supplier outage
D001186,SC00297,C359,Component,Material_Shortage,2027-01-03,13,0.4635,1.0,46.35,13,3940,13,Component shortage
D001187,SC00297,F017,Factory,Factory_Breakdown,2027-01-05,9,0.7454,1.0,74.54,9,5032,9,Equipment failure
D001188,SC00297,R0021,Route,Transportation_Disruption,2027-01-07,14,0.8923,1.0,89.23,14,4908,14,Road closure
D001189,SC00298,S038,Supplier,Supplier_Failure,2027-01-01,3,0.533,1.0,53.3,3,3065,3,Supplier outage
D001190,SC00298,C438,Component,Material_Shortage,2027-01-03,13,0.2688,1.0,26.88,13,1533,13,Component shortage
D001191,SC00298,F018,Factory,Factory_Breakdown,2027-01-05,4,0.5928,1.0,59.28,4,5484,4,Equipment failure
D001192,SC00298,R0047,Route,Transportation_Disruption,2027-01-07,13,0.3108,1.0,31.08,13,1554,13,Road closure
D001193,SC00299,S029,Supplier,Supplier_Failure,2027-01-01,12,0.659,1.0,65.9,12,659,12,Supplier outage
D001194,SC00299,C132,Component,Material_Shortage,2027-01-03,10,0.6575,1.0,65.75,10,5260,10,Component shortage
D001195,SC00299,F019,Factory,Factory_Breakdown,2027-01-05,8,0.4217,1.0,42.17,8,4049,8,Equipment failure
D001196,SC00299,R0127,Route,Transportation_Disruption,2027-01-07,9,0.5734,1.0,57.34,9,3441,9,Road closure
D001197,SC00300,S052,Supplier,Supplier_Failure,2027-01-01,3,0.2857,1.0,28.57,3,1543,3,Supplier outage
D001198,SC00300,C155,Component,Material_Shortage,2027-01-03,14,0.2962,1.0,29.62,14,1259,14,Component shortage
D001199,SC00300,F020,Factory,Factory_Breakdown,2027-01-05,14,0.8629,1.0,86.29,14,8371,14,Equipment failure
D001200,SC00300,R0078,Route,Transportation_Disruption,2027-01-07,10,0.7469,1.0,74.69,10,4855,10,Road closure
D001201,SC00301,S060,Supplier,Supplier_Failure,2027-01-01,8,0.8141,1.0,81.41,8,245,8,Supplier outage
D001202,SC00301,C112,Component,Material_Shortage,2027-01-03,13,0.808,1.0,80.8,13,3313,13,Component shortage
D001203,SC00301,F001,Factory,Factory_Breakdown,2027-01-05,4,0.3596,1.0,35.96,4,1349,4,Equipment failure
D001204,SC00301,R0032,Route,Transportation_Disruption,2027-01-07,14,0.6206,1.0,62.06,14,5276,14,Road closure
D001205,SC00302,S019,Supplier,Supplier_Failure,2027-01-01,8,0.2542,1.0,25.42,8,445,8,Supplier outage
D001206,SC00302,C217,Component,Material_Shortage,2027-01-03,10,0.4101,1.0,41.01,10,2338,10,Component shortage
D001207,SC00302,F002,Factory,Factory_Breakdown,2027-01-05,3,0.259,1.0,25.9,3,130,3,Equipment failure
D001208,SC00302,R0131,Route,Transportation_Disruption,2027-01-07,13,0.4886,1.0,48.86,13,2199,13,Road closure
D001209,SC00303,S051,Supplier,Supplier_Failure,2027-01-01,8,0.7448,1.0,74.48,8,3724,8,Supplier outage
D001210,SC00303,C175,Component,Material_Shortage,2027-01-03,7,0.2143,1.0,21.43,7,1865,7,Component shortage
D001211,SC00303,F003,Factory,Factory_Breakdown,2027-01-05,9,0.7482,1.0,74.82,9,5238,9,Equipment failure
D001212,SC00303,R0134,Route,Transportation_Disruption,2027-01-07,6,0.7562,1.0,75.62,6,4538,6,Road closure
D001213,SC00304,S004,Supplier,Supplier_Failure,2027-01-01,11,0.8526,1.0,85.26,11,4690,11,Supplier outage
D001214,SC00304,C347,Component,Material_Shortage,2027-01-03,12,0.2778,1.0,27.78,12,1528,12,Component shortage
D001215,SC00304,F004,Factory,Factory_Breakdown,2027-01-05,5,0.4461,1.0,44.61,5,4015,5,Equipment failure
D001216,SC00304,R0133,Route,Transportation_Disruption,2027-01-07,14,0.5586,1.0,55.86,14,3352,14,Road closure
D001217,SC00305,S084,Supplier,Supplier_Failure,2027-01-01,3,0.5525,1.0,55.25,3,4006,3,Supplier outage
D001218,SC00305,C384,Component,Material_Shortage,2027-01-03,7,0.2747,1.0,27.47,7,1443,7,Component shortage
D001219,SC00305,F005,Factory,Factory_Breakdown,2027-01-05,2,0.245,1.0,24.5,2,944,2,Equipment failure
D001220,SC00305,R0020,Route,Transportation_Disruption,2027-01-07,2,0.6548,1.0,65.48,2,4911,2,Road closure
D001221,SC00306,S052,Supplier,Supplier_Failure,2027-01-01,3,0.5044,1.0,50.44,3,253,3,Supplier outage
D001222,SC00306,C207,Component,Material_Shortage,2027-01-03,2,0.446,1.0,44.6,2,1896,2,Component shortage
D001223,SC00306,F006,Factory,Factory_Breakdown,2027-01-05,2,0.2235,1.0,22.35,2,1543,2,Equipment failure
D001224,SC00306,R0104,Route,Transportation_Disruption,2027-01-07,7,0.3184,1.0,31.84,7,2229,7,Road closure
D001225,SC00307,S064,Supplier,Supplier_Failure,2027-01-01,11,0.6212,1.0,62.12,11,1616,11,Supplier outage
D001226,SC00307,C208,Component,Material_Shortage,2027-01-03,4,0.6434,1.0,64.34,4,2574,4,Component shortage
D001227,SC00307,F007,Factory,Factory_Breakdown,2027-01-05,3,0.4865,1.0,48.65,3,487,3,Equipment failure
D001228,SC00307,R0128,Route,Transportation_Disruption,2027-01-07,8,0.615,1.0,61.5,8,3690,8,Road closure
D001229,SC00308,S097,Supplier,Supplier_Failure,2027-01-01,2,0.268,1.0,26.8,2,1314,2,Supplier outage
D001230,SC00308,C020,Component,Material_Shortage,2027-01-03,12,0.7228,1.0,72.28,12,7228,12,Component shortage
D001231,SC00308,F008,Factory,Factory_Breakdown,2027-01-05,10,0.5187,1.0,51.87,10,2801,10,Equipment failure
D001232,SC00308,R0039,Route,Transportation_Disruption,2027-01-07,9,0.4471,1.0,44.71,9,3577,9,Road closure
D001233,SC00309,S003,Supplier,Supplier_Failure,2027-01-01,11,0.4314,1.0,43.14,11,4099,11,Supplier outage
D001234,SC00309,C137,Component,Material_Shortage,2027-01-03,14,0.2547,1.0,25.47,14,765,14,Component shortage
D001235,SC00309,F009,Factory,Factory_Breakdown,2027-01-05,3,0.3238,1.0,32.38,3,972,3,Equipment failure
D001236,SC00309,R0073,Route,Transportation_Disruption,2027-01-07,11,0.6343,1.0,63.43,11,5075,11,Road closure
D001237,SC00310,S076,Supplier,Supplier_Failure,2027-01-01,11,0.5015,1.0,50.15,11,3009,11,Supplier outage
D001238,SC00310,C135,Component,Material_Shortage,2027-01-03,14,0.3627,1.0,36.27,14,2902,14,Component shortage
D001239,SC00310,F010,Factory,Factory_Breakdown,2027-01-05,8,0.3099,1.0,30.99,8,1488,8,Equipment failure
D001240,SC00310,R0199,Route,Transportation_Disruption,2027-01-07,6,0.5796,1.0,57.96,6,2551,6,Road closure
D001241,SC00311,S096,Supplier,Supplier_Failure,2027-01-01,6,0.8464,1.0,84.64,6,593,6,Supplier outage
D001242,SC00311,C321,Component,Material_Shortage,2027-01-03,5,0.5443,1.0,54.43,5,4518,5,Component shortage
D001243,SC00311,F011,Factory,Factory_Breakdown,2027-01-05,6,0.2464,1.0,24.64,6,506,6,Equipment failure
D001244,SC00311,R0044,Route,Transportation_Disruption,2027-01-07,4,0.6985,1.0,69.85,4,4261,4,Road closure
D001245,SC00312,S007,Supplier,Supplier_Failure,2027-01-01,3,0.4135,1.0,41.35,3,4135,3,Supplier outage
D001246,SC00312,C050,Component,Material_Shortage,2027-01-03,2,0.234,1.0,23.4,2,468,2,Component shortage
D001247,SC00312,F012,Factory,Factory_Breakdown,2027-01-05,4,0.5099,1.0,50.99,4,791,4,Equipment failure
D001248,SC00312,R0184,Route,Transportation_Disruption,2027-01-07,14,0.893,1.0,89.3,14,3126,14,Road closure
D001249,SC00313,S073,Supplier,Supplier_Failure,2027-01-01,7,0.664,1.0,66.4,7,664,7,Supplier outage
D001250,SC00313,C173,Component,Material_Shortage,2027-01-03,10,0.6314,1.0,63.14,10,1263,10,Component shortage
D001251,SC00313,F013,Factory,Factory_Breakdown,2027-01-05,6,0.3522,1.0,35.22,6,599,6,Equipment failure
D001252,SC00313,R0093,Route,Transportation_Disruption,2027-01-07,7,0.8454,1.0,84.54,7,8243,7,Road closure
D001253,SC00314,S023,Supplier,Supplier_Failure,2027-01-01,4,0.1627,1.0,16.27,4,1546,4,Supplier outage
D001254,SC00314,C023,Component,Material_Shortage,2027-01-03,11,0.4433,1.0,44.33,11,2439,11,Component shortage
D001255,SC00314,F014,Factory,Factory_Breakdown,2027-01-05,14,0.3104,1.0,31.04,14,1785,14,Equipment failure
D001256,SC00314,R0046,Route,Transportation_Disruption,2027-01-07,9,0.6967,1.0,69.67,9,2648,9,Road closure
D001257,SC00315,S070,Supplier,Supplier_Failure,2027-01-01,6,0.8605,1.0,86.05,6,5163,6,Supplier outage
D001258,SC00315,C198,Component,Material_Shortage,2027-01-03,3,0.1956,1.0,19.56,3,294,3,Component shortage
D001259,SC00315,F015,Factory,Factory_Breakdown,2027-01-05,3,0.3036,1.0,30.36,3,911,3,Equipment failure
D001260,SC00315,R0049,Route,Transportation_Disruption,2027-01-07,9,0.1557,1.0,15.57,9,499,9,Road closure
D001261,SC00316,S014,Supplier,Supplier_Failure,2027-01-01,2,0.6569,1.0,65.69,2,657,2,Supplier outage
D001262,SC00316,C014,Component,Material_Shortage,2027-01-03,2,0.5607,1.0,56.07,2,561,2,Component shortage
D001263,SC00316,F016,Factory,Factory_Breakdown,2027-01-05,8,0.7139,1.0,71.39,8,2071,8,Equipment failure
D001264,SC00316,R0112,Route,Transportation_Disruption,2027-01-07,7,0.3937,1.0,39.37,7,2146,7,Road closure
D001265,SC00317,S051,Supplier,Supplier_Failure,2027-01-01,4,0.5107,1.0,51.07,4,1405,4,Supplier outage
D001266,SC00317,C251,Component,Material_Shortage,2027-01-03,12,0.358,1.0,35.8,12,537,12,Component shortage
D001267,SC00317,F017,Factory,Factory_Breakdown,2027-01-05,14,0.8243,1.0,82.43,14,330,14,Equipment failure
D001268,SC00317,R0179,Route,Transportation_Disruption,2027-01-07,13,0.3044,1.0,30.44,13,2664,13,Road closure
D001269,SC00318,S033,Supplier,Supplier_Failure,2027-01-01,6,0.6659,1.0,66.59,6,5994,6,Supplier outage
D001270,SC00318,C358,Component,Material_Shortage,2027-01-03,7,0.8933,1.0,89.33,7,894,7,Component shortage
D001271,SC00318,F018,Factory,Factory_Breakdown,2027-01-05,10,0.3112,1.0,31.12,10,2646,10,Equipment failure
D001272,SC00318,R0169,Route,Transportation_Disruption,2027-01-07,3,0.1802,1.0,18.02,3,1802,3,Road closure
D001273,SC00319,S029,Supplier,Supplier_Failure,2027-01-01,3,0.4384,1.0,43.84,3,3946,3,Supplier outage
D001274,SC00319,C057,Component,Material_Shortage,2027-01-03,9,0.7636,1.0,76.36,9,688,9,Component shortage
D001275,SC00319,F019,Factory,Factory_Breakdown,2027-01-05,6,0.371,1.0,37.1,6,2876,6,Equipment failure
D001276,SC00319,R0148,Route,Transportation_Disruption,2027-01-07,4,0.687,1.0,68.7,4,2061,4,Road closure
D001277,SC00320,S094,Supplier,Supplier_Failure,2027-01-01,2,0.5289,1.0,52.89,2,1587,2,Supplier outage
D001278,SC00320,C477,Component,Material_Shortage,2027-01-03,10,0.893,1.0,89.3,10,1786,10,Component shortage
D001279,SC00320,F020,Factory,Factory_Breakdown,2027-01-05,6,0.8356,1.0,83.56,6,4680,6,Equipment failure
D001280,SC00320,R0162,Route,Transportation_Disruption,2027-01-07,6,0.1718,1.0,17.18,6,1031,6,Road closure
D001281,SC00321,S043,Supplier,Supplier_Failure,2027-01-01,2,0.5333,1.0,53.33,2,2534,2,Supplier outage
D001282,SC00321,C143,Component,Material_Shortage,2027-01-03,10,0.5122,1.0,51.22,10,5122,10,Component shortage
D001283,SC00321,F001,Factory,Factory_Breakdown,2027-01-05,3,0.4935,1.0,49.35,3,2838,3,Equipment failure
D001284,SC00321,R0178,Route,Transportation_Disruption,2027-01-07,12,0.4231,1.0,42.31,12,2433,12,Road closure
D001285,SC00322,S049,Supplier,Supplier_Failure,2027-01-01,2,0.8721,1.0,87.21,2,1745,2,Supplier outage
D001286,SC00322,C279,Component,Material_Shortage,2027-01-03,13,0.2817,1.0,28.17,13,2494,13,Component shortage
D001287,SC00322,F002,Factory,Factory_Breakdown,2027-01-05,14,0.4011,1.0,40.11,14,2287,14,Equipment failure
D001288,SC00322,R0001,Route,Transportation_Disruption,2027-01-07,11,0.3651,1.0,36.51,11,731,11,Road closure
D001289,SC00323,S051,Supplier,Supplier_Failure,2027-01-01,3,0.5381,1.0,53.81,3,2691,3,Supplier outage
D001290,SC00323,C088,Component,Material_Shortage,2027-01-03,3,0.8204,1.0,82.04,3,5497,3,Component shortage
D001291,SC00323,F003,Factory,Factory_Breakdown,2027-01-05,5,0.6857,1.0,68.57,5,4115,5,Equipment failure
D001292,SC00323,R0015,Route,Transportation_Disruption,2027-01-07,5,0.5229,1.0,52.29,5,3661,5,Road closure
D001293,SC00324,S004,Supplier,Supplier_Failure,2027-01-01,7,0.8696,1.0,86.96,7,2609,7,Supplier outage
D001294,SC00324,C015,Component,Material_Shortage,2027-01-03,6,0.6953,1.0,69.53,6,5563,6,Component shortage
D001295,SC00324,F004,Factory,Factory_Breakdown,2027-01-05,5,0.7585,1.0,75.85,5,7585,5,Equipment failure
D001296,SC00324,R0007,Route,Transportation_Disruption,2027-01-07,2,0.8617,1.0,86.17,2,431,2,Road closure
D001297,SC00325,S054,Supplier,Supplier_Failure,2027-01-01,2,0.7732,1.0,77.32,2,2127,2,Supplier outage
D001298,SC00325,C284,Component,Material_Shortage,2027-01-03,4,0.7237,1.0,72.37,4,4885,4,Component shortage
D001299,SC00325,F005,Factory,Factory_Breakdown,2027-01-05,5,0.2481,1.0,24.81,5,1365,5,Equipment failure
D001300,SC00325,R0123,Route,Transportation_Disruption,2027-01-07,6,0.6296,1.0,62.96,6,4722,6,Road closure
D001301,SC00326,S098,Supplier,Supplier_Failure,2027-01-01,11,0.2419,1.0,24.19,11,2238,11,Supplier outage
D001302,SC00326,C302,Component,Material_Shortage,2027-01-03,9,0.8779,1.0,87.79,9,5268,9,Component shortage
D001303,SC00326,F006,Factory,Factory_Breakdown,2027-01-05,8,0.8442,1.0,84.42,8,1056,8,Equipment failure
D001304,SC00326,R0107,Route,Transportation_Disruption,2027-01-07,14,0.3698,1.0,36.98,14,1572,14,Road closure
D001305,SC00327,S084,Supplier,Supplier_Failure,2027-01-01,12,0.5964,1.0,59.64,12,4921,12,Supplier outage
D001306,SC00327,C395,Component,Material_Shortage,2027-01-03,9,0.7701,1.0,77.01,9,2503,9,Component shortage
D001307,SC00327,F007,Factory,Factory_Breakdown,2027-01-05,4,0.2155,1.0,21.55,4,1293,4,Equipment failure
D001308,SC00327,R0190,Route,Transportation_Disruption,2027-01-07,13,0.4056,1.0,40.56,13,2941,13,Road closure
D001309,SC00328,S095,Supplier,Supplier_Failure,2027-01-01,2,0.2502,1.0,25.02,2,163,2,Supplier outage
D001310,SC00328,C095,Component,Material_Shortage,2027-01-03,2,0.8559,1.0,85.59,2,5008,2,Component shortage
D001311,SC00328,F008,Factory,Factory_Breakdown,2027-01-05,12,0.3287,1.0,32.87,12,329,12,Equipment failure
D001312,SC00328,R0200,Route,Transportation_Disruption,2027-01-07,5,0.2396,1.0,23.96,5,1618,5,Road closure
D001313,SC00329,S083,Supplier,Supplier_Failure,2027-01-01,3,0.3281,1.0,32.81,3,329,3,Supplier outage
D001314,SC00329,C388,Component,Material_Shortage,2027-01-03,9,0.6736,1.0,67.36,9,3368,9,Component shortage
D001315,SC00329,F009,Factory,Factory_Breakdown,2027-01-05,7,0.5516,1.0,55.16,7,1242,7,Equipment failure
D001316,SC00329,R0129,Route,Transportation_Disruption,2027-01-07,5,0.6744,1.0,67.44,5,473,5,Road closure
D001317,SC00330,S035,Supplier,Supplier_Failure,2027-01-01,4,0.7139,1.0,71.39,4,6390,4,Supplier outage
D001318,SC00330,C444,Component,Material_Shortage,2027-01-03,9,0.205,1.0,20.5,9,1435,9,Component shortage
D001319,SC00330,F010,Factory,Factory_Breakdown,2027-01-05,3,0.8182,1.0,81.82,3,4705,3,Equipment failure
D001320,SC00330,R0152,Route,Transportation_Disruption,2027-01-07,6,0.2673,1.0,26.73,6,455,6,Road closure
D001321,SC00331,S022,Supplier,Supplier_Failure,2027-01-01,14,0.6113,1.0,61.13,14,3729,14,Supplier outage
D001322,SC00331,C194,Component,Material_Shortage,2027-01-03,11,0.3246,1.0,32.46,11,3246,11,Component shortage
D001323,SC00331,F011,Factory,Factory_Breakdown,2027-01-05,8,0.3741,1.0,37.41,8,3592,8,Equipment failure
D001324,SC00331,R0044,Route,Transportation_Disruption,2027-01-07,14,0.8336,1.0,83.36,14,5419,14,Road closure
D001325,SC00332,S081,Supplier,Supplier_Failure,2027-01-01,10,0.3853,1.0,38.53,10,2601,10,Supplier outage
D001326,SC00332,C450,Component,Material_Shortage,2027-01-03,13,0.7824,1.0,78.24,13,6846,13,Component shortage
D001327,SC00332,F012,Factory,Factory_Breakdown,2027-01-05,4,0.5291,1.0,52.91,4,1059,4,Equipment failure
D001328,SC00332,R0147,Route,Transportation_Disruption,2027-01-07,7,0.1505,1.0,15.05,7,377,7,Road closure
D001329,SC00333,S037,Supplier,Supplier_Failure,2027-01-01,2,0.7601,1.0,76.01,2,4561,2,Supplier outage
D001330,SC00333,C155,Component,Material_Shortage,2027-01-03,2,0.6092,1.0,60.92,2,1676,2,Component shortage
D001331,SC00333,F013,Factory,Factory_Breakdown,2027-01-05,2,0.2642,1.0,26.42,2,1454,2,Equipment failure
D001332,SC00333,R0151,Route,Transportation_Disruption,2027-01-07,14,0.1848,1.0,18.48,14,1109,14,Road closure
D001333,SC00334,S023,Supplier,Supplier_Failure,2027-01-01,5,0.6955,1.0,69.55,5,1391,5,Supplier outage
D001334,SC00334,C227,Component,Material_Shortage,2027-01-03,10,0.3294,1.0,32.94,10,3212,10,Component shortage
D001335,SC00334,F014,Factory,Factory_Breakdown,2027-01-05,9,0.6378,1.0,63.78,9,3253,9,Equipment failure
D001336,SC00334,R0053,Route,Transportation_Disruption,2027-01-07,12,0.5018,1.0,50.18,12,1456,12,Road closure
D001337,SC00335,S036,Supplier,Supplier_Failure,2027-01-01,4,0.3428,1.0,34.28,4,1612,4,Supplier outage
D001338,SC00335,C239,Component,Material_Shortage,2027-01-03,12,0.1666,1.0,16.66,12,1500,12,Component shortage
D001339,SC00335,F015,Factory,Factory_Breakdown,2027-01-05,4,0.5972,1.0,59.72,4,2986,4,Equipment failure
D001340,SC00335,R0160,Route,Transportation_Disruption,2027-01-07,9,0.3035,1.0,30.35,9,1290,9,Road closure
D001341,SC00336,S001,Supplier,Supplier_Failure,2027-01-01,6,0.6925,1.0,69.25,6,2944,6,Supplier outage
D001342,SC00336,C356,Component,Material_Shortage,2027-01-03,9,0.1964,1.0,19.64,9,1552,9,Component shortage
D001343,SC00336,F016,Factory,Factory_Breakdown,2027-01-05,12,0.3077,1.0,30.77,12,770,12,Equipment failure
D001344,SC00336,R0171,Route,Transportation_Disruption,2027-01-07,12,0.8356,1.0,83.56,12,836,12,Road closure
D001345,SC00337,S018,Supplier,Supplier_Failure,2027-01-01,7,0.5854,1.0,58.54,7,4391,7,Supplier outage
D001346,SC00337,C111,Component,Material_Shortage,2027-01-03,5,0.7778,1.0,77.78,5,778,5,Component shortage
D001347,SC00337,F017,Factory,Factory_Breakdown,2027-01-05,11,0.4421,1.0,44.21,11,4377,11,Equipment failure
D001348,SC00337,R0118,Route,Transportation_Disruption,2027-01-07,8,0.2137,1.0,21.37,8,748,8,Road closure
D001349,SC00338,S093,Supplier,Supplier_Failure,2027-01-01,13,0.369,1.0,36.9,13,960,13,Supplier outage
D001350,SC00338,C079,Component,Material_Shortage,2027-01-03,4,0.2962,1.0,29.62,4,1111,4,Component shortage
D001351,SC00338,F018,Factory,Factory_Breakdown,2027-01-05,13,0.8721,1.0,87.21,13,2617,13,Equipment failure
D001352,SC00338,R0156,Route,Transportation_Disruption,2027-01-07,14,0.5935,1.0,59.35,14,3561,14,Road closure
D001353,SC00339,S064,Supplier,Supplier_Failure,2027-01-01,4,0.6866,1.0,68.66,4,4120,4,Supplier outage
D001354,SC00339,C304,Component,Material_Shortage,2027-01-03,14,0.7862,1.0,78.62,14,6683,14,Component shortage
D001355,SC00339,F019,Factory,Factory_Breakdown,2027-01-05,12,0.4161,1.0,41.61,12,2872,12,Equipment failure
D001356,SC00339,R0080,Route,Transportation_Disruption,2027-01-07,10,0.5352,1.0,53.52,10,1071,10,Road closure
D001357,SC00340,S039,Supplier,Supplier_Failure,2027-01-01,14,0.7664,1.0,76.64,14,192,14,Supplier outage
D001358,SC00340,C497,Component,Material_Shortage,2027-01-03,2,0.6476,1.0,64.76,2,5829,2,Component shortage
D001359,SC00340,F020,Factory,Factory_Breakdown,2027-01-05,8,0.2168,1.0,21.68,8,597,8,Equipment failure
D001360,SC00340,R0154,Route,Transportation_Disruption,2027-01-07,12,0.7662,1.0,76.62,12,3831,12,Road closure
D001361,SC00341,S038,Supplier,Supplier_Failure,2027-01-01,14,0.8492,1.0,84.92,14,4331,14,Supplier outage
D001362,SC00341,C143,Component,Material_Shortage,2027-01-03,7,0.2013,1.0,20.13,7,1510,7,Component shortage
D001363,SC00341,F001,Factory,Factory_Breakdown,2027-01-05,9,0.5689,1.0,56.89,9,1138,9,Equipment failure
D001364,SC00341,R0183,Route,Transportation_Disruption,2027-01-07,10,0.4357,1.0,43.57,10,393,10,Road closure
D001365,SC00342,S017,Supplier,Supplier_Failure,2027-01-01,2,0.7068,1.0,70.68,2,2686,2,Supplier outage
D001366,SC00342,C201,Component,Material_Shortage,2027-01-03,7,0.6347,1.0,63.47,7,4443,7,Component shortage
D001367,SC00342,F002,Factory,Factory_Breakdown,2027-01-05,5,0.6315,1.0,63.15,5,4516,5,Equipment failure
D001368,SC00342,R0131,Route,Transportation_Disruption,2027-01-07,12,0.5519,1.0,55.19,12,3091,12,Road closure
D001369,SC00343,S056,Supplier,Supplier_Failure,2027-01-01,6,0.4525,1.0,45.25,6,3168,6,Supplier outage
D001370,SC00343,C067,Component,Material_Shortage,2027-01-03,6,0.8226,1.0,82.26,6,6170,6,Component shortage
D001371,SC00343,F003,Factory,Factory_Breakdown,2027-01-05,5,0.1996,1.0,19.96,5,110,5,Equipment failure
D001372,SC00343,R0067,Route,Transportation_Disruption,2027-01-07,10,0.5876,1.0,58.76,10,5289,10,Road closure
D001373,SC00344,S044,Supplier,Supplier_Failure,2027-01-01,10,0.8819,1.0,88.19,10,882,10,Supplier outage
D001374,SC00344,C350,Component,Material_Shortage,2027-01-03,2,0.8818,1.0,88.18,2,882,2,Component shortage
D001375,SC00344,F004,Factory,Factory_Breakdown,2027-01-05,5,0.4556,1.0,45.56,5,3645,5,Equipment failure
D001376,SC00344,R0040,Route,Transportation_Disruption,2027-01-07,11,0.1502,1.0,15.02,11,902,11,Road closure
D001377,SC00345,S022,Supplier,Supplier_Failure,2027-01-01,5,0.4866,1.0,48.66,5,487,5,Supplier outage
D001378,SC00345,C357,Component,Material_Shortage,2027-01-03,11,0.1614,1.0,16.14,11,162,11,Component shortage
D001379,SC00345,F005,Factory,Factory_Breakdown,2027-01-05,9,0.4435,1.0,44.35,9,3903,9,Equipment failure
D001380,SC00345,R0168,Route,Transportation_Disruption,2027-01-07,9,0.8609,1.0,86.09,9,2798,9,Road closure
D001381,SC00346,S093,Supplier,Supplier_Failure,2027-01-01,7,0.7509,1.0,75.09,7,3154,7,Supplier outage
D001382,SC00346,C228,Component,Material_Shortage,2027-01-03,14,0.628,1.0,62.8,14,4239,14,Component shortage
D001383,SC00346,F006,Factory,Factory_Breakdown,2027-01-05,14,0.395,1.0,39.5,14,474,14,Equipment failure
