scenario_id,scenario_name,scenario_type,number_of_disruptions,demand_multiplier,supply_multiplier,severity_multiplier,duration_multiplier,affected_region,description
SC00747,Independent recovery experiment 00747,Four_event_stress,4,1.0,1.0,1.0,1.0,East,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00748,Independent recovery experiment 00748,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00749,Independent recovery experiment 00749,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00750,Independent recovery experiment 00750,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00751,Independent recovery experiment 00751,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00752,Independent recovery experiment 00752,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00753,Independent recovery experiment 00753,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00754,Independent recovery experiment 00754,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00755,Independent recovery experiment 00755,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00756,Independent recovery experiment 00756,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00757,Independent recovery experiment 00757,Four_event_stress,4,1.0,1.0,1.0,1.0,East,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00758,Independent recovery experiment 00758,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00759,Independent recovery experiment 00759,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00760,Independent recovery experiment 00760,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00761,Independent recovery experiment 00761,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00762,Independent recovery experiment 00762,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00763,Independent recovery experiment 00763,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00764,Independent recovery experiment 00764,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00765,Independent recovery experiment 00765,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00766,Independent recovery experiment 00766,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00767,Independent recovery experiment 00767,Four_event_stress,4,1.0,1.0,1.0,1.0,East,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00768,Independent recovery experiment 00768,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00769,Independent recovery experiment 00769,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00770,Independent recovery experiment 00770,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00771,Independent recovery experiment 00771,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00772,Independent recovery experiment 00772,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00773,Independent recovery experiment 00773,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00774,Independent recovery experiment 00774,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00775,Independent recovery experiment 00775,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00776,Independent recovery experiment 00776,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00777,Independent recovery experiment 00777,Four_event_stress,4,1.0,1.0,1.0,1.0,East,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00778,Independent recovery experiment 00778,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00779,Independent recovery experiment 00779,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00780,Independent recovery experiment 00780,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00781,Independent recovery experiment 00781,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00782,Independent recovery experiment 00782,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00783,Independent recovery experiment 00783,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00784,Independent recovery experiment 00784,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00785,Independent recovery experiment 00785,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00786,Independent recovery experiment 00786,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00787,Independent recovery experiment 00787,Four_event_stress,4,1.0,1.0,1.0,1.0,East,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00788,Independent recovery experiment 00788,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00789,Independent recovery experiment 00789,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00790,Independent recovery experiment 00790,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00791,Independent recovery experiment 00791,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00792,Independent recovery experiment 00792,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00793,Independent recovery experiment 00793,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00794,Independent recovery experiment 00794,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00795,Independent recovery experiment 00795,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00796,Independent recovery experiment 00796,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00797,Independent recovery experiment 00797,Four_event_stress,4,1.0,1.0,1.0,1.0,East,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00798,Independent recovery experiment 00798,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00799,Independent recovery experiment 00799,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00800,Independent recovery experiment 00800,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00801,Independent recovery experiment 00801,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00802,Independent recovery experiment 00802,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00803,Independent recovery experiment 00803,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00804,Independent recovery experiment 00804,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00805,Independent recovery experiment 00805,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00806,Independent recovery experiment 00806,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00807,Independent recovery experiment 00807,Four_event_stress,4,1.0,1.0,1.0,1.0,East,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00808,Independent recovery experiment 00808,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00809,Independent recovery experiment 00809,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00810,Independent recovery experiment 00810,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00811,Independent recovery experiment 00811,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00812,Independent recovery experiment 00812,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00813,Independent recovery experiment 00813,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00814,Independent recovery experiment 00814,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00815,Independent recovery experiment 00815,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00816,Independent recovery experiment 00816,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00817,Independent recovery experiment 00817,Four_event_stress,4,1.0,1.0,1.0,1.0,East,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00818,Independent recovery experiment 00818,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00819,Independent recovery experiment 00819,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00820,Independent recovery experiment 00820,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00821,Independent recovery experiment 00821,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00822,Independent recovery experiment 00822,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00823,Independent recovery experiment 00823,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00824,Independent recovery experiment 00824,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00825,Independent recovery experiment 00825,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00826,Independent recovery experiment 00826,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00827,Independent recovery experiment 00827,Four_event_stress,4,1.0,1.0,1.0,1.0,East,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00828,Independent recovery experiment 00828,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00829,Independent recovery experiment 00829,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00830,Independent recovery experiment 00830,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00831,Independent recovery experiment 00831,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00832,Independent recovery experiment 00832,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00833,Independent recovery experiment 00833,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00834,Independent recovery experiment 00834,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00835,Independent recovery experiment 00835,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00836,Independent recovery experiment 00836,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00837,Independent recovery experiment 00837,Four_event_stress,4,1.0,1.0,1.0,1.0,East,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00838,Independent recovery experiment 00838,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00839,Independent recovery experiment 00839,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00840,Independent recovery experiment 00840,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00841,Independent recovery experiment 00841,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00842,Independent recovery experiment 00842,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00843,Independent recovery experiment 00843,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00844,Independent recovery experiment 00844,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00845,Independent recovery experiment 00845,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00846,Independent recovery experiment 00846,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00847,Independent recovery experiment 00847,Four_event_stress,4,1.0,1.0,1.0,1.0,East,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00848,Independent recovery experiment 00848,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00849,Independent recovery experiment 00849,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00850,Independent recovery experiment 00850,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00851,Independent recovery experiment 00851,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00852,Independent recovery experiment 00852,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00853,Independent recovery experiment 00853,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00854,Independent recovery experiment 00854,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00855,Independent recovery experiment 00855,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00856,Independent recovery experiment 00856,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00857,Independent recovery experiment 00857,Four_event_stress,4,1.0,1.0,1.0,1.0,East,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00858,Independent recovery experiment 00858,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00859,Independent recovery experiment 00859,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00860,Independent recovery experiment 00860,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00861,Independent recovery experiment 00861,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00862,Independent recovery experiment 00862,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00863,Independent recovery experiment 00863,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00864,Independent recovery experiment 00864,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00865,Independent recovery experiment 00865,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00866,Independent recovery experiment 00866,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00867,Independent recovery experiment 00867,Four_event_stress,4,1.0,1.0,1.0,1.0,East,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00868,Independent recovery experiment 00868,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00869,Independent recovery experiment 00869,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00870,Independent recovery experiment 00870,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00871,Independent recovery experiment 00871,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00872,Independent recovery experiment 00872,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00873,Independent recovery experiment 00873,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00874,Independent recovery experiment 00874,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00875,Independent recovery experiment 00875,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00876,Independent recovery experiment 00876,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00877,Independent recovery experiment 00877,Four_event_stress,4,1.0,1.0,1.0,1.0,East,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00878,Independent recovery experiment 00878,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00879,Independent recovery experiment 00879,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00880,Independent recovery experiment 00880,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00881,Independent recovery experiment 00881,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00882,Independent recovery experiment 00882,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00883,Independent recovery experiment 00883,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00884,Independent recovery experiment 00884,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00885,Independent recovery experiment 00885,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00886,Independent recovery experiment 00886,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00887,Independent recovery experiment 00887,Four_event_stress,4,1.0,1.0,1.0,1.0,East,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00888,Independent recovery experiment 00888,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00889,Independent recovery experiment 00889,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00890,Independent recovery experiment 00890,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00891,Independent recovery experiment 00891,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00892,Independent recovery experiment 00892,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00893,Independent recovery experiment 00893,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00894,Independent recovery experiment 00894,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00895,Independent recovery experiment 00895,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00896,Independent recovery experiment 00896,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00897,Independent recovery experiment 00897,Four_event_stress,4,1.0,1.0,1.0,1.0,East,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00898,Independent recovery experiment 00898,Four_event_stress,4,1.0,1.0,1.0,1.0,West,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00899,Independent recovery experiment 00899,Four_event_stress,4,1.0,1.0,1.0,1.0,North,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
SC00900,Independent recovery experiment 00900,Four_event_stress,4,1.0,1.0,1.0,1.0,South,"Independent 2027-01-01 snapshot; four events at days 0, 2, 4, 6. Event estimates are not additive."
