financial_impact_id,disruption_id,scenario_id,production_loss_cost,lost_revenue,expedite_cost,alternative_supplier_cost,additional_transport_cost,inventory_holding_cost,stockout_cost,penalty_cost,recovery_cost,total_cost,revenue_at_risk,recoverable_value,net_financial_impact
FI000929,D000929,SC00233,57448.3,143441.9,0.0,0.0,0.0,0.0,0.0,3885.23,0.0,61333.53,1438517.34,0.0,61333.53
FI000930,D000930,SC00233,17966.78,62255.02,0.0,0.0,0.0,0.0,0.0,1772.63,0.0,19739.41,948569.91,0.0,19739.41
FI000931,D000931,SC00233,173165.59,432374.87,0.0,0.0,0.0,0.0,0.0,8227.42,0.0,181393.01,1180321.92,0.0,181393.01
FI000932,D000932,SC00233,442351.91,1104502.63,0.0,0.0,0.0,0.0,0.0,18807.28,0.0,461159.19,2551216.65,0.0,461159.19
FI000933,D000933,SC00234,23062.4,69843.52,0.0,0.0,0.0,0.0,0.0,1676.24,0.0,24738.64,349217.6,0.0,24738.64
FI000934,D000934,SC00234,317664.5,1348325.78,0.0,0.0,0.0,0.0,0.0,21588.51,0.0,339253.01,2890361.88,0.0,339253.01
FI000935,D000935,SC00234,93315.4,211695.33,0.0,0.0,0.0,0.0,0.0,5552.79,0.0,98868.19,1599892.14,0.0,98868.19
FI000936,D000936,SC00234,669723.8,1519335.51,0.0,0.0,0.0,0.0,0.0,37983.39,0.0,707707.19,9116013.06,0.0,707707.19
FI000937,D000937,SC00235,480796.26,1321958.96,0.0,0.0,0.0,0.0,0.0,23795.26,0.0,504591.52,3304897.4,0.0,504591.52
FI000938,D000938,SC00235,268540.16,615072.16,0.0,0.0,0.0,0.0,0.0,14176.66,0.0,282716.82,2640309.76,0.0,282716.82
FI000939,D000939,SC00235,410997.44,941360.44,0.0,0.0,0.0,0.0,0.0,18827.21,0.0,429824.65,2824081.32,0.0,429824.65
FI000940,D000940,SC00235,412634.88,945110.88,0.0,0.0,0.0,0.0,0.0,15121.77,0.0,427756.65,2025237.6,0.0,427756.65
FI000941,D000941,SC00236,867952.92,2335096.56,0.0,0.0,0.0,0.0,0.0,46723.8,0.0,914676.72,7007476.1,0.0,914676.72
FI000942,D000942,SC00236,624915.36,3343558.32,0.0,0.0,0.0,0.0,0.0,63556.07,0.0,688471.43,9121382.89,0.0,688471.43
FI000943,D000943,SC00236,999255.51,2668235.13,0.0,0.0,0.0,0.0,0.0,56032.94,0.0,1055288.45,8894117.1,0.0,1055288.45
FI000944,D000944,SC00236,581752.06,1553407.78,0.0,0.0,0.0,0.0,0.0,26469.19,0.0,608221.25,3589499.05,0.0,608221.25
FI000945,D000945,SC00237,34886.49,182843.04,0.0,0.0,0.0,0.0,0.0,4783.04,0.0,39669.53,1378604.16,0.0,39669.53
FI000946,D000946,SC00237,686586.3,2599722.9,0.0,0.0,0.0,0.0,0.0,46813.38,0.0,733399.68,6500838.3,0.0,733399.68
FI000947,D000947,SC00237,106748.4,404197.2,0.0,0.0,0.0,0.0,0.0,6886.66,0.0,113635.06,933940.5,0.0,113635.06
FI000948,D000948,SC00237,378875.95,1434593.85,0.0,0.0,0.0,0.0,0.0,35887.81,0.0,414763.76,8612156.25,0.0,414763.76
FI000949,D000949,SC00238,261647.75,1068815.93,0.0,0.0,0.0,0.0,0.0,25651.58,0.0,287299.33,5344079.65,0.0,287299.33
FI000950,D000950,SC00238,25584.57,136161.63,0.0,0.0,0.0,0.0,0.0,3692.87,0.0,29277.44,1367117.78,0.0,29277.44
FI000951,D000951,SC00238,4783.97,25192.3,0.0,0.0,0.0,0.0,0.0,557.19,0.0,5341.16,94841.6,0.0,5341.16
FI000952,D000952,SC00238,21219.12,93848.4,0.0,0.0,0.0,0.0,0.0,2440.06,0.0,23659.18,703863.0,0.0,23659.18
FI000953,D000953,SC00239,3764.04,10200.61,0.0,0.0,0.0,0.0,0.0,183.61,0.0,3947.65,23315.68,0.0,3947.65
FI000954,D000954,SC00239,261468.48,906621.52,0.0,0.0,0.0,0.0,0.0,20852.29,0.0,282320.77,3885520.8,0.0,282320.77
FI000955,D000955,SC00239,505994.52,1371253.43,0.0,0.0,0.0,0.0,0.0,24691.31,0.0,530685.83,3428862.19,0.0,530685.83
FI000956,D000956,SC00239,513909.99,2190561.12,0.0,0.0,0.0,0.0,0.0,43843.6,0.0,557753.59,6574921.44,0.0,557753.59
FI000957,D000957,SC00240,234647.85,567467.46,0.0,0.0,0.0,0.0,0.0,9684.0,0.0,244331.85,1312390.38,0.0,244331.85
FI000958,D000958,SC00240,134428.8,517034.1,0.0,0.0,0.0,0.0,0.0,14514.56,0.0,148943.36,7774312.74,0.0,148943.36
FI000959,D000959,SC00240,653949.85,1581498.66,0.0,0.0,0.0,0.0,0.0,30095.28,0.0,684045.13,4317432.84,0.0,684045.13
FI000960,D000960,SC00240,39198.52,121659.28,0.0,0.0,0.0,0.0,0.0,2958.24,0.0,42156.76,614699.52,0.0,42156.76
FI000961,D000961,SC00241,31670.65,100990.45,0.0,0.0,0.0,0.0,0.0,2835.08,0.0,34505.73,1518529.13,0.0,34505.73
FI000962,D000962,SC00241,136205.6,651074.16,0.0,0.0,0.0,0.0,0.0,11763.23,0.0,147968.83,1631343.12,0.0,147968.83
FI000963,D000963,SC00241,87615.4,418808.94,0.0,0.0,0.0,0.0,0.0,8394.47,0.0,96009.87,1258255.68,0.0,96009.87
FI000964,D000964,SC00241,31670.65,100990.45,0.0,0.0,0.0,0.0,0.0,2868.13,0.0,34538.78,1535054.84,0.0,34538.78
FI000965,D000965,SC00242,196119.0,647685.5,0.0,0.0,0.0,0.0,0.0,16856.65,0.0,212975.65,4861847.0,0.0,212975.65
FI000966,D000966,SC00242,2656740.78,6577703.28,0.0,0.0,0.0,0.0,0.0,111855.3,0.0,2768596.08,15181957.44,0.0,2768596.08
FI000967,D000967,SC00242,336233.22,833499.12,0.0,0.0,0.0,0.0,0.0,15882.03,0.0,352115.25,2277320.0,0.0,352115.25
FI000968,D000968,SC00242,228909.78,566747.28,0.0,0.0,0.0,0.0,0.0,10212.9,0.0,239122.68,1417822.32,0.0,239122.68
FI000969,D000969,SC00243,154300.14,769963.38,0.0,0.0,0.0,0.0,0.0,20826.33,0.0,175126.47,7712074.86,0.0,175126.47
FI000970,D000970,SC00243,63437.58,316555.86,0.0,0.0,0.0,0.0,0.0,7295.99,0.0,70733.57,1358840.22,0.0,70733.57
FI000971,D000971,SC00243,447516.08,1141044.16,0.0,0.0,0.0,0.0,0.0,20580.04,0.0,468096.12,2856047.28,0.0,468096.12
FI000972,D000972,SC00243,59454.36,148191.12,0.0,0.0,0.0,0.0,0.0,3570.7,0.0,63025.06,743307.84,0.0,63025.06
FI000973,D000973,SC00244,85742.22,192852.42,0.0,0.0,0.0,0.0,0.0,4250.32,0.0,89992.54,724141.93,0.0,89992.54
FI000974,D000974,SC00244,4777.11,19578.26,0.0,0.0,0.0,0.0,0.0,551.2,0.0,5328.31,295179.92,0.0,5328.31
FI000975,D000975,SC00244,1673140.21,3820838.16,0.0,0.0,0.0,0.0,0.0,68785.09,0.0,1741925.3,9552929.28,0.0,1741925.3
FI000976,D000976,SC00244,97110.17,485058.57,0.0,0.0,0.0,0.0,0.0,10193.56,0.0,107303.73,1617676.44,0.0,107303.73
FI000977,D000977,SC00245,100109.1,435827.7,0.0,0.0,0.0,0.0,0.0,9157.3,0.0,109266.4,1453305.15,0.0,109266.4
FI000978,D000978,SC00245,580812.9,3034566.0,0.0,0.0,0.0,0.0,0.0,63751.1,0.0,644564.0,10118022.0,0.0,644564.0
FI000979,D000979,SC00245,85320.4,327650.4,0.0,0.0,0.0,0.0,0.0,8206.15,0.0,93526.55,1968881.04,0.0,93526.55
FI000980,D000980,SC00245,55458.26,212972.76,0.0,0.0,0.0,0.0,0.0,5777.07,0.0,61235.33,2138663.52,0.0,61235.33
FI000981,D000981,SC00246,538188.0,2217497.1,0.0,0.0,0.0,0.0,0.0,42147.92,0.0,580335.92,6049125.81,0.0,580335.92
FI000982,D000982,SC00246,1525128.0,4658285.04,0.0,0.0,0.0,0.0,0.0,93183.51,0.0,1618311.51,13976635.81,0.0,1618311.51
FI000983,D000983,SC00246,366390.84,814928.56,0.0,0.0,0.0,0.0,0.0,22832.23,0.0,389223.07,12231045.68,0.0,389223.07
FI000984,D000984,SC00246,162073.8,367930.44,0.0,0.0,0.0,0.0,0.0,9230.54,0.0,171304.34,2214037.56,0.0,171304.34
FI000985,D000985,SC00247,16405.4,82232.7,0.0,0.0,0.0,0.0,0.0,2320.46,0.0,18725.86,1242461.34,0.0,18725.86
FI000986,D000986,SC00247,39969.52,200348.76,0.0,0.0,0.0,0.0,0.0,5449.79,0.0,45419.31,2016943.86,0.0,45419.31
FI000987,D000987,SC00247,10247.6,30034.07,0.0,0.0,0.0,0.0,0.0,786.19,0.0,11033.79,187271.26,0.0,11033.79
FI000988,D000988,SC00247,89214.4,261473.08,0.0,0.0,0.0,0.0,0.0,7070.37,0.0,96284.77,2618264.22,0.0,96284.77
FI000989,D000989,SC00248,362919.57,981928.22,0.0,0.0,0.0,0.0,0.0,19638.56,0.0,382558.13,2945784.66,0.0,382558.13
FI000990,D000990,SC00248,223300.8,636912.0,0.0,0.0,0.0,0.0,0.0,14690.99,0.0,237991.79,2735625.5,0.0,237991.79
FI000991,D000991,SC00248,453162.54,1226092.84,0.0,0.0,0.0,0.0,0.0,23302.79,0.0,476465.33,3344528.32,0.0,476465.33
FI000992,D000992,SC00248,563423.64,1869966.54,0.0,0.0,0.0,0.0,0.0,41188.38,0.0,604612.02,7018514.19,0.0,604612.02
FI000993,D000993,SC00249,87469.77,243039.03,0.0,0.0,0.0,0.0,0.0,5113.48,0.0,92583.25,811203.12,0.0,92583.25
FI000994,D000994,SC00249,1682351.37,4662864.99,0.0,0.0,0.0,0.0,0.0,79273.72,0.0,1761625.09,10760843.66,0.0,1761625.09
FI000995,D000995,SC00249,42865.98,119105.22,0.0,0.0,0.0,0.0,0.0,3220.67,0.0,46086.65,1192661.73,0.0,46086.65
FI000996,D000996,SC00249,525418.95,2545614.99,0.0,0.0,0.0,0.0,0.0,53467.41,0.0,578886.36,8486438.04,0.0,578886.36
FI000997,D000997,SC00250,182963.96,596747.78,0.0,0.0,0.0,0.0,0.0,14360.34,0.0,197324.3,2990138.34,0.0,197324.3
FI000998,D000998,SC00250,115925.04,298007.28,0.0,0.0,0.0,0.0,0.0,8383.65,0.0,124308.69,4489830.27,0.0,124308.69
FI000999,D000999,SC00250,277879.14,714340.98,0.0,0.0,0.0,0.0,0.0,17913.31,0.0,295792.45,4297002.03,0.0,295792.45
FI001000,D001000,SC00250,524856.4,1711850.2,0.0,0.0,0.0,0.0,0.0,35982.45,0.0,560838.85,5709900.34,0.0,560838.85
FI001001,D001001,SC00251,98385.68,348636.96,0.0,0.0,0.0,0.0,0.0,8375.86,0.0,106761.54,1744613.64,0.0,106761.54
FI001002,D001002,SC00251,273786.38,970182.36,0.0,0.0,0.0,0.0,0.0,25233.31,0.0,299019.69,7278510.96,0.0,299019.69
FI001003,D001003,SC00251,324658.04,735187.41,0.0,0.0,0.0,0.0,0.0,19128.2,0.0,343786.24,5517237.24,0.0,343786.24
FI001004,D001004,SC00251,205890.3,717383.7,0.0,0.0,0.0,0.0,0.0,15814.33,0.0,221704.63,2694174.34,0.0,221704.63
FI001005,D001005,SC00252,525617.4,2773683.24,0.0,0.0,0.0,0.0,0.0,49956.53,0.0,575573.93,6936727.34,0.0,575573.93
FI001006,D001006,SC00252,97005.9,417952.7,0.0,0.0,0.0,0.0,0.0,11705.83,0.0,108711.73,6270867.68,0.0,108711.73
FI001007,D001007,SC00252,135342.9,714204.54,0.0,0.0,0.0,0.0,0.0,11444.91,0.0,146787.81,1531697.92,0.0,146787.81
FI001008,D001008,SC00252,150084.6,646643.8,0.0,0.0,0.0,0.0,0.0,15538.38,0.0,165622.98,3236373.36,0.0,165622.98
FI001009,D001009,SC00253,64302.16,222807.44,0.0,0.0,0.0,0.0,0.0,6040.38,0.0,70342.54,2236265.85,0.0,70342.54
FI001010,D001010,SC00253,44916.95,155637.55,0.0,0.0,0.0,0.0,0.0,4069.51,0.0,48986.46,1173015.64,0.0,48986.46
FI001011,D001011,SC00253,37824.8,131063.2,0.0,0.0,0.0,0.0,0.0,3582.94,0.0,41407.74,1325376.61,0.0,41407.74
FI001012,D001012,SC00253,530965.63,1839799.67,0.0,0.0,0.0,0.0,0.0,31307.72,0.0,562273.35,4248085.97,0.0,562273.35
FI001013,D001013,SC00254,448573.5,1903968.54,0.0,0.0,0.0,0.0,0.0,34286.73,0.0,482860.23,4761195.76,0.0,482860.23
FI001014,D001014,SC00254,569802.0,1292652.9,0.0,0.0,0.0,0.0,0.0,23312.71,0.0,593114.71,3235379.07,0.0,593114.71
FI001015,D001015,SC00254,18738.2,56747.86,0.0,0.0,0.0,0.0,0.0,1473.26,0.0,20211.46,351400.21,0.0,20211.46
FI001016,D001016,SC00254,2192499.0,4973903.55,0.0,0.0,0.0,0.0,0.0,79627.42,0.0,2272126.42,10661576.31,0.0,2272126.42
FI001017,D001017,SC00255,800865.24,2201995.04,0.0,0.0,0.0,0.0,0.0,37441.54,0.0,838306.78,5082113.12,0.0,838306.78
FI001018,D001018,SC00255,89240.48,204398.98,0.0,0.0,0.0,0.0,0.0,5726.92,0.0,94967.4,3067859.92,0.0,94967.4
FI001019,D001019,SC00255,14268.0,43131.6,0.0,0.0,0.0,0.0,0.0,1202.29,0.0,15470.29,443896.05,0.0,15470.29
FI001020,D001020,SC00255,196752.36,540974.56,0.0,0.0,0.0,0.0,0.0,15154.91,0.0,211907.27,8118428.08,0.0,211907.27
FI001021,D001021,SC00256,151402.35,404278.05,0.0,0.0,0.0,0.0,0.0,9746.78,0.0,161149.13,2028740.76,0.0,161149.13
FI001022,D001022,SC00256,61577.44,279264.16,0.0,0.0,0.0,0.0,0.0,6438.25,0.0,68015.69,1199014.6,0.0,68015.69
FI001023,D001023,SC00256,473476.44,1264287.72,0.0,0.0,0.0,0.0,0.0,27853.53,0.0,501329.97,4745979.29,0.0,501329.97
FI001024,D001024,SC00256,151402.35,404278.05,0.0,0.0,0.0,0.0,0.0,8134.56,0.0,159536.91,1217734.49,0.0,159536.91
FI001025,D001025,SC00257,2426.1,9186.3,0.0,0.0,0.0,0.0,0.0,260.28,0.0,2686.38,61242.0,0.0,2686.38
FI001026,D001026,SC00257,58880.0,146980.0,0.0,0.0,0.0,0.0,0.0,2957.97,0.0,61837.97,442777.25,0.0,61837.97
FI001027,D001027,SC00257,244771.8,571361.7,0.0,0.0,0.0,0.0,0.0,9200.39,0.0,253972.19,1228532.3,0.0,253972.19
FI001028,D001028,SC00257,40480.0,101048.75,0.0,0.0,0.0,0.0,0.0,2851.41,0.0,43331.41,1526754.75,0.0,43331.41
FI001029,D001029,SC00258,140142.18,737986.2,0.0,0.0,0.0,0.0,0.0,19193.57,0.0,159335.75,5536378.4,0.0,159335.75
FI001030,D001030,SC00258,76753.71,408484.89,0.0,0.0,0.0,0.0,0.0,9435.04,0.0,86188.75,1756347.49,0.0,86188.75
FI001031,D001031,SC00258,314250.88,1672449.92,0.0,0.0,0.0,0.0,0.0,31786.18,0.0,346037.06,4562102.29,0.0,346037.06
FI001032,D001032,SC00258,781090.2,3071534.4,0.0,0.0,0.0,0.0,0.0,55324.85,0.0,836415.05,7681938.56,0.0,836415.05
FI001033,D001033,SC00259,156476.52,424053.93,0.0,0.0,0.0,0.0,0.0,9361.25,0.0,165837.77,1594209.62,0.0,165837.77
FI001034,D001034,SC00259,74205.36,201097.74,0.0,0.0,0.0,0.0,0.0,5651.14,0.0,79856.5,3026666.71,0.0,79856.5
FI001035,D001035,SC00259,156325.68,659050.56,0.0,0.0,0.0,0.0,0.0,13871.45,0.0,170197.13,2200322.24,0.0,170197.13
FI001036,D001036,SC00259,12820.36,54049.12,0.0,0.0,0.0,0.0,0.0,1534.3,0.0,14354.66,821197.92,0.0,14354.66
FI001037,D001037,SC00260,1349254.32,4187640.48,0.0,0.0,0.0,0.0,0.0,71233.11,0.0,1420487.43,9667110.42,0.0,1420487.43
FI001038,D001038,SC00260,8768.09,27213.26,0.0,0.0,0.0,0.0,0.0,753.97,0.0,9522.06,278535.72,0.0,9522.06
FI001039,D001039,SC00260,179628.15,610563.22,0.0,0.0,0.0,0.0,0.0,14079.55,0.0,193707.7,2621928.16,0.0,193707.7
FI001040,D001040,SC00260,273352.65,661070.34,0.0,0.0,0.0,0.0,0.0,11910.97,0.0,285263.62,1653650.88,0.0,285263.62
FI001041,D001041,SC00261,221694.55,706933.15,0.0,0.0,0.0,0.0,0.0,11336.64,0.0,233031.19,1516692.94,0.0,233031.19
FI001042,D001042,SC00261,688133.04,1975689.52,0.0,0.0,0.0,0.0,0.0,31674.76,0.0,719807.8,4238172.68,0.0,719807.8
FI001043,D001043,SC00261,181386.45,578399.85,0.0,0.0,0.0,0.0,0.0,13925.66,0.0,195312.11,2899344.01,0.0,195312.11
FI001044,D001044,SC00261,86850.2,415151.22,0.0,0.0,0.0,0.0,0.0,10834.17,0.0,97684.37,3123692.88,0.0,97684.37
FI001045,D001045,SC00262,359423.76,1290569.46,0.0,0.0,0.0,0.0,0.0,23247.57,0.0,382671.33,3227867.24,0.0,382671.33
FI001046,D001046,SC00262,727692.4,2612897.9,0.0,0.0,0.0,0.0,0.0,60125.52,0.0,787817.92,11202258.4,0.0,787817.92
FI001047,D001047,SC00262,33771.36,121261.56,0.0,0.0,0.0,0.0,0.0,2454.1,0.0,36225.46,366671.86,0.0,36225.46
FI001048,D001048,SC00262,96087.56,345018.01,0.0,0.0,0.0,0.0,0.0,6236.31,0.0,102323.87,864710.41,0.0,102323.87
FI001049,D001049,SC00263,441569.88,2203449.96,0.0,0.0,0.0,0.0,0.0,50694.55,0.0,492264.43,9445529.22,0.0,492264.43
FI001050,D001050,SC00263,22715.64,113351.88,0.0,0.0,0.0,0.0,0.0,3198.73,0.0,25914.37,1712719.26,0.0,25914.37
FI001051,D001051,SC00263,30199.04,75271.68,0.0,0.0,0.0,0.0,0.0,2164.06,0.0,32363.1,1157302.08,0.0,32363.1
FI001052,D001052,SC00263,73410.3,366320.1,0.0,0.0,0.0,0.0,0.0,9549.2,0.0,82959.5,2753621.28,0.0,82959.5
FI001053,D001053,SC00264,62620.16,312783.36,0.0,0.0,0.0,0.0,0.0,5336.87,0.0,67957.03,723311.52,0.0,67957.03
FI001054,D001054,SC00264,205949.45,463223.95,0.0,0.0,0.0,0.0,0.0,10693.86,0.0,216643.31,1990917.63,0.0,216643.31
FI001055,D001055,SC00264,345789.27,1417164.82,0.0,0.0,0.0,0.0,0.0,32638.47,0.0,378427.74,6079802.74,0.0,378427.74
FI001056,D001056,SC00264,693415.89,2841859.74,0.0,0.0,0.0,0.0,0.0,59679.05,0.0,753094.94,9472865.8,0.0,753094.94
FI001057,D001057,SC00265,18817.5,81922.5,0.0,0.0,0.0,0.0,0.0,1926.82,0.0,20744.32,357182.1,0.0,20744.32
FI001058,D001058,SC00265,406435.36,1560807.36,0.0,0.0,0.0,0.0,0.0,24978.88,0.0,431414.24,3345012.72,0.0,431414.24
FI001059,D001059,SC00265,192234.98,804000.38,0.0,0.0,0.0,0.0,0.0,15283.68,0.0,207518.66,2193425.52,0.0,207518.66
FI001060,D001060,SC00265,200039.9,1045146.0,0.0,0.0,0.0,0.0,0.0,19880.19,0.0,219920.09,2852436.0,0.0,219920.09
FI001061,D001061,SC00266,328791.78,731300.52,0.0,0.0,0.0,0.0,0.0,12444.56,0.0,341236.34,1688574.68,0.0,341236.34
FI001062,D001062,SC00266,1951951.2,4341540.8,0.0,0.0,0.0,0.0,0.0,78147.73,0.0,2030098.93,10853852.0,0.0,2030098.93
FI001063,D001063,SC00266,17599.56,39145.04,0.0,0.0,0.0,0.0,0.0,1056.92,0.0,18656.48,391450.4,0.0,18656.48
FI001064,D001064,SC00266,559202.0,1269467.6,0.0,0.0,0.0,0.0,0.0,27988.53,0.0,587190.53,4768034.24,0.0,587190.53
FI001065,D001065,SC00267,243395.01,588337.2,0.0,0.0,0.0,0.0,0.0,12355.08,0.0,255750.09,1961124.0,0.0,255750.09
FI001066,D001066,SC00267,62333.6,149266.4,0.0,0.0,0.0,0.0,0.0,4058.18,0.0,66391.78,1501993.15,0.0,66391.78
FI001067,D001067,SC00267,247896.0,811180.8,0.0,0.0,0.0,0.0,0.0,19478.48,0.0,267374.48,4057593.96,0.0,267374.48
FI001068,D001068,SC00267,12826.04,64291.02,0.0,0.0,0.0,0.0,0.0,1578.87,0.0,14404.91,327435.66,0.0,14404.91
FI001069,D001069,SC00268,448927.65,1280458.5,0.0,0.0,0.0,0.0,0.0,26909.53,0.0,475837.18,4270406.5,0.0,475837.18
FI001070,D001070,SC00268,182982.6,521914.0,0.0,0.0,0.0,0.0,0.0,8390.43,0.0,191373.03,1121230.5,0.0,191373.03
FI001071,D001071,SC00268,259742.25,740852.5,0.0,0.0,0.0,0.0,0.0,14861.28,0.0,274603.53,2226980.5,0.0,274603.53
FI001072,D001072,SC00268,1421991.9,4055891.0,0.0,0.0,0.0,0.0,0.0,68998.8,0.0,1490990.7,9363491.0,0.0,1490990.7
FI001073,D001073,SC00269,118211.1,572723.82,0.0,0.0,0.0,0.0,0.0,14318.1,0.0,132529.2,3436342.92,0.0,132529.2
FI001074,D001074,SC00269,4073.49,11290.23,0.0,0.0,0.0,0.0,0.0,307.35,0.0,4380.84,72759.26,0.0,4380.84
FI001075,D001075,SC00269,309909.45,861098.55,0.0,0.0,0.0,0.0,0.0,23288.29,0.0,333197.74,8623861.74,0.0,333197.74
FI001076,D001076,SC00269,53751.39,145116.51,0.0,0.0,0.0,0.0,0.0,3377.26,0.0,57128.65,627581.79,0.0,57128.65
FI001077,D001077,SC00270,295578.99,754992.28,0.0,0.0,0.0,0.0,0.0,18119.81,0.0,313698.8,3774961.4,0.0,313698.8
FI001078,D001078,SC00270,2491.79,10443.37,0.0,0.0,0.0,0.0,0.0,317.78,0.0,2809.57,116368.98,0.0,2809.57
FI001079,D001079,SC00270,171682.0,559951.0,0.0,0.0,0.0,0.0,0.0,14022.77,0.0,185704.77,3364505.58,0.0,185704.77
FI001080,D001080,SC00270,59901.39,153005.08,0.0,0.0,0.0,0.0,0.0,4168.76,0.0,64070.15,1542592.2,0.0,64070.15
FI001081,D001081,SC00271,2444008.64,6294130.4,0.0,0.0,0.0,0.0,0.0,100737.84,0.0,2544746.48,13489690.35,0.0,2544746.48
FI001082,D001082,SC00271,833959.7,2905766.3,0.0,0.0,0.0,0.0,0.0,58129.82,0.0,892089.52,8718748.16,0.0,892089.52
FI001083,D001083,SC00271,22559.32,51085.53,0.0,0.0,0.0,0.0,0.0,1412.63,0.0,23971.95,521960.85,0.0,23971.95
FI001084,D001084,SC00271,81409.72,184352.13,0.0,0.0,0.0,0.0,0.0,4244.54,0.0,85654.26,790715.16,0.0,85654.26
FI001085,D001085,SC00272,106937.6,564309.76,0.0,0.0,0.0,0.0,0.0,10187.81,0.0,117125.41,1413293.64,0.0,117125.41
FI001086,D001086,SC00272,47740.0,251924.0,0.0,0.0,0.0,0.0,0.0,6832.18,0.0,54572.18,2529316.96,0.0,54572.18
FI001087,D001087,SC00272,282232.26,1216005.78,0.0,0.0,0.0,0.0,0.0,26774.21,0.0,309006.47,4562781.74,0.0,309006.47
FI001088,D001088,SC00272,163270.8,861580.08,0.0,0.0,0.0,0.0,0.0,18115.85,0.0,181386.65,2874452.84,0.0,181386.65
FI001089,D001089,SC00273,84160.18,291615.62,0.0,0.0,0.0,0.0,0.0,7331.35,0.0,91491.53,1757885.17,0.0,91491.53
FI001090,D001090,SC00273,61571.79,139523.58,0.0,0.0,0.0,0.0,0.0,2232.38,0.0,63804.17,298979.1,0.0,63804.17
FI001091,D001091,SC00273,407546.61,923513.22,0.0,0.0,0.0,0.0,0.0,18514.56,0.0,426061.17,2774968.98,0.0,426061.17
FI001092,D001092,SC00273,786221.02,1963104.86,0.0,0.0,0.0,0.0,0.0,37327.68,0.0,823548.7,5356530.38,0.0,823548.7
FI001093,D001093,SC00274,419506.4,951692.28,0.0,0.0,0.0,0.0,0.0,22863.1,0.0,442369.5,4762208.22,0.0,442369.5
FI001094,D001094,SC00274,9369.1,28373.93,0.0,0.0,0.0,0.0,0.0,846.85,0.0,10215.95,451800.27,0.0,10215.95
FI001095,D001095,SC00274,22341.7,67660.91,0.0,0.0,0.0,0.0,0.0,1163.33,0.0,23505.03,157147.92,0.0,23505.03
FI001096,D001096,SC00274,97281.0,412908.84,0.0,0.0,0.0,0.0,0.0,8694.03,0.0,105975.03,1378911.62,0.0,105975.03
FI001097,D001097,SC00275,31930.08,73133.58,0.0,0.0,0.0,0.0,0.0,2008.36,0.0,33938.44,742587.12,0.0,33938.44
FI001098,D001098,SC00275,536261.6,1228269.1,0.0,0.0,0.0,0.0,0.0,27033.17,0.0,563294.77,4607415.54,0.0,563294.77
FI001099,D001099,SC00275,681993.76,1562058.26,0.0,0.0,0.0,0.0,0.0,34399.04,0.0,716392.8,5861937.72,0.0,716392.8
FI001100,D001100,SC00275,433921.6,993866.6,0.0,0.0,0.0,0.0,0.0,17934.6,0.0,451856.2,2488416.94,0.0,451856.2
FI001101,D001101,SC00276,191776.31,512085.53,0.0,0.0,0.0,0.0,0.0,14392.3,0.0,206168.61,7708234.82,0.0,206168.61
FI001102,D001102,SC00276,506509.68,1352493.84,0.0,0.0,0.0,0.0,0.0,23061.0,0.0,529570.68,3126416.92,0.0,529570.68
FI001103,D001103,SC00276,199109.05,535672.9,0.0,0.0,0.0,0.0,0.0,11789.18,0.0,210898.23,2009319.98,0.0,210898.23
FI001104,D001104,SC00276,251419.66,671346.58,0.0,0.0,0.0,0.0,0.0,10805.25,0.0,262224.91,1443150.13,0.0,262224.91
FI001105,D001105,SC00277,64833.3,339796.8,0.0,0.0,0.0,0.0,0.0,9174.51,0.0,74007.81,3397968.0,0.0,74007.81
FI001106,D001106,SC00277,10759.2,25114.8,0.0,0.0,0.0,0.0,0.0,627.87,0.0,11387.07,150688.8,0.0,11387.07
FI001107,D001107,SC00277,45692.04,239475.84,0.0,0.0,0.0,0.0,0.0,6750.63,0.0,52442.67,3614790.72,0.0,52442.67
FI001108,D001108,SC00277,434976.0,1085814.75,0.0,0.0,0.0,0.0,0.0,18486.41,0.0,453462.41,2507846.25,0.0,453462.41
FI001109,D001109,SC00278,5909.61,31119.9,0.0,0.0,0.0,0.0,0.0,862.47,0.0,6772.08,318608.5,0.0,6772.08
FI001110,D001110,SC00278,30753.17,163669.03,0.0,0.0,0.0,0.0,0.0,4582.73,0.0,35335.9,2455035.45,0.0,35335.9
FI001111,D001111,SC00278,81659.43,321114.96,0.0,0.0,0.0,0.0,0.0,9034.65,0.0,90694.08,4838442.32,0.0,90694.08
FI001112,D001112,SC00278,67967.09,361722.31,0.0,0.0,0.0,0.0,0.0,7600.29,0.0,75567.38,1206199.49,0.0,75567.38
FI001113,D001113,SC00279,176620.95,752853.6,0.0,0.0,0.0,0.0,0.0,14336.6,0.0,190957.55,2056180.8,0.0,190957.55
FI001114,D001114,SC00279,372102.24,1008403.16,0.0,0.0,0.0,0.0,0.0,16157.77,0.0,388260.01,2162529.32,0.0,388260.01
FI001115,D001115,SC00279,2688.6,7286.15,0.0,0.0,0.0,0.0,0.0,233.16,0.0,2921.76,123864.55,0.0,2921.76
FI001116,D001116,SC00279,72427.68,251137.32,0.0,0.0,0.0,0.0,0.0,4777.93,0.0,77205.61,685494.32,0.0,77205.61
FI001117,D001117,SC00280,4838.1,11700.36,0.0,0.0,0.0,0.0,0.0,345.16,0.0,5183.26,126753.9,0.0,5183.26
