product_id,component_id,quantity_required,component_role,is_critical,substitute_component_id
P017,C263,4,Memory,True,C018
P017,C303,1,Connector,False,C030
P017,C314,1,Battery,True,C010
P017,C132,1,Processor,False,
P017,C365,2,Memory,True,
P017,C381,1,Sensor,False,C014
P017,C240,2,Display,False,C013
P017,C089,1,Display,False,
P017,C356,2,Memory,True,
P018,C079,1,Connectivity,False,C007
P018,C442,2,Camera,False,C006
P018,C215,2,PCB,False,C049
P018,C032,1,Sensor,True,C014
P018,C255,4,Memory,True,C020
P018,C099,2,Camera,False,
P018,C467,2,Processor,False,C005
P018,C107,1,Connector,False,
P018,C259,1,Memory,True,C018
P018,C286,2,Connector,True,C004
P018,C358,1,Memory,False,C018
P018,C342,2,Display,False,C045
P018,C077,1,Sensor,True,C003
P018,C251,1,Display,True,
P018,C232,1,Sensor,True,C014
P018,C020,1,Memory,True,C028
P018,C153,2,Chassis,True,C011
P018,C480,4,Camera,True,
P018,C080,2,Connector,True,C029
P018,C451,1,Connectivity,True,
P018,C034,2,Connectivity,False,C009
P018,C119,1,Chassis,False,C017
P018,C086,2,Memory,False,
P018,C003,1,Sensor,True,C019
P018,C085,2,Camera,True,C037
P018,C355,2,Chassis,True,C017
P018,C027,1,Connectivity,False,
P018,C245,1,Connectivity,True,C002
P018,C323,4,Camera,True,C006
P018,C339,1,Memory,True,C018
P018,C045,2,Display,True,
P018,C149,2,Processor,True,C005
P018,C033,1,Display,True,
P018,C178,1,Connectivity,False,C002
P018,C074,1,Memory,True,C018
P018,C225,4,Connectivity,False,C007
P018,C182,2,Connectivity,True,
P018,C040,1,Connector,True,
P018,C055,1,Processor,True,C001
P018,C069,1,Chassis,True,
P018,C024,2,PCB,True,
P018,C144,2,Battery,True,C010
P018,C104,1,Chassis,False,
P018,C118,1,Battery,True,C016
P018,C288,1,Chassis,True,
P018,C047,1,Connector,True,C004
P018,C063,4,Battery,False,C012
P018,C459,2,Processor,True,C001
P018,C135,1,Chassis,True,
P018,C357,1,Connectivity,False,
P019,C321,2,PCB,False,
P019,C463,2,Connectivity,True,C009
P019,C211,2,Battery,True,
P019,C455,2,Chassis,True,C011
P019,C114,2,Sensor,True,
P019,C064,4,Chassis,False,C011
P019,C043,2,Battery,False,
P019,C329,1,Memory,False,C022
P019,C197,1,Processor,False,C023
P019,C095,1,Processor,True,
P019,C485,2,Connectivity,False,
P019,C373,1,Chassis,False,C011
P019,C461,2,Battery,True,C012
P019,C189,2,PCB,True,C076
P019,C388,1,Battery,False,C012
P019,C225,4,Connectivity,False,
P019,C402,2,Processor,True,C005
P019,C335,1,Connector,False,
P019,C003,1,Sensor,True,C015
P019,C443,1,Connectivity,True,
P019,C188,2,Processor,True,C023
P019,C279,1,Battery,False,C012
P019,C414,2,Camera,False,
P019,C180,1,Processor,False,C005
P019,C088,1,Battery,True,
P019,C261,1,Display,False,C033
P019,C140,1,Camera,True,
P019,C202,1,Camera,True,
P019,C374,1,Connectivity,False,C009
P019,C027,2,Connectivity,False,
P019,C009,2,Connectivity,True,C002
P019,C425,1,Connector,True,C030
P019,C065,4,Display,False,
P019,C041,4,Connectivity,False,C009
P019,C339,4,Memory,True,C020
P019,C045,4,Display,True,C033
P019,C069,1,Chassis,True,C011
P019,C416,1,Connectivity,True,C009
P019,C488,2,Connector,False,
P019,C311,2,Connectivity,False,C007
P019,C369,4,Memory,False,
P019,C073,4,Display,False,C013
P019,C151,1,Memory,False,
P019,C227,2,PCB,True,
P019,C200,4,Processor,True,C005
P019,C264,1,Memory,True,C018
P019,C396,2,Sensor,False,
P019,C125,1,Sensor,True,C003
P019,C276,2,Connectivity,True,
P019,C104,1,Chassis,False,C017
P020,C208,1,PCB,False,C076
P020,C026,2,Battery,False,C012
P020,C047,4,Connector,True,
P020,C302,1,PCB,False,C024
P020,C166,2,Camera,True,C037
P020,C283,4,Connectivity,True,
P020,C409,4,Connectivity,False,C007
P020,C358,1,Memory,False,
P020,C356,2,Memory,True,
P020,C326,2,Processor,False,
P020,C149,1,Processor,True,C001
P020,C096,2,Chassis,False,
P020,C052,1,Memory,False,C018
P020,C376,1,Display,True,C033
P020,C282,1,Connectivity,False,C007
P020,C377,1,Camera,True,C037
P020,C480,1,Camera,True,C008
P020,C254,4,Processor,True,
P020,C092,1,Processor,False,
P020,C447,2,Processor,False,C023
P020,C110,1,Connector,True,C030
P020,C223,1,Connectivity,False,C002
P020,C310,2,Connector,True,
P020,C334,1,Camera,False,C037
P020,C495,2,Connectivity,True,
P020,C472,1,Memory,False,
P020,C260,1,Processor,True,C001
P020,C261,2,Display,False,
P020,C397,2,Memory,False,C022
P020,C122,2,Memory,True,
P020,C313,2,Camera,True,
P020,C426,2,Memory,True,C018
P020,C347,2,Battery,True,C012
P020,C033,1,Display,True,C045
P020,C007,1,Connectivity,True,C027
P020,C068,1,Processor,True,C001
P020,C455,4,Chassis,True,C017
P020,C318,2,Sensor,True,C003
P020,C272,2,Chassis,True,
P020,C496,1,Display,True,
P020,C312,1,Connector,False,C029
P020,C238,2,Display,False,C013
P020,C031,4,Battery,True,
P020,C431,1,Sensor,True,C003
P020,C188,1,Processor,True,
P020,C051,1,Connectivity,False,C002
P020,C235,1,Battery,True,C010
P020,C151,4,Memory,False,
P020,C380,4,Memory,False,
P020,C187,4,Sensor,True,C015
P021,C179,2,Connectivity,False,
P021,C101,1,Display,False,C045
P021,C001,1,Processor,True,
P021,C443,1,Connectivity,True,C002
P021,C364,1,Processor,True,C001
P021,C479,2,Connectivity,True,C002
P021,C224,2,PCB,False,C076
P021,C299,1,Processor,True,
P021,C009,4,Connectivity,True,
P021,C330,4,Display,False,
P021,C395,1,PCB,False,C024
P021,C081,2,Display,False,C045
P021,C241,1,Memory,False,
P021,C091,1,Connector,True,
P021,C188,2,Processor,True,
P021,C270,1,Sensor,True,
P021,C410,2,Battery,True,
P021,C445,4,Memory,False,C022
P021,C092,2,Processor,False,C001
P021,C369,4,Memory,False,C020
P021,C020,4,Memory,True,C018
P021,C140,4,Camera,True,C006
P021,C138,1,Display,False,C045
P021,C402,2,Processor,True,C023
P021,C013,2,Display,True,
P021,C326,1,Processor,False,
P021,C412,1,Memory,True,
P021,C242,4,Chassis,False,
P021,C435,2,Processor,False,C001
P021,C233,2,Processor,True,C001
P021,C007,4,Connectivity,True,C027
P021,C068,2,Processor,True,C023
P021,C415,4,Display,True,
P021,C229,4,PCB,True,C024
P021,C008,1,Camera,False,
P021,C044,1,Camera,False,
P021,C263,4,Memory,True,C022
P021,C175,1,Camera,True,C008
P021,C333,1,Processor,True,
P021,C002,2,Connectivity,False,
P021,C381,1,Sensor,False,C015
P021,C225,2,Connectivity,False,C002
P021,C490,2,Connectivity,False,C007
P021,C136,4,Sensor,True,C014
P021,C431,1,Sensor,True,C015
P021,C169,4,PCB,True,C049
P021,C315,2,Processor,False,
P021,C441,4,Camera,True,
P021,C476,2,Battery,True,C016
P021,C277,1,Display,True,C033
P022,C193,1,Battery,False,
P022,C357,2,Connectivity,False,C009
P022,C256,1,Connectivity,True,C009
P022,C029,4,Connector,True,C030
P022,C307,1,Battery,False,
P022,C105,2,PCB,True,C049
P022,C273,2,Battery,True,
P022,C362,2,Connector,True,C029
P022,C146,2,Sensor,False,C014
P022,C249,2,Battery,False,C012
P022,C437,1,Display,True,C033
P022,C024,1,PCB,True,C105
P022,C049,1,PCB,True,C105
P022,C089,1,Display,False,
P022,C299,2,Processor,True,C001
P022,C443,1,Connectivity,True,C007
P022,C429,1,PCB,True,C049
P022,C410,2,Battery,True,
P022,C126,2,Connector,True,
P022,C054,1,Sensor,False,C015
P022,C232,4,Sensor,True,C014
P022,C326,1,Processor,False,
P022,C075,4,Connector,False,C004
P022,C228,2,Battery,False,
P022,C179,1,Connectivity,False,
P022,C170,1,Sensor,True,
P022,C217,4,Camera,False,C037
P022,C007,1,Connectivity,True,C002
P022,C149,2,Processor,True,
P022,C281,2,Connector,True,
P022,C455,2,Chassis,True,
P022,C288,1,Chassis,True,
P022,C274,1,Battery,True,C016
P022,C461,2,Battery,True,
P022,C002,4,Connectivity,False,
P022,C212,4,Display,False,C033
P022,C319,1,Connectivity,True,C007
P022,C050,1,Processor,False,C023
P022,C061,1,Processor,True,
P022,C001,1,Processor,True,C023
P022,C142,1,Camera,False,
P022,C264,4,Memory,True,C022
P022,C081,1,Display,False,C033
P022,C019,1,Sensor,True,C014
P022,C055,1,Processor,True,C005
P022,C201,2,Connector,True,
P022,C017,1,Chassis,True,
P022,C141,4,Battery,True,C010
P022,C018,2,Memory,False,C022
P022,C369,2,Memory,False,
P023,C171,1,PCB,False,
P023,C065,4,Display,False,C013
P023,C311,1,Connectivity,False,C002
P023,C207,4,Processor,True,C001
P023,C250,2,Camera,True,
P023,C492,2,Chassis,True,C011
P023,C064,4,Chassis,False,C017
P023,C147,1,Display,False,
P023,C360,1,Connector,True,C004
P023,C348,4,Chassis,False,
P023,C186,2,Processor,False,
P023,C298,1,Camera,True,
P023,C231,1,Processor,True,
P023,C202,2,Camera,True,C037
P023,C367,2,Connector,False,
P023,C276,2,Connectivity,True,
P023,C215,1,PCB,False,
P023,C377,4,Camera,True,C006
P023,C029,2,Connector,True,
P023,C209,4,Camera,False,
P023,C070,1,Memory,True,C020
P023,C410,1,Battery,True,
P023,C156,1,Sensor,True,C014
P023,C495,1,Connectivity,True,C009
P023,C267,2,Memory,True,C022
P023,C409,1,Connectivity,False,C027
P023,C012,1,Battery,True,C026
P023,C290,1,PCB,False,C049
P023,C366,2,Connector,True,C030
P023,C425,2,Connector,True,C030
P023,C447,2,Processor,False,C023
P023,C329,2,Memory,False,C022
P023,C455,1,Chassis,True,C021
P023,C351,1,Camera,False,
P023,C353,4,Chassis,True,
P023,C293,2,Processor,False,C001
P023,C167,1,Sensor,True,C015
P023,C160,1,Sensor,True,C003
P023,C352,1,Processor,False,
P023,C110,1,Connector,True,C004
P023,C459,4,Processor,True,
P023,C164,2,Memory,False,
P023,C102,1,Connectivity,True,C027
P023,C305,2,Chassis,True,C011
P023,C103,1,Display,False,C013
P023,C359,2,Processor,True,C001
P023,C097,2,Sensor,True,C014
P023,C135,1,Chassis,True,C021
P023,C118,4,Battery,True,
P023,C263,2,Memory,True,
P024,C418,4,PCB,True,C024
P024,C267,2,Memory,True,
P024,C119,1,Chassis,False,C021
P024,C392,4,PCB,False,
P024,C225,2,Connectivity,False,
P024,C205,2,Battery,False,
P024,C249,2,Battery,False,
P024,C326,1,Processor,False,C005
P024,C320,2,Connector,True,C004
P024,C096,2,Chassis,False,C017
P024,C243,4,Camera,True,
P024,C458,1,Sensor,False,C015
P024,C219,2,Battery,True,
P024,C486,2,Camera,True,C037
P024,C414,1,Camera,False,C037
P024,C383,2,Camera,False,C037
P024,C351,2,Camera,False,
P024,C066,1,Camera,False,
P024,C415,2,Display,True,
P024,C262,2,PCB,True,
P024,C377,4,Camera,True,C008
P024,C058,1,Display,True,
P024,C114,4,Sensor,True,C015
P024,C347,1,Battery,True,C012
P024,C461,1,Battery,True,C012
P024,C297,1,Connectivity,True,C002
P024,C245,2,Connectivity,True,
P024,C442,1,Camera,False,C037
P024,C399,2,Battery,True,C010
P024,C360,2,Connector,True,
P024,C271,4,Camera,True,
P024,C416,2,Connectivity,True,C007
P024,C401,1,Chassis,True,C011
P024,C079,1,Connectivity,False,C002
P024,C025,1,Sensor,False,
P024,C179,1,Connectivity,False,
P024,C116,1,Battery,True,
P024,C073,1,Display,False,C033
P024,C256,2,Connectivity,True,C007
P024,C378,1,Processor,False,C005
P024,C190,1,Connectivity,True,
P024,C002,2,Connectivity,False,C027
P024,C445,1,Memory,False,
P024,C040,1,Connector,True,
P024,C258,1,Processor,False,C001
P024,C199,1,Connector,False,C030
P024,C466,1,Chassis,True,C011
P024,C441,1,Camera,True,
P024,C301,1,PCB,True,C076
P024,C003,1,Sensor,True,
P025,C070,1,Memory,True,
P025,C214,2,PCB,False,
P025,C309,1,Connectivity,False,C027
P025,C262,2,PCB,True,C024
P025,C050,1,Processor,False,
P025,C144,1,Battery,True,C012
P025,C121,1,Sensor,False,
P025,C412,1,Memory,True,C022
P025,C194,1,Connectivity,False,C009
P025,C138,1,Display,False,C045
P025,C237,2,PCB,False,
P025,C157,1,PCB,False,C049
P025,C119,1,Chassis,False,C017
P025,C314,1,Battery,True,
P025,C002,4,Connectivity,False,C027
P025,C379,1,Processor,True,C023
P025,C152,4,Camera,False,C006
P025,C342,2,Display,False,C013
P025,C168,2,Connector,True,C030
P025,C469,1,Memory,False,
P025,C107,1,Connector,False,C004
P025,C340,2,Sensor,True,C015
P025,C068,2,Processor,True,
P025,C208,2,PCB,False,
P025,C464,2,Connector,True,
P025,C072,4,Processor,False,
P025,C345,4,PCB,False,C024
P025,C419,2,Sensor,False,C015
P025,C296,1,Connector,True,C029
P025,C090,2,Chassis,False,C021
P025,C045,1,Display,True,
P025,C071,1,Camera,True,
P025,C012,1,Battery,True,C010
P025,C092,4,Processor,False,C005
P025,C301,1,PCB,True,
P025,C218,1,Connectivity,False,
P025,C079,1,Connectivity,False,C007
P025,C384,1,Display,False,C013
P025,C269,2,Memory,False,
P025,C360,1,Connector,True,C004
P025,C248,2,Connector,True,
P025,C104,4,Chassis,False,
P025,C249,2,Battery,False,
P025,C060,1,Chassis,True,
P025,C370,1,Memory,True,C018
P025,C003,2,Sensor,True,C015
P025,C027,1,Connectivity,False,
P025,C178,1,Connectivity,False,
P025,C170,4,Sensor,True,C014
P025,C261,1,Display,False,
P026,C252,1,Connectivity,True,C009
P026,C029,4,Connector,True,C004
P026,C148,2,Chassis,False,C021
P026,C241,1,Memory,False,
P026,C301,2,PCB,True,
P026,C230,1,Memory,True,C022
P026,C269,2,Memory,False,
P026,C317,4,Battery,True,
P026,C027,1,Connectivity,False,C009
P026,C222,1,Memory,False,
P026,C181,4,Processor,True,
P026,C229,2,PCB,True,C049
P026,C270,2,Sensor,True,
P026,C455,2,Chassis,True,
P026,C015,1,Sensor,True,C003
P026,C471,1,Memory,True,
P026,C479,1,Connectivity,True,C002
P026,C231,2,Processor,True,
P026,C238,1,Display,False,
P026,C277,1,Display,True,
P026,C088,1,Battery,True,C012
P026,C119,2,Chassis,False,
P026,C381,1,Sensor,False,C014
P026,C225,4,Connectivity,False,C007
P026,C444,1,Display,True,
P026,C432,1,PCB,True,
P026,C177,1,Processor,True,C001
P026,C356,1,Memory,True,
P026,C437,4,Display,True,C045
P026,C220,2,Chassis,True,
P026,C207,1,Processor,True,C023
P026,C235,1,Battery,True,C010
P026,C419,1,Sensor,False,C015
P026,C223,1,Connectivity,False,
P026,C038,1,Chassis,True,
P026,C326,4,Processor,False,C001
P026,C363,1,PCB,True,C049
P026,C052,1,Memory,False,C020
P026,C014,1,Sensor,False,
P026,C468,1,Connector,True,C030
P026,C400,4,Camera,True,C037
P026,C186,4,Processor,False,C023
P026,C054,1,Sensor,False,
P026,C005,2,Processor,False,
P026,C022,4,Memory,True,C020
P026,C320,2,Connector,True,
P026,C344,1,Camera,True,
P026,C176,4,Connector,False,C030
P026,C253,2,Memory,True,C022
P026,C070,1,Memory,True,
P027,C183,1,Memory,True,C022
P027,C498,1,Display,False,C033
P027,C181,4,Processor,True,
P027,C223,1,Connectivity,False,
P027,C364,2,Processor,True,
P027,C159,2,PCB,False,C024
P027,C155,1,Camera,False,C037
P027,C455,1,Chassis,True,C021
P027,C149,4,Processor,True,C023
P027,C171,1,PCB,False,
P027,C257,1,Processor,False,C023
P027,C451,1,Connectivity,True,C009
P027,C261,2,Display,False,
P027,C476,1,Battery,True,
P027,C031,4,Battery,True,
P027,C338,1,Chassis,False,C011
P027,C071,1,Camera,True,C008
P027,C274,1,Battery,True,
P027,C086,1,Memory,False,C020
P027,C358,2,Memory,False,
P027,C089,2,Display,False,C013
P027,C206,2,Sensor,False,C015
P027,C408,4,Connector,False,C004
P027,C049,1,PCB,True,C105
P027,C499,1,Memory,True,C022
P027,C237,1,PCB,False,C076
P027,C221,1,Processor,False,C023
P027,C169,1,PCB,True,C049
P027,C462,1,Battery,False,C012
P027,C447,1,Processor,False,C001
P027,C180,2,Processor,False,C001
P027,C118,2,Battery,True,
P027,C244,1,Camera,False,C008
P027,C018,1,Memory,False,
P027,C485,2,Connectivity,False,C009
P027,C256,1,Connectivity,True,C009
P027,C279,4,Battery,False,C012
P027,C144,4,Battery,True,C016
P027,C066,1,Camera,False,C006
P027,C458,1,Sensor,False,C015
P027,C222,4,Memory,False,
P027,C224,1,PCB,False,C076
P027,C484,2,Connectivity,False,
P027,C433,1,Connector,True,
P027,C204,1,Battery,True,C012
P027,C229,2,PCB,True,C024
P027,C273,1,Battery,True,C012
P027,C145,1,Camera,True,
P027,C078,1,Connector,True,C030
P027,C134,2,Battery,True,C016
P028,C224,2,PCB,False,C105
P028,C230,2,Memory,True,C020
P028,C173,2,Camera,False,C037
P028,C001,1,Processor,True,C050
P028,C240,2,Display,False,C013
P028,C042,1,Sensor,False,C003
P028,C272,1,Chassis,True,C021
P028,C380,1,Memory,False,C018
P028,C296,2,Connector,True,
P028,C077,1,Sensor,True,C014
P028,C486,1,Camera,True,
P028,C048,2,Memory,False,C018
P028,C405,2,Connector,False,C029
P028,C074,1,Memory,True,
P028,C406,4,PCB,True,C024
P028,C076,2,PCB,False,
P028,C054,2,Sensor,False,C015
P028,C231,1,Processor,True,C023
P028,C287,4,Display,True,
P028,C355,2,Chassis,True,C021
P028,C399,4,Battery,True,C012
P028,C281,1,Connector,True,C029
P028,C305,1,Chassis,True,C017
P028,C306,1,Battery,False,
P028,C377,2,Camera,True,
P028,C277,1,Display,True,
P028,C118,1,Battery,True,C016
P028,C017,2,Chassis,True,
P028,C322,4,Sensor,False,
P028,C222,1,Memory,False,
P028,C004,1,Connector,False,C029
P028,C223,1,Connectivity,False,C009
P028,C388,4,Battery,False,C016
P028,C128,1,Memory,True,C020
P028,C455,1,Chassis,True,
P028,C043,1,Battery,False,C010
P028,C035,1,Connector,False,
P028,C261,2,Display,False,C045
P028,C378,4,Processor,False,
P028,C179,2,Connectivity,False,C007
P028,C125,2,Sensor,True,C015
P028,C075,2,Connector,False,
P028,C471,4,Memory,True,C020
P028,C208,4,PCB,False,
P028,C303,2,Connector,False,
P028,C092,4,Processor,False,C001
P028,C297,1,Connectivity,True,C002
P028,C291,1,Connectivity,False,
P028,C199,1,Connector,False,C004
P028,C026,4,Battery,False,C012
P029,C074,1,Memory,True,C020
P029,C495,2,Connectivity,True,C007
P029,C156,1,Sensor,True,C003
P029,C044,1,Camera,False,
P029,C382,1,Camera,True,
P029,C148,4,Chassis,False,
P029,C197,2,Processor,False,
P029,C243,4,Camera,True,C006
P029,C302,2,PCB,False,
P029,C192,4,PCB,False,C024
P029,C423,2,Battery,False,C016
P029,C178,1,Connectivity,False,C009
P029,C291,2,Connectivity,False,C009
P029,C298,1,Camera,True,
P029,C059,2,Chassis,False,
P029,C294,4,PCB,True,
P029,C133,1,Chassis,False,
P029,C493,1,Processor,True,C005
P029,C101,1,Display,False,C013
P029,C458,4,Sensor,False,C014
P029,C076,2,PCB,False,
P029,C165,1,Camera,True,
P029,C166,1,Camera,True,
P029,C140,1,Camera,True,
P029,C109,1,Chassis,False,C017
P029,C221,1,Processor,False,C005
P029,C069,1,Chassis,True,C011
P029,C234,1,Processor,False,C023
P029,C054,2,Sensor,False,
P029,C369,2,Memory,False,
P029,C012,2,Battery,True,
P029,C307,2,Battery,False,
P029,C263,2,Memory,True,C022
P029,C274,1,Battery,True,
P029,C394,4,Battery,False,C010
P029,C161,1,Camera,True,C008
P029,C254,1,Processor,True,
P029,C271,4,Camera,True,C008
P029,C463,4,Connectivity,True,C009
P029,C203,4,PCB,False,C024
P029,C406,2,PCB,True,C049
P029,C223,2,Connectivity,False,
P029,C240,1,Display,False,
P029,C119,1,Chassis,False,C011
P029,C051,1,Connectivity,False,C002
P029,C111,1,PCB,True,C049
P029,C064,1,Chassis,False,
P029,C164,2,Memory,False,
P029,C136,4,Sensor,True,
P029,C235,1,Battery,True,C012
P030,C115,1,Connector,False,
P030,C293,2,Processor,False,
P030,C298,2,Camera,True,C008
P030,C128,1,Memory,True,C022
P030,C421,1,Processor,False,C001
P030,C352,1,Processor,False,C005
P030,C387,2,PCB,True,
P030,C232,4,Sensor,True,C015
P030,C347,4,Battery,True,C012
P030,C212,2,Display,False,C045
P030,C493,1,Processor,True,C005
P030,C295,1,Display,True,
P030,C068,4,Processor,True,C001
P030,C460,2,Processor,True,
P030,C346,1,Memory,False,C022
P030,C041,2,Connectivity,False,C009
P030,C491,2,Chassis,True,C017
P030,C312,4,Connector,False,C030
P030,C292,4,Battery,True,C012
P030,C435,4,Processor,False,C001
P030,C045,2,Display,True,C058
P030,C402,1,Processor,True,C001
P030,C199,2,Connector,False,C004
P030,C022,1,Memory,True,
P030,C486,2,Camera,True,C037
P030,C276,1,Connectivity,True,C007
P030,C444,1,Display,True,
P030,C200,4,Processor,True,
P030,C091,2,Connector,True,
P030,C337,1,Camera,True,
P030,C143,1,Connector,False,C030
P030,C225,2,Connectivity,False,C007
P030,C307,1,Battery,False,C010
P030,C446,2,Camera,True,C037
P030,C030,1,Connector,False,C029
P030,C250,2,Camera,True,
P030,C152,2,Camera,False,C008
P030,C097,4,Sensor,True,C015
P030,C153,2,Chassis,True,C017
P030,C395,1,PCB,False,C049
P030,C385,1,PCB,True,C076
P030,C094,2,Connectivity,False,C007
P030,C251,4,Display,True,
P030,C176,1,Connector,False,
P030,C287,4,Display,True,
P030,C359,1,Processor,True,
P030,C007,2,Connectivity,True,C009
P030,C406,1,PCB,True,C024
P030,C473,2,Display,False,
P030,C294,2,PCB,True,C049
P031,C364,1,Processor,True,C005
P031,C043,2,Battery,False,
P031,C453,1,Chassis,True,
P031,C414,4,Camera,False,
P031,C150,1,Display,False,C013
P031,C173,4,Camera,False,C006
P031,C051,1,Connectivity,False,
P031,C330,1,Display,False,C033
P031,C159,1,PCB,False,
P031,C213,4,Connectivity,False,
P031,C421,2,Processor,False,C023
P031,C430,2,PCB,True,C049
P031,C113,1,Connector,True,C030
P031,C123,1,Sensor,False,
P031,C149,2,Processor,True,C023
P031,C015,1,Sensor,True,C003
P031,C099,2,Camera,False,
P031,C282,2,Connectivity,False,
P031,C437,2,Display,True,
P031,C412,4,Memory,True,C022
P031,C296,2,Connector,True,C029
P031,C164,1,Memory,False,
P031,C292,1,Battery,True,
P031,C191,1,Connectivity,True,
P031,C146,4,Sensor,False,C015
P031,C287,1,Display,True,
P031,C388,1,Battery,False,C016
P031,C389,2,Chassis,False,C011
P031,C190,1,Connectivity,True,
P031,C237,4,PCB,False,C024
P031,C068,4,Processor,True,C023
P031,C162,2,Chassis,True,
P031,C269,2,Memory,False,C020
P031,C019,1,Sensor,True,C003
P031,C362,1,Connector,True,
P031,C055,2,Processor,True,
P031,C463,1,Connectivity,True,C009
P031,C257,1,Processor,False,C005
P031,C395,1,PCB,False,C049
P031,C020,1,Memory,True,
P031,C122,1,Memory,True,
P031,C010,1,Battery,True,C026
P031,C377,2,Camera,True,C008
P031,C249,4,Battery,False,
P031,C415,1,Display,True,C045
P031,C271,1,Camera,True,C006
P031,C030,1,Connector,False,
P031,C307,1,Battery,False,C016
P031,C042,1,Sensor,False,C014
P031,C344,2,Camera,True,
P032,C228,2,Battery,False,C010
P032,C011,1,Chassis,True,
P032,C019,2,Sensor,True,
P032,C347,2,Battery,True,C012
P032,C485,1,Connectivity,False,C002
P032,C050,1,Processor,False,
P032,C197,4,Processor,False,C023
P032,C496,2,Display,True,
P032,C175,2,Camera,True,
P032,C076,2,PCB,False,C049
P032,C002,4,Connectivity,False,C027
P032,C281,1,Connector,True,C030
P032,C309,1,Connectivity,False,
P032,C408,2,Connector,False,C030
P032,C154,4,Camera,True,C006
P032,C345,2,PCB,False,C076
P032,C476,1,Battery,True,C016
P032,C028,1,Memory,False,C018
P032,C422,1,Connector,True,C004
P032,C195,2,Chassis,True,C011
P032,C437,2,Display,True,
P032,C208,2,PCB,False,
P032,C273,4,Battery,True,C016
P032,C481,2,Processor,False,C001
P032,C275,1,Battery,True,C012
P032,C071,1,Camera,True,C037
P032,C443,1,Connectivity,True,C007
P032,C075,4,Connector,False,C029
P032,C182,1,Connectivity,True,C009
P032,C119,2,Chassis,False,C021
P032,C199,2,Connector,False,
P032,C027,2,Connectivity,False,C007
P032,C409,1,Connectivity,False,C027
P032,C490,2,Connectivity,False,
P032,C025,2,Sensor,False,C003
P032,C148,2,Chassis,False,C011
P032,C478,1,Connectivity,False,C007
P032,C074,1,Memory,True,
P032,C453,2,Chassis,True,C017
P032,C470,2,Sensor,False,C014
P032,C105,2,PCB,True,C049
P032,C207,1,Processor,True,C023
P032,C090,1,Chassis,False,
P032,C420,1,Chassis,False,
P032,C006,2,Camera,False,
P032,C213,1,Connectivity,False,C009
P032,C445,4,Memory,False,C022
P032,C164,1,Memory,False,
P032,C017,1,Chassis,True,C011
P032,C471,1,Memory,True,
P033,C146,1,Sensor,False,
P033,C150,2,Display,False,C045
P033,C377,2,Camera,True,C008
P033,C437,1,Display,True,C013
P033,C362,4,Connector,True,C029
P033,C331,4,Chassis,False,C011
P033,C401,1,Chassis,True,C021
P033,C488,2,Connector,False,C004
P033,C324,4,Connectivity,True,C002
P033,C290,2,PCB,False,
P033,C329,4,Memory,False,
P033,C212,4,Display,False,
P033,C061,1,Processor,True,
P033,C063,2,Battery,False,C012
P033,C469,2,Memory,False,C020
P033,C204,1,Battery,True,C016
P033,C467,2,Processor,False,
P033,C284,4,Connector,False,C029
P033,C140,2,Camera,True,C037
P033,C007,1,Connectivity,True,C002
P033,C064,2,Chassis,False,
P033,C415,1,Display,True,
P033,C439,1,Memory,True,C022
P033,C172,4,PCB,False,
P033,C475,2,Chassis,False,C021
P033,C144,1,Battery,True,
P033,C396,1,Sensor,False,C003
P033,C231,1,Processor,True,C001
P033,C155,4,Camera,False,C008
P033,C430,2,PCB,True,C049
P033,C353,4,Chassis,True,
P033,C414,4,Camera,False,
P033,C287,1,Display,True,
P033,C498,1,Display,False,C013
P033,C034,1,Connectivity,False,C009
P033,C027,4,Connectivity,False,
P033,C412,1,Memory,True,
P033,C076,1,PCB,False,C105
P033,C286,4,Connector,True,
P033,C354,2,Connector,True,
P033,C280,2,Connectivity,False,
P033,C067,1,Processor,False,
P033,C456,4,Camera,False,
P033,C046,2,Connector,True,C004
P033,C045,1,Display,True,C013
P033,C326,1,Processor,False,C005
P033,C319,1,Connectivity,True,
P033,C133,2,Chassis,False,C011
P033,C292,2,Battery,True,
P033,C262,4,PCB,True,C076
P034,C355,1,Chassis,True,
P034,C456,1,Camera,False,C006
P034,C018,4,Memory,False,
P034,C388,1,Battery,False,
P034,C096,1,Chassis,False,
P034,C082,4,Battery,True,C010
P034,C358,1,Memory,False,
P034,C004,1,Connector,False,
P034,C300,2,Display,False,C045
P034,C074,2,Memory,True,C020
P034,C336,2,Chassis,True,
P034,C441,1,Camera,True,C008
P034,C045,1,Display,True,
P034,C126,1,Connector,True,
P034,C252,1,Connectivity,True,
P034,C495,2,Connectivity,True,C009
P034,C497,1,PCB,False,
P034,C124,1,Battery,True,C012
P034,C010,1,Battery,True,
P034,C353,2,Chassis,True,
P034,C186,1,Processor,False,
P034,C260,2,Processor,True,C005
P034,C005,1,Processor,False,
P034,C131,2,Sensor,False,C015
P034,C493,1,Processor,True,
P034,C127,1,Display,True,
P034,C274,1,Battery,True,C010
P034,C421,1,Processor,False,
P034,C038,1,Chassis,True,C021
P034,C277,1,Display,True,
P034,C357,1,Connectivity,False,
P034,C140,4,Camera,True,
P034,C238,2,Display,False,C033
P034,C351,1,Camera,False,C006
P034,C458,2,Sensor,False,
P034,C414,2,Camera,False,
