route_id,origin_id,destination_id,transport_mode,distance_km,normal_transit_days,route_capacity,cost_per_unit,weather_risk,congestion_risk,geopolitical_risk,alternative_route_available,estimated_transit_cost
R0305,F004,W015,Road,619.43,2,10000,0.1119,0.12,0.18,0.03,False,33.58
R0306,F004,W016,Road,1097.01,2,10000,0.1597,0.12,0.18,0.03,False,47.91
R0307,F004,W017,Road,1630.7,3,10000,0.2131,0.12,0.18,0.03,False,63.92
R0308,F004,W018,Road,1646.41,3,10000,0.2146,0.12,0.18,0.03,False,64.39
R0309,F004,W019,Road,1928.89,4,10000,0.2429,0.12,0.18,0.03,False,72.87
R0310,F004,W020,Road,511.04,1,10000,0.1011,0.12,0.18,0.03,False,30.33
R0311,F004,W021,Road,347.35,1,10000,0.0847,0.12,0.18,0.03,False,25.42
R0312,F004,W022,Road,1239.86,3,10000,0.174,0.12,0.18,0.03,False,52.2
R0313,F004,W023,Road,2107.85,4,10000,0.2608,0.12,0.18,0.03,False,78.24
R0314,F004,W024,Road,1.86,1,10000,0.0502,0.12,0.18,0.03,False,15.06
R0315,F004,W025,Road,619.82,2,10000,0.112,0.12,0.18,0.03,False,33.59
R0316,F004,W026,Road,1096.97,2,10000,0.1597,0.12,0.18,0.03,False,47.91
R0317,F004,W027,Road,1631.61,3,10000,0.2132,0.12,0.18,0.03,False,63.95
R0318,F004,W028,Road,1646.56,3,10000,0.2147,0.12,0.18,0.03,False,64.4
R0319,F004,W029,Road,1929.35,4,10000,0.2429,0.12,0.18,0.03,False,72.88
R0320,F004,W030,Road,510.13,1,10000,0.101,0.12,0.18,0.03,False,30.3
R0321,F005,W001,Road,601.05,2,10000,0.1101,0.12,0.18,0.03,False,33.03
R0322,F005,W002,Road,745.82,2,10000,0.1246,0.12,0.18,0.03,False,37.37
R0323,F005,W003,Road,1505.32,3,10000,0.2005,0.12,0.18,0.03,False,60.16
R0324,F005,W004,Road,619.05,2,10000,0.1119,0.12,0.18,0.03,False,33.57
R0325,F005,W005,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0326,F005,W006,Road,606.72,2,10000,0.1107,0.12,0.18,0.03,False,33.2
R0327,F005,W007,Road,1416.97,3,10000,0.1917,0.12,0.18,0.03,False,57.51
R0328,F005,W008,Road,1055.09,2,10000,0.1555,0.12,0.18,0.03,False,46.65
R0329,F005,W009,Road,1313.24,3,10000,0.1813,0.12,0.18,0.03,False,54.4
R0330,F005,W010,Road,872.68,2,10000,0.1373,0.12,0.18,0.03,False,41.18
R0331,F005,W011,Road,600.27,2,10000,0.11,0.12,0.18,0.03,False,33.01
R0332,F005,W012,Road,745.41,2,10000,0.1245,0.12,0.18,0.03,False,37.36
R0333,F005,W013,Road,1505.92,3,10000,0.2006,0.12,0.18,0.03,False,60.18
R0334,F005,W014,Road,618.67,2,10000,0.1119,0.12,0.18,0.03,False,33.56
R0335,F005,W015,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0336,F005,W016,Road,606.26,2,10000,0.1106,0.12,0.18,0.03,False,33.19
R0337,F005,W017,Road,1417.82,3,10000,0.1918,0.12,0.18,0.03,False,57.53
R0338,F005,W018,Road,1055.12,2,10000,0.1555,0.12,0.18,0.03,False,46.65
R0339,F005,W019,Road,1313.73,3,10000,0.1814,0.12,0.18,0.03,False,54.41
R0340,F005,W020,Road,871.89,2,10000,0.1372,0.12,0.18,0.03,False,41.16
R0341,F005,W021,Road,599.49,2,10000,0.1099,0.12,0.18,0.03,False,32.98
R0342,F005,W022,Road,745.0,2,10000,0.1245,0.12,0.18,0.03,False,37.35
R0343,F005,W023,Road,1506.52,3,10000,0.2007,0.12,0.18,0.03,False,60.2
R0344,F005,W024,Road,618.29,2,10000,0.1118,0.12,0.18,0.03,False,33.55
R0345,F005,W025,Road,1.84,1,10000,0.0502,0.12,0.18,0.03,False,15.06
R0346,F005,W026,Road,605.81,2,10000,0.1106,0.12,0.18,0.03,False,33.17
R0347,F005,W027,Road,1418.68,3,10000,0.1919,0.12,0.18,0.03,False,57.56
R0348,F005,W028,Road,1055.15,2,10000,0.1555,0.12,0.18,0.03,False,46.65
R0349,F005,W029,Road,1314.21,3,10000,0.1814,0.12,0.18,0.03,False,54.43
R0350,F005,W030,Road,871.09,2,10000,0.1371,0.12,0.18,0.03,False,41.13
R0351,F006,W001,Road,881.86,2,10000,0.1382,0.12,0.18,0.03,False,41.46
R0352,F006,W002,Road,144.59,1,10000,0.0645,0.12,0.18,0.03,False,19.34
R0353,F006,W003,Road,1407.07,3,10000,0.1907,0.12,0.18,0.03,False,57.21
R0354,F006,W004,Road,1097.06,2,10000,0.1597,0.12,0.18,0.03,False,47.91
R0355,F006,W005,Road,606.72,2,10000,0.1107,0.12,0.18,0.03,False,33.2
R0356,F006,W006,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0357,F006,W007,Road,1889.52,4,10000,0.239,0.12,0.18,0.03,False,71.69
R0358,F006,W008,Road,621.63,2,10000,0.1122,0.12,0.18,0.03,False,33.65
R0359,F006,W009,Road,1144.37,3,10000,0.1644,0.12,0.18,0.03,False,49.33
R0360,F006,W010,Road,1077.6,2,10000,0.1578,0.12,0.18,0.03,False,47.33
R0361,F006,W011,Road,881.64,2,10000,0.1382,0.12,0.18,0.03,False,41.45
R0362,F006,W012,Road,144.4,1,10000,0.0644,0.12,0.18,0.03,False,19.33
R0363,F006,W013,Road,1407.88,3,10000,0.1908,0.12,0.18,0.03,False,57.24
R0364,F006,W014,Road,1097.09,2,10000,0.1597,0.12,0.18,0.03,False,47.91
R0365,F006,W015,Road,607.16,2,10000,0.1107,0.12,0.18,0.03,False,33.21
R0366,F006,W016,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0367,F006,W017,Road,1890.28,4,10000,0.239,0.12,0.18,0.03,False,71.71
R0368,F006,W018,Road,622.12,2,10000,0.1122,0.12,0.18,0.03,False,33.66
R0369,F006,W019,Road,1145.15,3,10000,0.1645,0.12,0.18,0.03,False,49.35
R0370,F006,W020,Road,1077.21,2,10000,0.1577,0.12,0.18,0.03,False,47.32
R0371,F006,W021,Road,881.43,2,10000,0.1381,0.12,0.18,0.03,False,41.44
R0372,F006,W022,Road,144.21,1,10000,0.0644,0.12,0.18,0.03,False,19.33
R0373,F006,W023,Road,1408.69,3,10000,0.1909,0.12,0.18,0.03,False,57.26
R0374,F006,W024,Road,1097.13,2,10000,0.1597,0.12,0.18,0.03,False,47.91
R0375,F006,W025,Road,607.6,2,10000,0.1108,0.12,0.18,0.03,False,33.23
R0376,F006,W026,Road,1.84,1,10000,0.0502,0.12,0.18,0.03,False,15.06
R0377,F006,W027,Road,1891.04,4,10000,0.2391,0.12,0.18,0.03,False,71.73
R0378,F006,W028,Road,622.6,2,10000,0.1123,0.12,0.18,0.03,False,33.68
R0379,F006,W029,Road,1145.93,3,10000,0.1646,0.12,0.18,0.03,False,49.38
R0380,F006,W030,Road,1076.83,2,10000,0.1577,0.12,0.18,0.03,False,47.3
R0381,F007,W001,Road,1872.82,4,10000,0.2373,0.12,0.18,0.03,False,71.18
R0382,F007,W002,Road,1984.84,4,10000,0.2485,0.12,0.18,0.03,False,74.55
R0383,F007,W003,Road,1564.04,3,10000,0.2064,0.12,0.18,0.03,False,61.92
R0384,F007,W004,Road,1629.8,3,10000,0.213,0.12,0.18,0.03,False,63.89
R0385,F007,W005,Road,1416.97,3,10000,0.1917,0.12,0.18,0.03,False,57.51
R0386,F007,W006,Road,1889.52,4,10000,0.239,0.12,0.18,0.03,False,71.69
R0387,F007,W007,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0388,F007,W008,Road,1942.36,4,10000,0.2442,0.12,0.18,0.03,False,73.27
R0389,F007,W009,Road,1628.62,3,10000,0.2129,0.12,0.18,0.03,False,63.86
R0390,F007,W010,Road,2118.05,4,10000,0.2618,0.12,0.18,0.03,False,78.54
R0391,F007,W011,Road,1871.89,4,10000,0.2372,0.12,0.18,0.03,False,71.16
R0392,F007,W012,Road,1984.05,4,10000,0.2484,0.12,0.18,0.03,False,74.52
R0393,F007,W013,Road,1563.84,3,10000,0.2064,0.12,0.18,0.03,False,61.92
R0394,F007,W014,Road,1628.87,3,10000,0.2129,0.12,0.18,0.03,False,63.87
R0395,F007,W015,Road,1416.08,3,10000,0.1916,0.12,0.18,0.03,False,57.48
R0396,F007,W016,Road,1888.71,4,10000,0.2389,0.12,0.18,0.03,False,71.66
R0397,F007,W017,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0398,F007,W018,Road,1941.73,4,10000,0.2442,0.12,0.18,0.03,False,73.25
R0399,F007,W019,Road,1628.26,3,10000,0.2128,0.12,0.18,0.03,False,63.85
R0400,F007,W020,Road,2117.11,4,10000,0.2617,0.12,0.18,0.03,False,78.51
R0401,F007,W021,Road,1870.96,4,10000,0.2371,0.12,0.18,0.03,False,71.13
R0402,F007,W022,Road,1983.26,4,10000,0.2483,0.12,0.18,0.03,False,74.5
R0403,F007,W023,Road,1563.65,3,10000,0.2064,0.12,0.18,0.03,False,61.91
R0404,F007,W024,Road,1627.95,3,10000,0.2128,0.12,0.18,0.03,False,63.84
R0405,F007,W025,Road,1415.19,3,10000,0.1915,0.12,0.18,0.03,False,57.46
R0406,F007,W026,Road,1887.89,4,10000,0.2388,0.12,0.18,0.03,False,71.64
R0407,F007,W027,Road,1.82,1,10000,0.0502,0.12,0.18,0.03,False,15.05
R0408,F007,W028,Road,1941.1,4,10000,0.2441,0.12,0.18,0.03,False,73.23
R0409,F007,W029,Road,1627.91,3,10000,0.2128,0.12,0.18,0.03,False,63.84
R0410,F007,W030,Road,2116.18,4,10000,0.2616,0.12,0.18,0.03,False,78.49
R0411,F008,W001,Road,1484.17,3,10000,0.1984,0.12,0.18,0.03,False,59.53
R0412,F008,W002,Road,527.14,1,10000,0.1027,0.12,0.18,0.03,False,30.81
R0413,F008,W003,Road,930.88,2,10000,0.1431,0.12,0.18,0.03,False,42.93
R0414,F008,W004,Road,1646.25,3,10000,0.2146,0.12,0.18,0.03,False,64.39
R0415,F008,W005,Road,1055.09,2,10000,0.1555,0.12,0.18,0.03,False,46.65
R0416,F008,W006,Road,621.63,2,10000,0.1122,0.12,0.18,0.03,False,33.65
R0417,F008,W007,Road,1942.36,4,10000,0.2442,0.12,0.18,0.03,False,73.27
R0418,F008,W008,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0419,F008,W009,Road,648.87,2,10000,0.1149,0.12,0.18,0.03,False,34.47
R0420,F008,W010,Road,1695.91,4,10000,0.2196,0.12,0.18,0.03,False,65.88
R0421,F008,W011,Road,1483.84,3,10000,0.1984,0.12,0.18,0.03,False,59.52
R0422,F008,W012,Road,526.52,1,10000,0.1027,0.12,0.18,0.03,False,30.8
R0423,F008,W013,Road,931.77,2,10000,0.1432,0.12,0.18,0.03,False,42.95
R0424,F008,W014,Road,1646.08,3,10000,0.2146,0.12,0.18,0.03,False,64.38
R0425,F008,W015,Road,1055.05,2,10000,0.1555,0.12,0.18,0.03,False,46.65
R0426,F008,W016,Road,621.15,2,10000,0.1121,0.12,0.18,0.03,False,33.63
R0427,F008,W017,Road,1942.91,4,10000,0.2443,0.12,0.18,0.03,False,73.29
R0428,F008,W018,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0429,F008,W019,Road,649.77,2,10000,0.115,0.12,0.18,0.03,False,34.49
R0430,F008,W020,Road,1695.49,4,10000,0.2195,0.12,0.18,0.03,False,65.86
R0431,F008,W021,Road,1483.51,3,10000,0.1984,0.12,0.18,0.03,False,59.51
R0432,F008,W022,Road,525.91,1,10000,0.1026,0.12,0.18,0.03,False,30.78
R0433,F008,W023,Road,932.66,2,10000,0.1433,0.12,0.18,0.03,False,42.98
R0434,F008,W024,Road,1645.91,3,10000,0.2146,0.12,0.18,0.03,False,64.38
R0435,F008,W025,Road,1055.01,2,10000,0.1555,0.12,0.18,0.03,False,46.65
R0436,F008,W026,Road,620.67,2,10000,0.1121,0.12,0.18,0.03,False,33.62
R0437,F008,W027,Road,1943.47,4,10000,0.2443,0.12,0.18,0.03,False,73.3
R0438,F008,W028,Road,1.81,1,10000,0.0502,0.12,0.18,0.03,False,15.05
R0439,F008,W029,Road,650.66,2,10000,0.1151,0.12,0.18,0.03,False,34.52
R0440,F008,W030,Road,1695.07,4,10000,0.2195,0.12,0.18,0.03,False,65.85
R0441,F009,W001,Road,1873.63,4,10000,0.2374,0.12,0.18,0.03,False,71.21
R0442,F009,W002,Road,1104.1,3,10000,0.1604,0.12,0.18,0.03,False,48.12
R0443,F009,W003,Road,282.07,1,10000,0.0782,0.12,0.18,0.03,False,23.46
R0444,F009,W004,Road,1928.44,4,10000,0.2428,0.12,0.18,0.03,False,72.85
R0445,F009,W005,Road,1313.24,3,10000,0.1813,0.12,0.18,0.03,False,54.4
R0446,F009,W006,Road,1144.37,3,10000,0.1644,0.12,0.18,0.03,False,49.33
R0447,F009,W007,Road,1628.62,3,10000,0.2129,0.12,0.18,0.03,False,63.86
R0448,F009,W008,Road,648.87,2,10000,0.1149,0.12,0.18,0.03,False,34.47
R0449,F009,W009,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0450,F009,W010,Road,2125.35,4,10000,0.2625,0.12,0.18,0.03,False,78.76
R0451,F009,W011,Road,1873.04,4,10000,0.2373,0.12,0.18,0.03,False,71.19
R0452,F009,W012,Road,1103.27,3,10000,0.1603,0.12,0.18,0.03,False,48.1
R0453,F009,W013,Road,282.96,1,10000,0.0783,0.12,0.18,0.03,False,23.49
R0454,F009,W014,Road,1927.98,4,10000,0.2428,0.12,0.18,0.03,False,72.84
R0455,F009,W015,Road,1312.75,3,10000,0.1813,0.12,0.18,0.03,False,54.38
R0456,F009,W016,Road,1143.59,3,10000,0.1644,0.12,0.18,0.03,False,49.31
R0457,F009,W017,Road,1628.92,3,10000,0.2129,0.12,0.18,0.03,False,63.87
R0458,F009,W018,Road,647.97,2,10000,0.1148,0.12,0.18,0.03,False,34.44
R0459,F009,W019,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0460,F009,W020,Road,2124.73,4,10000,0.2625,0.12,0.18,0.03,False,78.74
R0461,F009,W021,Road,1872.45,4,10000,0.2372,0.12,0.18,0.03,False,71.17
R0462,F009,W022,Road,1102.44,3,10000,0.1602,0.12,0.18,0.03,False,48.07
R0463,F009,W023,Road,283.84,1,10000,0.0784,0.12,0.18,0.03,False,23.52
R0464,F009,W024,Road,1927.52,4,10000,0.2428,0.12,0.18,0.03,False,72.83
R0465,F009,W025,Road,1312.26,3,10000,0.1812,0.12,0.18,0.03,False,54.37
R0466,F009,W026,Road,1142.81,3,10000,0.1643,0.12,0.18,0.03,False,49.28
R0467,F009,W027,Road,1629.22,3,10000,0.2129,0.12,0.18,0.03,False,63.88
R0468,F009,W028,Road,647.07,2,10000,0.1147,0.12,0.18,0.03,False,34.41
R0469,F009,W029,Road,1.79,1,10000,0.0502,0.12,0.18,0.03,False,15.05
R0470,F009,W030,Road,2124.11,4,10000,0.2624,0.12,0.18,0.03,False,78.72
R0471,F010,W001,Road,272.88,1,10000,0.0773,0.12,0.18,0.03,False,23.19
R0472,F010,W002,Road,1196.87,3,10000,0.1697,0.12,0.18,0.03,False,50.91
R0473,F010,W003,Road,2347.31,5,10000,0.2847,0.12,0.18,0.03,False,85.42
R0474,F010,W004,Road,511.96,1,10000,0.1012,0.12,0.18,0.03,False,30.36
R0475,F010,W005,Road,872.68,2,10000,0.1373,0.12,0.18,0.03,False,41.18
R0476,F010,W006,Road,1077.6,2,10000,0.1578,0.12,0.18,0.03,False,47.33
R0477,F010,W007,Road,2118.05,4,10000,0.2618,0.12,0.18,0.03,False,78.54
R0478,F010,W008,Road,1695.91,4,10000,0.2196,0.12,0.18,0.03,False,65.88
R0479,F010,W009,Road,2125.35,4,10000,0.2625,0.12,0.18,0.03,False,78.76
R0480,F010,W010,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0481,F010,W011,Road,273.71,1,10000,0.0774,0.12,0.18,0.03,False,23.21
R0482,F010,W012,Road,1197.18,3,10000,0.1697,0.12,0.18,0.03,False,50.92
R0483,F010,W013,Road,2347.99,5,10000,0.2848,0.12,0.18,0.03,False,85.44
R0484,F010,W014,Road,512.86,1,10000,0.1013,0.12,0.18,0.03,False,30.39
R0485,F010,W015,Road,873.48,2,10000,0.1373,0.12,0.18,0.03,False,41.2
R0486,F010,W016,Road,1077.97,2,10000,0.1578,0.12,0.18,0.03,False,47.34
R0487,F010,W017,Road,2118.96,4,10000,0.2619,0.12,0.18,0.03,False,78.57
R0488,F010,W018,Road,1696.33,4,10000,0.2196,0.12,0.18,0.03,False,65.89
R0489,F010,W019,Road,2125.98,4,10000,0.2626,0.12,0.18,0.03,False,78.78
R0490,F010,W020,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0491,F010,W021,Road,274.54,1,10000,0.0775,0.12,0.18,0.03,False,23.24
R0492,F010,W022,Road,1197.5,3,10000,0.1698,0.12,0.18,0.03,False,50.93
R0493,F010,W023,Road,2348.66,5,10000,0.2849,0.12,0.18,0.03,False,85.46
R0494,F010,W024,Road,513.77,1,10000,0.1014,0.12,0.18,0.03,False,30.41
R0495,F010,W025,Road,874.28,2,10000,0.1374,0.12,0.18,0.03,False,41.23
R0496,F010,W026,Road,1078.35,2,10000,0.1578,0.12,0.18,0.03,False,47.35
R0497,F010,W027,Road,2119.86,4,10000,0.262,0.12,0.18,0.03,False,78.6
R0498,F010,W028,Road,1696.75,4,10000,0.2197,0.12,0.18,0.03,False,65.9
R0499,F010,W029,Road,2126.6,4,10000,0.2627,0.12,0.18,0.03,False,78.8
R0500,F010,W030,Road,1.87,1,10000,0.0502,0.12,0.18,0.03,False,15.06
R0501,F011,W001,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0502,F011,W002,Road,1014.29,2,10000,0.1514,0.12,0.18,0.03,False,45.43
R0503,F011,W003,Road,2086.79,4,10000,0.2587,0.12,0.18,0.03,False,77.6
R0504,F011,W004,Road,348.03,1,10000,0.0848,0.12,0.18,0.03,False,25.44
R0505,F011,W005,Road,600.27,2,10000,0.11,0.12,0.18,0.03,False,33.01
R0506,F011,W006,Road,881.64,2,10000,0.1382,0.12,0.18,0.03,False,41.45
R0507,F011,W007,Road,1871.89,4,10000,0.2372,0.12,0.18,0.03,False,71.16
R0508,F011,W008,Road,1483.84,3,10000,0.1984,0.12,0.18,0.03,False,59.52
R0509,F011,W009,Road,1873.04,4,10000,0.2373,0.12,0.18,0.03,False,71.19
R0510,F011,W010,Road,273.71,1,10000,0.0774,0.12,0.18,0.03,False,23.21
R0511,F011,W011,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0512,F011,W012,Road,1014.44,2,10000,0.1514,0.12,0.18,0.03,False,45.43
R0513,F011,W013,Road,2087.44,4,10000,0.2587,0.12,0.18,0.03,False,77.62
R0514,F011,W014,Road,348.7,1,10000,0.0849,0.12,0.18,0.03,False,25.46
R0515,F011,W015,Road,601.05,2,10000,0.1101,0.12,0.18,0.03,False,33.03
R0516,F011,W016,Road,881.85,2,10000,0.1382,0.12,0.18,0.03,False,41.46
R0517,F011,W017,Road,1872.79,4,10000,0.2373,0.12,0.18,0.03,False,71.18
R0518,F011,W018,Road,1484.17,3,10000,0.1984,0.12,0.18,0.03,False,59.53
R0519,F011,W019,Road,1873.63,4,10000,0.2374,0.12,0.18,0.03,False,71.21
R0520,F011,W020,Road,272.88,1,10000,0.0773,0.12,0.18,0.03,False,23.19
R0521,F011,W021,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0522,F011,W022,Road,1014.59,2,10000,0.1515,0.12,0.18,0.03,False,45.44
R0523,F011,W023,Road,2088.09,4,10000,0.2588,0.12,0.18,0.03,False,77.64
R0524,F011,W024,Road,349.38,1,10000,0.0849,0.12,0.18,0.03,False,25.48
R0525,F011,W025,Road,601.83,2,10000,0.1102,0.12,0.18,0.03,False,33.05
R0526,F011,W026,Road,882.06,2,10000,0.1382,0.12,0.18,0.03,False,41.46
R0527,F011,W027,Road,1873.7,4,10000,0.2374,0.12,0.18,0.03,False,71.21
R0528,F011,W028,Road,1484.49,3,10000,0.1984,0.12,0.18,0.03,False,59.53
R0529,F011,W029,Road,1874.21,4,10000,0.2374,0.12,0.18,0.03,False,71.23
R0530,F011,W030,Road,272.05,1,10000,0.0772,0.12,0.18,0.03,False,23.16
R0531,F012,W001,Road,1014.6,2,10000,0.1515,0.12,0.18,0.03,False,45.44
R0532,F012,W002,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0533,F012,W003,Road,1375.83,3,10000,0.1876,0.12,0.18,0.03,False,56.27
R0534,F012,W004,Road,1239.93,3,10000,0.174,0.12,0.18,0.03,False,52.2
R0535,F012,W005,Road,745.41,2,10000,0.1245,0.12,0.18,0.03,False,37.36
R0536,F012,W006,Road,144.4,1,10000,0.0644,0.12,0.18,0.03,False,19.33
R0537,F012,W007,Road,1984.05,4,10000,0.2484,0.12,0.18,0.03,False,74.52
R0538,F012,W008,Road,526.52,1,10000,0.1027,0.12,0.18,0.03,False,30.8
R0539,F012,W009,Road,1103.27,3,10000,0.1603,0.12,0.18,0.03,False,48.1
R0540,F012,W010,Road,1197.18,3,10000,0.1697,0.12,0.18,0.03,False,50.92
R0541,F012,W011,Road,1014.44,2,10000,0.1514,0.12,0.18,0.03,False,45.43
R0542,F012,W012,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0543,F012,W013,Road,1376.67,3,10000,0.1877,0.12,0.18,0.03,False,56.3
R0544,F012,W014,Road,1239.98,3,10000,0.174,0.12,0.18,0.03,False,52.2
R0545,F012,W015,Road,745.8,2,10000,0.1246,0.12,0.18,0.03,False,37.37
R0546,F012,W016,Road,144.59,1,10000,0.0645,0.12,0.18,0.03,False,19.34
R0547,F012,W017,Road,1984.78,4,10000,0.2485,0.12,0.18,0.03,False,74.54
R0548,F012,W018,Road,527.14,1,10000,0.1027,0.12,0.18,0.03,False,30.81
R0549,F012,W019,Road,1104.09,3,10000,0.1604,0.12,0.18,0.03,False,48.12
R0550,F012,W020,Road,1196.86,3,10000,0.1697,0.12,0.18,0.03,False,50.91
R0551,F012,W021,Road,1014.29,2,10000,0.1514,0.12,0.18,0.03,False,45.43
R0552,F012,W022,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0553,F012,W023,Road,1377.52,3,10000,0.1878,0.12,0.18,0.03,False,56.33
R0554,F012,W024,Road,1240.03,3,10000,0.174,0.12,0.18,0.03,False,52.2
R0555,F012,W025,Road,746.19,2,10000,0.1246,0.12,0.18,0.03,False,37.39
R0556,F012,W026,Road,144.79,1,10000,0.0645,0.12,0.18,0.03,False,19.34
R0557,F012,W027,Road,1985.51,4,10000,0.2486,0.12,0.18,0.03,False,74.57
R0558,F012,W028,Road,527.76,1,10000,0.1028,0.12,0.18,0.03,False,30.83
R0559,F012,W029,Road,1104.92,3,10000,0.1605,0.12,0.18,0.03,False,48.15
R0560,F012,W030,Road,1196.54,3,10000,0.1697,0.12,0.18,0.03,False,50.9
R0561,F013,W001,Road,2088.09,4,10000,0.2588,0.12,0.18,0.03,False,77.64
R0562,F013,W002,Road,1377.53,3,10000,0.1878,0.12,0.18,0.03,False,56.33
R0563,F013,W003,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0564,F013,W004,Road,2107.31,4,10000,0.2607,0.12,0.18,0.03,False,78.22
R0565,F013,W005,Road,1505.92,3,10000,0.2006,0.12,0.18,0.03,False,60.18
R0566,F013,W006,Road,1407.88,3,10000,0.1908,0.12,0.18,0.03,False,57.24
R0567,F013,W007,Road,1563.84,3,10000,0.2064,0.12,0.18,0.03,False,61.92
R0568,F013,W008,Road,931.77,2,10000,0.1432,0.12,0.18,0.03,False,42.95
R0569,F013,W009,Road,282.96,1,10000,0.0783,0.12,0.18,0.03,False,23.49
R0570,F013,W010,Road,2347.99,5,10000,0.2848,0.12,0.18,0.03,False,85.44
R0571,F013,W011,Road,2087.44,4,10000,0.2587,0.12,0.18,0.03,False,77.62
R0572,F013,W012,Road,1376.67,3,10000,0.1877,0.12,0.18,0.03,False,56.3
R0573,F013,W013,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0574,F013,W014,Road,2106.76,4,10000,0.2607,0.12,0.18,0.03,False,78.2
R0575,F013,W015,Road,1505.32,3,10000,0.2005,0.12,0.18,0.03,False,60.16
R0576,F013,W016,Road,1407.06,3,10000,0.1907,0.12,0.18,0.03,False,57.21
R0577,F013,W017,Road,1563.99,3,10000,0.2064,0.12,0.18,0.03,False,61.92
R0578,F013,W018,Road,930.87,2,10000,0.1431,0.12,0.18,0.03,False,42.93
R0579,F013,W019,Road,282.07,1,10000,0.0782,0.12,0.18,0.03,False,23.46
R0580,F013,W020,Road,2347.31,5,10000,0.2847,0.12,0.18,0.03,False,85.42
R0581,F013,W021,Road,2086.79,4,10000,0.2587,0.12,0.18,0.03,False,77.6
R0582,F013,W022,Road,1375.82,3,10000,0.1876,0.12,0.18,0.03,False,56.27
R0583,F013,W023,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0584,F013,W024,Road,2106.22,4,10000,0.2606,0.12,0.18,0.03,False,78.19
R0585,F013,W025,Road,1504.72,3,10000,0.2005,0.12,0.18,0.03,False,60.14
R0586,F013,W026,Road,1406.25,3,10000,0.1906,0.12,0.18,0.03,False,57.19
R0587,F013,W027,Road,1564.14,3,10000,0.2064,0.12,0.18,0.03,False,61.92
R0588,F013,W028,Road,929.97,2,10000,0.143,0.12,0.18,0.03,False,42.9
R0589,F013,W029,Road,281.18,1,10000,0.0781,0.12,0.18,0.03,False,23.44
R0590,F013,W030,Road,2346.63,5,10000,0.2847,0.12,0.18,0.03,False,85.4
R0591,F014,W001,Road,349.38,1,10000,0.0849,0.12,0.18,0.03,False,25.48
R0592,F014,W002,Road,1240.05,3,10000,0.174,0.12,0.18,0.03,False,52.2
R0593,F014,W003,Road,2106.22,4,10000,0.2606,0.12,0.18,0.03,False,78.19
R0594,F014,W004,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0595,F014,W005,Road,618.67,2,10000,0.1119,0.12,0.18,0.03,False,33.56
R0596,F014,W006,Road,1097.09,2,10000,0.1597,0.12,0.18,0.03,False,47.91
R0597,F014,W007,Road,1628.87,3,10000,0.2129,0.12,0.18,0.03,False,63.87
R0598,F014,W008,Road,1646.08,3,10000,0.2146,0.12,0.18,0.03,False,64.38
R0599,F014,W009,Road,1927.98,4,10000,0.2428,0.12,0.18,0.03,False,72.84
R0600,F014,W010,Road,512.86,1,10000,0.1013,0.12,0.18,0.03,False,30.39
R0601,F014,W011,Road,348.7,1,10000,0.0849,0.12,0.18,0.03,False,25.46
R0602,F014,W012,Road,1239.98,3,10000,0.174,0.12,0.18,0.03,False,52.2
R0603,F014,W013,Road,2106.76,4,10000,0.2607,0.12,0.18,0.03,False,78.2
R0604,F014,W014,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0605,F014,W015,Road,619.05,2,10000,0.1119,0.12,0.18,0.03,False,33.57
R0606,F014,W016,Road,1097.04,2,10000,0.1597,0.12,0.18,0.03,False,47.91
R0607,F014,W017,Road,1629.78,3,10000,0.213,0.12,0.18,0.03,False,63.89
R0608,F014,W018,Road,1646.24,3,10000,0.2146,0.12,0.18,0.03,False,64.39
R0609,F014,W019,Road,1928.43,4,10000,0.2428,0.12,0.18,0.03,False,72.85
