order_id,customer_id,product_id,warehouse_id,order_date,required_date,quantity,unit_price,priority,order_status,region
O004371,CU06797,P016,W005,2026-09-18,2026-09-23,5,1877.81,Medium,Delivered,South
O004372,CU12933,P009,W013,2026-08-04,2026-08-08,2,2438.98,Low,Delivered,North
O004373,CU09333,P098,W001,2026-11-14,2026-11-20,7,1551.28,Medium,Delivered,South
O004374,CU17422,P001,W025,2026-10-07,2026-10-12,1,1828.71,Critical,Delivered,South
O004375,CU07489,P079,W017,2026-10-10,2026-10-16,11,1743.52,Critical,Delivered,East
O004376,CU17423,P072,W004,2026-02-16,2026-02-22,12,1671.96,Medium,Delivered,South
O004377,CU19180,P066,W013,2026-05-16,2026-05-22,11,2195.84,Low,Delivered,North
O004378,CU14423,P015,W004,2026-03-24,2026-03-29,11,1904.84,High,Delivered,South
O004379,CU14290,P054,W016,2026-03-01,2026-03-06,10,1873.41,High,Delivered,West
O004380,CU19710,P040,W006,2026-12-24,2026-12-29,5,1600.78,Medium,Delivered,West
O004381,CU09539,P075,W028,2026-07-10,2026-07-15,6,1797.15,Critical,Delivered,West
O004382,CU15750,P074,W014,2026-05-02,2026-05-06,12,2182.61,Critical,Delivered,South
O004383,CU15869,P063,W006,2026-03-25,2026-03-31,4,2106.53,High,Delivered,West
O004384,CU06753,P095,W001,2026-02-26,2026-03-03,9,2018.8,Critical,Delivered,South
O004385,CU04583,P066,W016,2026-12-13,2026-12-17,14,2195.84,Critical,Delivered,West
O004386,CU16932,P051,W003,2026-05-06,2026-05-13,5,2002.77,Critical,Delivered,North
O004387,CU05152,P012,W019,2026-03-20,2026-03-26,15,1259.62,Low,Delivered,North
O004388,CU16279,P099,W025,2026-09-12,2026-09-18,1,1662.53,Medium,Delivered,South
O004389,CU09703,P015,W019,2026-08-03,2026-08-09,7,1904.84,High,Delivered,North
O004390,CU00738,P051,W028,2026-08-14,2026-08-20,8,2002.77,Critical,Delivered,West
O004391,CU14456,P030,W005,2026-10-19,2026-10-24,8,2508.28,Critical,Delivered,South
O004392,CU05245,P098,W023,2026-11-29,2026-12-04,3,1551.28,Medium,Delivered,North
O004393,CU14583,P036,W020,2026-01-01,2026-01-06,13,1498.01,Low,Delivered,South
O004394,CU00525,P063,W025,2026-06-24,2026-06-30,9,2106.53,Critical,Delivered,South
O004395,CU12792,P097,W027,2026-06-20,2026-06-24,4,2092.9,Critical,Delivered,East
O004396,CU11304,P027,W007,2026-11-04,2026-11-08,7,1865.83,Low,Delivered,East
O004397,CU04039,P044,W011,2026-12-17,2026-12-21,2,1667.76,Medium,Delivered,South
O004398,CU07402,P031,W022,2026-07-27,2026-08-01,12,2221.11,Medium,Delivered,West
O004399,CU03089,P091,W002,2026-05-31,2026-06-05,11,1764.05,High,Delivered,West
O004400,CU08673,P100,W024,2026-09-15,2026-09-19,13,1663.66,Critical,Delivered,South
O004401,CU19018,P086,W029,2026-08-04,2026-08-10,1,1780.69,Low,Delivered,North
O004402,CU04716,P080,W016,2026-09-02,2026-09-07,11,1828.94,Medium,Delivered,West
O004403,CU04767,P038,W029,2026-10-21,2026-10-26,13,1677.89,Low,Delivered,North
O004404,CU12227,P031,W019,2026-05-19,2026-05-26,1,2221.11,Critical,Delivered,North
O004405,CU17767,P026,W003,2026-01-22,2026-01-28,13,2151.64,High,Delivered,North
O004406,CU19080,P073,W004,2026-11-04,2026-11-11,10,2049.17,Critical,Delivered,South
O004407,CU09010,P039,W019,2026-04-10,2026-04-14,12,1579.48,Low,Delivered,North
O004408,CU12864,P084,W030,2026-11-14,2026-11-18,12,1221.81,Low,Delivered,South
O004409,CU10516,P021,W019,2026-09-30,2026-10-07,6,2276.14,Low,Delivered,North
O004410,CU10518,P011,W016,2026-04-28,2026-05-03,7,1428.84,Critical,Delivered,West
O004411,CU11609,P095,W029,2026-08-22,2026-08-28,8,2018.8,Medium,Delivered,North
O004412,CU02004,P015,W015,2026-08-17,2026-08-21,2,1904.84,Medium,Delivered,South
O004413,CU18458,P053,W022,2026-08-01,2026-08-07,1,1638.29,High,Delivered,West
O004414,CU08321,P046,W019,2026-05-11,2026-05-17,15,1718.99,Low,Delivered,North
O004415,CU11054,P050,W029,2026-05-30,2026-06-06,5,1681.79,Low,Delivered,North
O004416,CU08641,P048,W007,2026-02-23,2026-03-02,5,2211.5,High,Delivered,East
O004417,CU10491,P051,W015,2026-01-27,2026-02-01,3,2002.77,High,Delivered,South
O004418,CU11106,P004,W016,2026-05-26,2026-05-31,9,1506.02,High,Delivered,West
O004419,CU07429,P007,W027,2026-02-21,2026-02-25,3,2362.8,Critical,Delivered,East
O004420,CU15275,P018,W019,2026-02-13,2026-02-18,6,1375.37,High,Delivered,North
O004421,CU19322,P003,W005,2026-02-11,2026-02-17,12,1382.34,Critical,Delivered,South
O004422,CU03864,P059,W007,2026-10-21,2026-10-27,8,1457.23,Low,Delivered,East
O004423,CU18329,P086,W009,2026-05-17,2026-05-23,13,1780.69,Critical,Delivered,North
O004424,CU19048,P020,W022,2026-10-24,2026-10-30,5,1566.77,Low,Delivered,West
O004425,CU04912,P003,W013,2026-03-22,2026-03-26,15,1382.34,High,Delivered,North
O004426,CU04681,P015,W003,2026-03-27,2026-04-02,11,1904.84,Critical,Delivered,North
O004427,CU11031,P046,W028,2026-05-07,2026-05-12,15,1718.99,Medium,Delivered,West
O004428,CU13738,P053,W020,2026-03-09,2026-03-17,11,1638.29,High,Delivered,South
O004429,CU08520,P068,W013,2026-04-14,2026-04-19,3,1573.67,Medium,Delivered,North
O004430,CU08087,P037,W027,2026-02-22,2026-02-26,5,1837.25,Critical,Delivered,East
O004431,CU12976,P034,W020,2026-10-14,2026-10-18,14,1274.41,Low,Delivered,South
O004432,CU08354,P049,W018,2026-11-08,2026-11-13,13,1254.47,Medium,Delivered,West
O004433,CU13643,P080,W011,2026-05-06,2026-05-10,8,1828.94,High,Delivered,South
O004434,CU10619,P066,W002,2026-05-08,2026-05-12,2,2195.84,Low,Delivered,West
O004435,CU07182,P019,W026,2026-01-22,2026-01-28,9,1619.04,Medium,Delivered,West
O004436,CU08287,P027,W015,2026-08-11,2026-08-17,2,1865.83,High,Delivered,South
O004437,CU05589,P074,W012,2026-05-31,2026-06-06,8,2182.61,Critical,Delivered,West
O004438,CU00584,P097,W008,2026-10-01,2026-10-08,14,2092.9,Critical,Delivered,West
O004439,CU12713,P042,W018,2026-04-01,2026-04-05,10,1908.24,Critical,Delivered,West
O004440,CU01338,P001,W010,2026-06-22,2026-06-26,8,1828.71,Critical,Delivered,South
O004441,CU14129,P045,W004,2026-08-08,2026-08-13,5,1401.0,Medium,Delivered,South
O004442,CU01259,P081,W020,2026-07-14,2026-07-18,5,1828.86,Critical,Delivered,South
O004443,CU13372,P079,W003,2026-03-31,2026-04-04,8,1743.52,Medium,Delivered,North
O004444,CU16586,P046,W007,2026-04-16,2026-04-23,15,1718.99,High,Delivered,East
O004445,CU01809,P031,W019,2026-06-24,2026-07-01,4,2221.11,High,Delivered,North
O004446,CU12145,P009,W025,2026-08-11,2026-08-17,8,2438.98,Low,Delivered,South
O004447,CU03914,P033,W029,2026-09-23,2026-09-27,8,1930.74,Low,Delivered,North
O004448,CU04562,P007,W005,2026-08-03,2026-08-09,15,2362.8,High,Delivered,South
O004449,CU17029,P052,W023,2026-03-18,2026-03-24,7,1581.06,High,Delivered,North
O004450,CU01339,P073,W023,2026-07-14,2026-07-18,2,2049.17,Medium,Delivered,North
O004451,CU14969,P068,W016,2026-03-09,2026-03-14,6,1573.67,Critical,Delivered,West
O004452,CU10863,P050,W025,2026-10-30,2026-11-04,9,1681.79,High,Delivered,South
O004453,CU19846,P004,W020,2026-09-29,2026-10-03,7,1506.02,Critical,Delivered,South
O004454,CU14572,P054,W024,2026-11-11,2026-11-15,5,1873.41,High,Delivered,South
O004455,CU10730,P063,W004,2026-10-10,2026-10-17,8,2106.53,High,Delivered,South
O004456,CU01979,P058,W018,2026-09-28,2026-10-02,14,1481.9,Medium,Delivered,West
O004457,CU00372,P046,W012,2026-08-24,2026-08-28,2,1718.99,High,Delivered,West
O004458,CU07995,P095,W006,2026-01-26,2026-01-31,4,2018.8,Medium,Delivered,West
O004459,CU10542,P067,W030,2026-04-03,2026-04-10,11,1766.71,Low,Delivered,South
O004460,CU01875,P057,W030,2026-05-07,2026-05-14,15,1566.39,Critical,Delivered,South
O004461,CU09046,P086,W017,2026-05-17,2026-05-24,13,1780.69,Medium,Delivered,East
O004462,CU13842,P069,W007,2026-11-23,2026-11-29,3,1609.53,Low,Delivered,East
O004463,CU01672,P032,W014,2026-03-10,2026-03-16,11,1577.18,Low,Delivered,South
O004464,CU05010,P082,W017,2026-11-25,2026-12-02,3,1477.02,High,Delivered,East
O004465,CU07183,P013,W004,2026-01-06,2026-01-13,12,2214.66,High,Delivered,South
O004466,CU04076,P057,W011,2026-02-25,2026-03-04,8,1566.39,Critical,Delivered,South
O004467,CU05261,P019,W016,2026-10-02,2026-10-08,12,1619.04,Medium,Delivered,West
O004468,CU15496,P068,W012,2026-03-16,2026-03-20,15,1573.67,Medium,Delivered,West
O004469,CU12186,P054,W019,2026-10-14,2026-10-21,11,1873.41,Critical,Delivered,North
O004470,CU17254,P092,W002,2026-01-15,2026-01-19,8,1859.79,Medium,Delivered,West
O004471,CU16459,P001,W016,2026-09-20,2026-09-25,12,1828.71,Medium,Delivered,West
O004472,CU15192,P039,W017,2026-03-09,2026-03-15,4,1579.48,Critical,Delivered,East
O004473,CU01789,P099,W017,2026-02-01,2026-02-07,8,1662.53,Medium,Delivered,East
O004474,CU19201,P099,W029,2026-05-03,2026-05-07,13,1662.53,Low,Delivered,North
O004475,CU18748,P012,W025,2026-02-27,2026-03-04,5,1259.62,High,Delivered,South
O004476,CU10294,P097,W029,2026-04-19,2026-04-25,5,2092.9,High,Delivered,North
O004477,CU01398,P058,W009,2026-10-16,2026-10-21,4,1481.9,Critical,Delivered,North
O004478,CU14596,P064,W001,2026-10-24,2026-10-28,9,1049.36,Medium,Delivered,South
O004479,CU17518,P100,W010,2026-04-02,2026-04-06,13,1663.66,High,Delivered,South
O004480,CU01803,P072,W013,2026-10-01,2026-10-07,14,1671.96,Medium,Delivered,North
O004481,CU02923,P060,W006,2026-04-17,2026-04-22,10,1950.06,Medium,Delivered,West
O004482,CU02074,P042,W013,2026-07-03,2026-07-09,3,1908.24,Medium,Delivered,North
O004483,CU06351,P015,W030,2026-10-10,2026-10-15,3,1904.84,High,Delivered,South
O004484,CU16774,P096,W015,2026-07-14,2026-07-19,14,2186.42,Critical,Delivered,South
O004485,CU18341,P018,W019,2026-03-18,2026-03-23,9,1375.37,Critical,Delivered,North
O004486,CU10755,P081,W006,2026-10-16,2026-10-21,9,1828.86,Critical,Delivered,West
O004487,CU17820,P004,W008,2026-03-12,2026-03-18,3,1506.02,Medium,Delivered,West
O004488,CU15724,P060,W014,2026-12-15,2026-12-19,12,1950.06,Critical,Delivered,South
O004489,CU12377,P033,W008,2026-09-02,2026-09-07,13,1930.74,Medium,Delivered,West
O004490,CU03635,P097,W006,2026-10-25,2026-11-01,11,2092.9,Low,Delivered,West
O004491,CU10714,P083,W017,2026-12-09,2026-12-15,9,1718.44,Medium,Delivered,East
O004492,CU12082,P095,W027,2026-08-24,2026-08-30,14,2018.8,Low,Delivered,East
O004493,CU14411,P030,W027,2026-12-31,2027-01-07,14,2508.28,High,Pending,East
O004494,CU13656,P051,W008,2026-07-31,2026-08-06,8,2002.77,Critical,Delivered,West
O004495,CU07214,P015,W025,2026-02-02,2026-02-06,3,1904.84,High,Delivered,South
O004496,CU15802,P015,W025,2026-10-07,2026-10-11,11,1904.84,Low,Delivered,South
O004497,CU11521,P065,W003,2026-10-08,2026-10-14,9,1558.03,High,Delivered,North
O004498,CU17510,P008,W024,2026-07-16,2026-07-22,15,1754.19,Critical,Delivered,South
O004499,CU02031,P021,W015,2026-09-24,2026-09-29,9,2276.14,Critical,Delivered,South
O004500,CU03599,P084,W001,2026-04-16,2026-04-20,12,1221.81,Medium,Delivered,South
O004501,CU10328,P011,W011,2026-10-14,2026-10-18,13,1428.84,Medium,Delivered,South
O004502,CU08437,P019,W003,2026-09-10,2026-09-14,6,1619.04,Low,Delivered,North
O004503,CU03699,P041,W010,2026-08-13,2026-08-17,15,1836.19,High,Delivered,South
O004504,CU08364,P017,W022,2026-05-21,2026-05-28,8,1531.05,Low,Delivered,West
O004505,CU08714,P040,W028,2026-05-17,2026-05-24,13,1600.78,Medium,Delivered,West
O004506,CU09104,P061,W014,2026-10-28,2026-11-01,10,2377.45,Critical,Delivered,South
O004507,CU15156,P029,W010,2026-11-27,2026-12-04,2,1884.63,Low,Delivered,South
O004508,CU05932,P064,W023,2026-08-23,2026-08-30,8,1049.36,Critical,Delivered,North
O004509,CU06855,P058,W030,2026-03-09,2026-03-16,1,1481.9,Critical,Delivered,South
O004510,CU08769,P055,W020,2026-07-23,2026-07-28,9,1521.29,Critical,Delivered,South
O004511,CU14536,P059,W025,2026-12-14,2026-12-20,4,1457.23,High,Delivered,South
O004512,CU05099,P089,W026,2026-12-02,2026-12-08,15,1582.11,Medium,Delivered,West
O004513,CU07682,P064,W025,2026-08-26,2026-08-31,9,1049.36,Medium,Delivered,South
O004514,CU16828,P024,W024,2026-02-18,2026-02-22,5,1890.71,High,Delivered,South
O004515,CU08675,P036,W028,2026-06-18,2026-06-23,3,1498.01,Critical,Delivered,West
O004516,CU01669,P057,W004,2026-04-20,2026-04-26,2,1566.39,Medium,Delivered,South
O004517,CU09106,P030,W024,2026-12-09,2026-12-13,7,2508.28,Critical,Delivered,South
O004518,CU06891,P017,W029,2026-02-15,2026-02-21,14,1531.05,Low,Delivered,North
O004519,CU09594,P034,W006,2026-11-03,2026-11-08,13,1274.41,Medium,Delivered,West
O004520,CU08534,P024,W006,2026-06-12,2026-06-17,9,1890.71,Medium,Delivered,West
O004521,CU04242,P021,W027,2026-07-24,2026-07-31,6,2276.14,Medium,Delivered,East
O004522,CU08288,P001,W014,2026-03-31,2026-04-04,4,1828.71,High,Delivered,South
O004523,CU04076,P037,W015,2026-05-03,2026-05-09,12,1837.25,Low,Delivered,South
O004524,CU18041,P014,W011,2026-03-05,2026-03-09,15,2468.18,High,Delivered,South
O004525,CU06927,P005,W012,2026-01-26,2026-01-31,9,1489.32,High,Delivered,West
O004526,CU00932,P059,W018,2026-04-05,2026-04-10,4,1457.23,Medium,Delivered,West
O004527,CU19181,P055,W013,2026-10-07,2026-10-13,13,1521.29,Critical,Delivered,North
O004528,CU18745,P085,W030,2026-06-05,2026-06-10,6,1638.45,Low,Delivered,South
O004529,CU09571,P039,W018,2026-03-24,2026-03-29,11,1579.48,Medium,Delivered,West
O004530,CU08283,P071,W025,2026-12-05,2026-12-10,9,1449.26,Critical,Delivered,South
O004531,CU08849,P077,W010,2026-09-15,2026-09-22,12,1618.08,Low,Delivered,South
O004532,CU04704,P058,W028,2026-02-07,2026-02-11,10,1481.9,Medium,Delivered,West
O004533,CU08311,P016,W011,2026-07-24,2026-07-29,7,1877.81,High,Delivered,South
O004534,CU03953,P002,W004,2026-08-28,2026-09-03,3,2277.32,High,Delivered,South
O004535,CU04445,P005,W021,2026-11-01,2026-11-06,9,1489.32,Low,Delivered,South
O004536,CU00737,P032,W028,2026-03-28,2026-04-01,1,1577.18,Medium,Delivered,West
O004537,CU02472,P075,W028,2026-03-21,2026-03-26,9,1797.15,High,Delivered,West
O004538,CU02796,P071,W016,2026-10-02,2026-10-07,2,1449.26,High,Delivered,West
O004539,CU19329,P073,W009,2026-09-10,2026-09-14,13,2049.17,Critical,Delivered,North
O004540,CU04317,P066,W004,2026-04-09,2026-04-14,13,2195.84,High,Delivered,South
O004541,CU11464,P045,W012,2026-06-09,2026-06-14,11,1401.0,Critical,Delivered,West
O004542,CU15454,P005,W024,2026-03-19,2026-03-24,2,1489.32,Medium,Delivered,South
O004543,CU13849,P091,W015,2026-09-06,2026-09-11,3,1764.05,Low,Delivered,South
O004544,CU15960,P053,W016,2026-09-21,2026-09-27,12,1638.29,Low,Delivered,West
O004545,CU18793,P093,W024,2026-05-14,2026-05-21,5,2141.57,Medium,Delivered,South
O004546,CU14813,P065,W012,2026-03-09,2026-03-14,5,1558.03,Low,Delivered,West
O004547,CU06512,P043,W009,2026-05-27,2026-05-31,6,2352.24,Critical,Delivered,North
O004548,CU17275,P098,W007,2026-05-22,2026-05-29,1,1551.28,Low,Delivered,East
O004549,CU17163,P020,W016,2026-06-06,2026-06-11,4,1566.77,Critical,Delivered,West
O004550,CU04008,P086,W027,2026-09-08,2026-09-15,10,1780.69,Critical,Delivered,East
O004551,CU14950,P073,W016,2026-11-03,2026-11-09,5,2049.17,Low,Delivered,West
O004552,CU08893,P092,W018,2026-06-28,2026-07-02,5,1859.79,High,Delivered,West
O004553,CU07443,P009,W002,2026-04-13,2026-04-19,7,2438.98,Medium,Delivered,West
O004554,CU10195,P038,W001,2026-05-17,2026-05-23,8,1677.89,Critical,Delivered,South
O004555,CU15737,P065,W009,2026-01-07,2026-01-13,15,1558.03,Low,Delivered,North
O004556,CU07954,P011,W022,2026-03-19,2026-03-24,7,1428.84,Low,Delivered,West
O004557,CU03270,P042,W027,2026-08-13,2026-08-20,14,1908.24,High,Delivered,East
O004558,CU17864,P090,W002,2026-11-16,2026-11-22,15,2191.23,Critical,Delivered,West
O004559,CU02565,P027,W009,2026-02-14,2026-02-20,8,1865.83,Low,Delivered,North
O004560,CU14453,P057,W030,2026-10-22,2026-10-29,15,1566.39,Low,Delivered,South
O004561,CU11118,P016,W003,2026-01-13,2026-01-19,3,1877.81,Low,Delivered,North
O004562,CU09203,P054,W027,2026-02-11,2026-02-17,11,1873.41,High,Delivered,East
O004563,CU15652,P008,W026,2026-01-02,2026-01-07,15,1754.19,High,Delivered,West
O004564,CU19402,P031,W027,2026-10-03,2026-10-10,5,2221.11,Medium,Delivered,East
O004565,CU03902,P013,W011,2026-04-04,2026-04-11,9,2214.66,Low,Delivered,South
O004566,CU19106,P069,W012,2026-07-16,2026-07-22,12,1609.53,Medium,Delivered,West
O004567,CU03348,P063,W007,2026-06-18,2026-06-24,3,2106.53,Low,Delivered,East
O004568,CU04870,P074,W011,2026-09-10,2026-09-14,15,2182.61,Medium,Delivered,South
O004569,CU08103,P072,W013,2026-02-16,2026-02-22,4,1671.96,High,Delivered,North
O004570,CU16838,P097,W001,2026-10-10,2026-10-17,11,2092.9,High,Delivered,South
O004571,CU17012,P002,W030,2026-04-12,2026-04-18,13,2277.32,Medium,Delivered,South
O004572,CU06345,P027,W011,2026-03-25,2026-04-01,15,1865.83,Critical,Delivered,South
O004573,CU03722,P080,W028,2026-09-23,2026-09-30,11,1828.94,Low,Delivered,West
O004574,CU00961,P028,W014,2026-11-22,2026-11-28,13,1832.07,Medium,Delivered,South
O004575,CU08613,P082,W027,2026-05-05,2026-05-12,6,1477.02,Low,Delivered,East
O004576,CU01297,P033,W010,2026-05-23,2026-05-31,7,1930.74,Low,Delivered,South
O004577,CU18281,P048,W015,2026-02-20,2026-02-25,10,2211.5,High,Delivered,South
O004578,CU09409,P087,W014,2026-03-27,2026-04-02,8,1689.96,Low,Delivered,South
O004579,CU00891,P005,W013,2026-08-14,2026-08-20,13,1489.32,High,Delivered,North
O004580,CU00965,P054,W021,2026-07-19,2026-07-23,9,1873.41,Low,Delivered,South
O004581,CU03843,P043,W011,2026-10-07,2026-10-14,3,2352.24,Low,Delivered,South
O004582,CU19265,P003,W001,2026-10-29,2026-11-05,13,1382.34,Medium,Delivered,South
O004583,CU11834,P050,W017,2026-11-28,2026-12-05,15,1681.79,Medium,Delivered,East
O004584,CU15908,P041,W022,2026-06-30,2026-07-05,7,1836.19,High,Delivered,West
O004585,CU01199,P004,W013,2026-05-22,2026-05-29,4,1506.02,Low,Delivered,North
O004586,CU17550,P061,W012,2026-04-20,2026-04-25,11,2377.45,Critical,Delivered,West
O004587,CU05895,P038,W027,2026-03-08,2026-03-15,3,1677.89,Medium,Delivered,East
O004588,CU19816,P026,W008,2026-09-28,2026-10-03,4,2151.64,Medium,Delivered,West
O004589,CU03970,P027,W001,2026-08-20,2026-08-27,3,1865.83,Critical,Delivered,South
O004590,CU16832,P016,W027,2026-10-13,2026-10-20,11,1877.81,Medium,Delivered,East
O004591,CU10403,P041,W006,2026-09-09,2026-09-14,13,1836.19,High,Delivered,West
O004592,CU07614,P050,W024,2026-11-13,2026-11-17,5,1681.79,Low,Delivered,South
O004593,CU06786,P060,W023,2026-06-22,2026-06-30,3,1950.06,Medium,Delivered,North
O004594,CU13736,P088,W030,2026-04-22,2026-04-29,2,1756.58,Medium,Delivered,South
O004595,CU19942,P033,W011,2026-02-22,2026-03-01,14,1930.74,Critical,Delivered,South
O004596,CU15417,P002,W017,2026-11-10,2026-11-17,4,2277.32,High,Delivered,East
O004597,CU06510,P054,W008,2026-02-09,2026-02-15,10,1873.41,High,Delivered,West
O004598,CU12493,P034,W024,2026-03-06,2026-03-10,5,1274.41,Medium,Delivered,South
O004599,CU13223,P042,W014,2026-12-30,2027-01-05,9,1908.24,Critical,Pending,South
O004600,CU02987,P092,W009,2026-08-01,2026-08-07,2,1859.79,Medium,Delivered,North
O004601,CU13027,P027,W001,2026-03-27,2026-04-03,9,1865.83,Medium,Delivered,South
O004602,CU15052,P034,W009,2026-06-11,2026-06-18,1,1274.41,High,Delivered,North
O004603,CU05103,P065,W022,2026-02-27,2026-03-04,6,1558.03,Medium,Delivered,West
O004604,CU02211,P034,W012,2026-12-18,2026-12-24,5,1274.41,High,Delivered,West
O004605,CU19183,P043,W008,2026-07-26,2026-07-31,1,2352.24,High,Delivered,West
O004606,CU18004,P091,W001,2026-09-14,2026-09-18,4,1764.05,High,Delivered,South
O004607,CU00506,P040,W010,2026-03-11,2026-03-15,5,1600.78,Low,Delivered,South
O004608,CU00800,P003,W030,2026-08-26,2026-09-03,5,1382.34,Critical,Delivered,South
O004609,CU05126,P013,W012,2026-05-10,2026-05-16,3,2214.66,High,Delivered,West
O004610,CU08641,P001,W022,2026-03-09,2026-03-14,6,1828.71,Critical,Delivered,West
O004611,CU04979,P026,W006,2026-04-29,2026-05-03,9,2151.64,Medium,Delivered,West
O004612,CU10446,P005,W019,2026-11-26,2026-12-02,9,1489.32,High,Delivered,North
O004613,CU15015,P028,W010,2026-07-03,2026-07-10,14,1832.07,Medium,Delivered,South
O004614,CU01503,P098,W009,2026-01-25,2026-01-30,6,1551.28,High,Delivered,North
O004615,CU06535,P042,W010,2026-08-18,2026-08-24,5,1908.24,Low,Delivered,South
O004616,CU05084,P032,W013,2026-10-22,2026-10-28,2,1577.18,Low,Delivered,North
O004617,CU13278,P056,W005,2026-05-22,2026-05-27,4,2450.17,Low,Delivered,South
O004618,CU18450,P095,W001,2026-09-14,2026-09-19,12,2018.8,Low,Delivered,South
O004619,CU18822,P019,W010,2026-08-10,2026-08-17,1,1619.04,Low,Delivered,South
O004620,CU19810,P097,W015,2026-06-18,2026-06-24,4,2092.9,Critical,Delivered,South
O004621,CU14506,P030,W006,2026-09-02,2026-09-07,2,2508.28,Low,Delivered,West
O004622,CU16220,P064,W002,2026-01-17,2026-01-23,8,1049.36,Critical,Delivered,West
O004623,CU09284,P022,W016,2026-10-07,2026-10-11,9,1443.59,Medium,Delivered,West
O004624,CU19255,P025,W014,2026-07-05,2026-07-10,2,1278.22,Low,Delivered,South
O004625,CU08216,P040,W006,2026-01-30,2026-02-04,8,1600.78,Low,Delivered,West
O004626,CU12301,P039,W026,2026-03-03,2026-03-09,8,1579.48,Critical,Delivered,West
O004627,CU09982,P016,W006,2026-02-27,2026-03-03,1,1877.81,High,Delivered,West
O004628,CU14763,P047,W018,2026-02-24,2026-03-03,13,1495.14,Critical,Delivered,West
O004629,CU16025,P058,W009,2026-01-20,2026-01-25,5,1481.9,Critical,Delivered,North
O004630,CU19690,P087,W017,2026-04-20,2026-04-24,10,1689.96,Critical,Delivered,East
O004631,CU08790,P014,W021,2026-08-29,2026-09-02,13,2468.18,Low,Delivered,South
O004632,CU03093,P035,W014,2026-04-08,2026-04-13,4,1875.22,Low,Delivered,South
O004633,CU03558,P015,W022,2026-12-24,2026-12-29,1,1904.84,Critical,Delivered,West
O004634,CU09044,P057,W013,2026-07-28,2026-08-03,4,1566.39,Low,Delivered,North
O004635,CU08697,P056,W028,2026-01-08,2026-01-13,6,2450.17,High,Delivered,West
O004636,CU04244,P086,W010,2026-09-15,2026-09-20,15,1780.69,Low,Delivered,South
O004637,CU05223,P052,W006,2026-04-29,2026-05-03,14,1581.06,Critical,Delivered,West
O004638,CU09514,P003,W010,2026-10-21,2026-10-29,2,1382.34,High,Delivered,South
O004639,CU01401,P069,W028,2026-08-09,2026-08-14,13,1609.53,Medium,Delivered,West
O004640,CU00760,P019,W010,2026-04-30,2026-05-07,7,1619.04,Medium,Delivered,South
O004641,CU19262,P051,W004,2026-10-11,2026-10-15,13,2002.77,Medium,Delivered,South
O004642,CU10112,P085,W016,2026-05-08,2026-05-13,6,1638.45,Medium,Delivered,West
O004643,CU17545,P068,W002,2026-02-18,2026-02-22,5,1573.67,Critical,Delivered,West
O004644,CU08631,P095,W030,2026-07-03,2026-07-08,13,2018.8,Medium,Delivered,South
O004645,CU12592,P057,W021,2026-03-08,2026-03-15,15,1566.39,Medium,Delivered,South
O004646,CU06119,P100,W012,2026-11-21,2026-11-27,10,1663.66,Critical,Delivered,West
O004647,CU15674,P038,W019,2026-12-24,2026-12-29,11,1677.89,Critical,Delivered,North
O004648,CU01751,P024,W024,2026-11-09,2026-11-13,5,1890.71,Low,Delivered,South
O004649,CU13777,P086,W010,2026-03-03,2026-03-08,10,1780.69,High,Delivered,South
O004650,CU08136,P039,W026,2026-03-07,2026-03-13,12,1579.48,Critical,Delivered,West
O004651,CU04922,P087,W024,2026-06-30,2026-07-06,9,1689.96,Low,Delivered,South
O004652,CU03619,P065,W015,2026-03-13,2026-03-17,15,1558.03,Medium,Delivered,South
O004653,CU06155,P068,W026,2026-08-26,2026-08-31,14,1573.67,Medium,Delivered,West
O004654,CU13035,P077,W025,2026-10-27,2026-11-02,6,1618.08,High,Delivered,South
O004655,CU05985,P043,W024,2026-10-17,2026-10-24,7,2352.24,High,Delivered,South
O004656,CU02013,P073,W003,2026-01-13,2026-01-17,7,2049.17,Critical,Delivered,North
O004657,CU04021,P040,W026,2026-01-01,2026-01-06,7,1600.78,Critical,Delivered,West
O004658,CU08877,P019,W026,2026-12-17,2026-12-23,4,1619.04,Medium,Delivered,West
O004659,CU11840,P086,W009,2026-05-12,2026-05-18,8,1780.69,Medium,Delivered,North
O004660,CU08642,P064,W010,2026-02-08,2026-02-12,6,1049.36,Critical,Delivered,South
O004661,CU19740,P002,W001,2026-12-20,2026-12-25,8,2277.32,Medium,Delivered,South
O004662,CU14919,P043,W030,2026-11-01,2026-11-09,15,2352.24,High,Delivered,South
O004663,CU07891,P056,W004,2026-05-19,2026-05-24,1,2450.17,Critical,Delivered,South
O004664,CU02117,P076,W016,2026-01-17,2026-01-21,13,1517.74,Low,Delivered,West
O004665,CU10874,P081,W028,2026-09-22,2026-09-28,12,1828.86,Medium,Delivered,West
O004666,CU17525,P080,W026,2026-01-29,2026-02-03,6,1828.94,High,Delivered,West
O004667,CU10441,P002,W020,2026-03-03,2026-03-09,3,2277.32,Low,Delivered,South
O004668,CU00825,P030,W016,2026-12-17,2026-12-22,15,2508.28,High,Delivered,West
O004669,CU14001,P014,W006,2026-06-13,2026-06-18,10,2468.18,Critical,Delivered,West
O004670,CU03329,P037,W011,2026-11-13,2026-11-20,11,1837.25,Medium,Delivered,South
O004671,CU15112,P025,W004,2026-12-04,2026-12-09,12,1278.22,Medium,Delivered,South
