supplier_id,date,weather_signal,congestion_signal,demand_pressure,observed_delay_fraction,onset_today,active_disruption
S022,2028-12-07,0.5409214003,0.4528868328,0.3040643473,0.3,0,0
S022,2028-12-08,0.4757912397,0.4965583495,0.3397839263,0.2,0,0
S022,2028-12-09,0.4666820983,0.4303159453,0.3905009686,0.05,0,0
S022,2028-12-10,0.450145881,0.3497232947,0.3432300698,0.25,0,0
S022,2028-12-11,0.4890971985,0.3169175876,0.4298814768,0.15,0,0
S022,2028-12-12,0.471053661,0.4036036905,0.4484109134,0.25,0,0
S022,2028-12-13,0.4742134612,0.3370705193,0.3626773058,0.1,0,0
S022,2028-12-14,0.4096430895,0.2901034339,0.4159341982,0.1,0,0
S022,2028-12-15,0.4937425358,0.3950297139,0.3492903136,0.1,0,0
S022,2028-12-16,0.4627383359,0.4462601224,0.3756986589,0.15,0,0
S022,2028-12-17,0.5261115936,0.4387020491,0.3756638608,0.1,0,0
S022,2028-12-18,0.4531214456,0.4451602381,0.220857196,0.2,0,0
S022,2028-12-19,0.4758600687,0.4184114281,0.2141986353,0.15,0,0
S022,2028-12-20,0.4652330535,0.2651011004,0.1339390631,0.2,0,0
S022,2028-12-21,0.4048676414,0.2641440216,0.3300673441,0.05,0,0
S022,2028-12-22,0.4309639163,0.3496273481,0.3533979099,0.25,0,0
S022,2028-12-23,0.3642479166,0.4762976722,0.3902334773,0.15,0,0
S022,2028-12-24,0.4053162677,0.5444371007,0.3480119967,0.1,0,0
S022,2028-12-25,0.4249787572,0.5903509855,0.423347756,0.15,0,0
S022,2028-12-26,0.3632229588,0.452399796,0.4809785352,0.2,0,0
S022,2028-12-27,0.427448717,0.5854163923,0.3518931516,0.1,0,0
S022,2028-12-28,0.4425595518,0.5827848216,0.3832988144,0.15,0,0
S022,2028-12-29,0.4403240783,0.5226006637,0.3666151566,0.1,0,0
S022,2028-12-30,0.3467572754,0.5270228777,0.4165641935,0.2,0,0
S023,2027-01-01,0.3080982396,0.3319080673,0.5239063706,0.05,0,0
S023,2027-01-02,0.359170573,0.3738289508,0.7199459508,0.2,0,0
S023,2027-01-03,0.3300711866,0.315713789,0.7171631308,0.15,0,0
S023,2027-01-04,0.4664547355,0.3863967889,0.6523969642,0.05,0,0
S023,2027-01-05,0.4841835773,0.4404810676,0.6257484204,0.2,0,0
S023,2027-01-06,0.5338083933,0.338252444,0.6910848523,0.2,0,0
S023,2027-01-07,0.5028971641,0.1847424168,0.6988901199,0.2,0,0
S023,2027-01-08,0.4910105284,0.2037425508,0.6140660569,0.3,0,0
S023,2027-01-09,0.519388936,0.1872010774,0.729018182,0.2,0,0
S023,2027-01-10,0.5642384964,0.1959687483,0.4602838414,0.1,0,0
S023,2027-01-11,0.3573301893,0.2059372089,0.4826051213,0.15,0,0
S023,2027-01-12,0.4796571136,0.1664957565,0.6931089824,0.2,0,0
S023,2027-01-13,0.2947454943,0.2278799329,0.6088352819,0,0,0
S023,2027-01-14,0.1851360188,0.1898384928,0.5591612086,0.05,0,0
S023,2027-01-15,0.3339518426,0.1168867402,0.5441849457,0,0,0
S023,2027-01-16,0.3170948393,0.1463039194,0.4879709687,0.1,0,0
S023,2027-01-17,0.3647823018,0.09014488903,0.4205664416,0,0,0
S023,2027-01-18,0.4325033134,0.1935662619,0.3584789438,0.1,0,0
S023,2027-01-19,0.399740064,0.1465172789,0.3226091929,0.05,0,0
S023,2027-01-20,0.3742198605,0.1082860145,0.3707670999,0.05,0,0
S023,2027-01-21,0.4339280505,0,0.3727300171,0.35,0,0
S023,2027-01-22,0.4242925825,0.1860408081,0.4589417554,0.15,0,0
S023,2027-01-23,0.3899611524,0.2159140278,0.4942007685,0.15,0,0
S023,2027-01-24,0.315258895,0.3667242263,0.4553714566,0,0,0
S023,2027-01-25,0.2587000162,0.3274852636,0.4897730362,0.15,0,0
S023,2027-01-26,0.4790337101,0.3175358912,0.6874283763,0.15,0,0
S023,2027-01-27,0.4147993403,0.3738910133,0.6799305957,0.2,0,0
S023,2027-01-28,0.4057326336,0.2928265276,0.7829886261,0.15,0,0
S023,2027-01-29,0.4069504363,0.367650106,0.7647550209,0.7,1,1
S023,2027-01-30,0.4665617893,0.3729264721,0.8840930022,0.25,0,1
S023,2027-01-31,0.565415045,0.4690311749,0.7655368959,0.65,0,1
S023,2027-02-01,0.4499528131,0.4864814834,0.8794730169,0.2,0,0
S023,2027-02-02,0.5350246461,0.5500605151,0.8774353343,0.4,0,0
S023,2027-02-03,0.4710748079,0.3864656452,0.7577986542,0.2,0,0
S023,2027-02-04,0.469874661,0.3886376626,0.6232554889,0.25,0,0
S023,2027-02-05,0.4443967971,0.238769828,0.5302210882,0.2,0,0
S023,2027-02-06,0.4045891739,0.2257807652,0.4496831927,0.15,0,0
S023,2027-02-07,0.3928251931,0.2756993935,0.3698542927,0.15,0,0
S023,2027-02-08,0.37561018,0.2856998412,0.3386388282,0.2,0,0
S023,2027-02-09,0.3152075752,0.2522178844,0.3237379436,0,0,0
S023,2027-02-10,0.1811238924,0.3190062973,0.3960718659,0,0,0
S023,2027-02-11,0.3764328257,0.2997619365,0.4097104536,0,0,0
S023,2027-02-12,0.3488923027,0.2047305212,0.4584451794,0.2,0,0
S023,2027-02-13,0.333798991,0.1382904093,0.5711853955,0.15,0,0
S023,2027-02-14,0.284491838,0.06713516184,0.6700657679,0,0,0
S023,2027-02-15,0.2923708791,0.110375424,0.5836202783,0.15,0,0
S023,2027-02-16,0.2377203273,0.04714494019,0.6866063133,0.1,0,0
S023,2027-02-17,0.2973590475,0.1798943354,0.6313966679,0.15,0,0
S023,2027-02-18,0.238615199,0.2698614889,0.5853683991,0.1,0,0
S023,2027-02-19,0.211562797,0.2485225462,0.6050369798,0.15,0,0
S023,2027-02-20,0.2132847459,0.2111670426,0.5918381911,0.1,0,0
S023,2027-02-21,0.1866695389,0.2521571254,0.4837426507,0.1,0,0
S023,2027-02-22,0.1430744465,0.2017915431,0.414663945,0,0,0
S023,2027-02-23,0.1204273898,0.3077070226,0.4344109503,0.05,0,0
S023,2027-02-24,0.1518833982,0.3302885561,0.3687093195,0.15,0,0
S023,2027-02-25,0.1320410958,0.3427870426,0.518547718,0,0,0
S023,2027-02-26,0.09933585708,0.4663699734,0.4948760071,0,0,0
S023,2027-02-27,0.08683869442,0.4292208449,0.4936952261,0.05,0,0
S023,2027-02-28,0.2419010002,0.525882784,0.4674529111,0.1,0,0
S023,2027-03-01,0.2708666914,0.4845183698,0.4167859136,0.15,0,0
S023,2027-03-02,0.2959440209,0.3783347209,0.3837502473,0.15,0,0
S023,2027-03-03,0.4947345913,0.3686771388,0.4401267319,0.1,0,0
S023,2027-03-04,0.4728708194,0.4929819081,0.3996290037,0.15,0,0
S023,2027-03-05,0.4206185344,0.4493178877,0.3543281352,0.1,0,0
S023,2027-03-06,0.458569135,0.4425767503,0.2678103612,0.1,0,0
S023,2027-03-07,0.380237167,0.4543505531,0.276992001,0.15,0,0
S023,2027-03-08,0.3656840496,0.3619161783,0.2868792796,0.25,0,0
S023,2027-03-09,0.2173380999,0.3486954466,0.2785454757,0.15,0,0
S023,2027-03-10,0.1817816358,0.3210453259,0.4629799181,0.1,0,0
S023,2027-03-11,0.1830094941,0.420021842,0.4084261627,0.05,0,0
S023,2027-03-12,0.2014433132,0.3941909904,0.5027512145,0.15,0,0
S023,2027-03-13,0.0640729359,0.3582270939,0.5699621278,0.6,1,1
S023,2027-03-14,0.07824646214,0.3196602491,0.452511982,0.4,0,1
S023,2027-03-15,0.1017263514,0.4436766099,0.4603848014,0.45,0,1
S023,2027-03-16,0.1373028573,0.496605203,0.388348896,0.4,0,1
S023,2027-03-17,0.2292713611,0.5503058853,0.3848418346,0.05,0,0
S023,2027-03-18,0.2771477309,0.4882940444,0.3679677094,0.25,0,0
S023,2027-03-19,0.2975228955,0.5295867163,0.4010284743,0.25,0,0
S023,2027-03-20,0.3610496426,0.5550606671,0.2920243984,0.25,0,0
S023,2027-03-21,0.3960767021,0.5331542782,0.298844441,0.15,0,0
S023,2027-03-22,0.4617111099,0.4047554667,0.3268387502,0.05,0,0
S023,2027-03-23,0.422906191,0.4352332907,0.3096067375,0.1,0,0
S023,2027-03-24,0.3921077023,0.3861027226,0.3024949933,0.2,0,0
S023,2027-03-25,0.3725116775,0.3060488963,0.2355435776,0.1,0,0
S023,2027-03-26,0.4677711899,0.3883681094,0.1993495033,0.1,0,0
S023,2027-03-27,0.4513380981,0.4706271855,0.1970338887,0.1,0,0
S023,2027-03-28,0.4942639782,0.342505963,0.04708074398,0.35,0,0
S023,2027-03-29,0.4430378741,0.3095990451,0.1501982091,0.15,0,0
S023,2027-03-30,0.3147162163,0.3253024529,0.09870570414,0.1,0,0
S023,2027-03-31,0.2497327812,0.3795929918,0.1195197351,0.15,0,0
S023,2027-04-01,0.2509054794,0.2899505721,0.2737191939,0.1,0,0
S023,2027-04-02,0.3023440109,0.2461771373,0.2722248106,0.05,0,0
S023,2027-04-03,0.4166545775,0.1351051738,0.3001575538,0.65,1,1
S023,2027-04-04,0.5877171333,0.1647066547,0.2314681415,0.55,0,1
S023,2027-04-05,0.564617501,0.2043592869,0.2723547144,0.55,0,1
S023,2027-04-06,0.540269292,0.27472709,0.3407817401,0.2,0,0
S023,2027-04-07,0.5722898012,0.34339237,0.2895517938,0,0,0
S023,2027-04-08,0.6317602159,0.3775381775,0.3747803178,0.15,0,0
S023,2027-04-09,0.5849233764,0.3390037394,0.3966525755,0.1,0,0
S023,2027-04-10,0.5437836631,0.2965734977,0.4765536834,0.05,0,0
S023,2027-04-11,0.5333554465,0.2374697587,0.5015061496,0.1,0,0
S023,2027-04-12,0.505620089,0.1908296668,0.5309250513,0.1,0,0
S023,2027-04-13,0.4865348721,0.1914201463,0.5110396924,0.1,0,0
S023,2027-04-14,0.4429807,0.164320299,0.5810345789,0.25,0,0
S023,2027-04-15,0.569768581,0.2194668474,0.4944212494,0.3,0,0
S023,2027-04-16,0.5631966938,0.3226465198,0.4550744546,0.2,0,0
S023,2027-04-17,0.5269657392,0.3666346033,0.404467103,0.1,0,0
S023,2027-04-18,0.625687802,0.4502084585,0.4443900454,0.4,0,0
S023,2027-04-19,0.6537545877,0.4692892319,0.4695346321,0.45,1,1
S023,2027-04-20,0.6836464165,0.3060472106,0.4075384481,0.55,0,1
S023,2027-04-21,0.6606459993,0.3230445356,0.324936519,0.6,0,1
S023,2027-04-22,0.6519015001,0.2892195661,0.2938149742,0.05,0,0
S023,2027-04-23,0.5220920354,0.2355157415,0.3020245494,0.2,0,0
S023,2027-04-24,0.4700316293,0.3139667366,0.3962178949,0.2,0,0
S023,2027-04-25,0.4793144451,0.3234498622,0.3566492279,0.35,1,1
S023,2027-04-26,0.3415338823,0.232377813,0.4445373076,0.55,0,1
S023,2027-04-27,0.3437688923,0.4124180512,0.4695799162,0.35,0,1
S023,2027-04-28,0.415266315,0.4373554719,0.473229163,0.25,0,1
S023,2027-04-29,0.4347053228,0.3815384722,0.5491621342,0.2,0,0
S023,2027-04-30,0.5268982867,0.350615125,0.4276627731,0.2,0,0
S023,2027-05-01,0.5077722083,0.4257852273,0.4565884635,0.1,0,0
S023,2027-05-02,0.5333596105,0.309489454,0.4549248129,0.4,0,0
S023,2027-05-03,0.455517499,0.2932177224,0.4323243389,0.2,0,0
S023,2027-05-04,0.5799605834,0.3656007502,0.3609722993,0.2,0,0
S023,2027-05-05,0.6230884958,0.4633438291,0.2875330045,0.05,0,0
S023,2027-05-06,0.4915041222,0.4250148306,0.2636500101,0.15,0,0
S023,2027-05-07,0.5110008939,0.3394577935,0.3500524499,0.25,0,0
S023,2027-05-08,0.63181619,0.3092377913,0.2973610759,0.35,0,0
S023,2027-05-09,0.7026358189,0.3602798471,0.4978350079,0.55,1,1
S023,2027-05-10,0.6248598056,0.4022124504,0.558819111,0.6,0,1
S023,2027-05-11,0.4516651029,0.5254860013,0.4727901512,0.4,0,1
S023,2027-05-12,0.4818078707,0.5422872787,0.3640661246,0.45,0,1
S023,2027-05-13,0.5358441603,0.4696161278,0.3716203686,0.5,0,1
S023,2027-05-14,0.6598343759,0.5079828736,0.4222872404,0.5,1,1
S023,2027-05-15,0.5774769488,0.3755506211,0.3524195615,0.55,0,1
S023,2027-05-16,0.6230982429,0.4547121586,0.2667096597,0.5,0,1
S023,2027-05-17,0.5486705004,0.5180400451,0.4022789597,0.4,0,1
S023,2027-05-18,0.4620672673,0.5354274974,0.3615767696,0.45,0,1
S023,2027-05-19,0.4703771612,0.5455362324,0.3185133265,0.25,0,0
S023,2027-05-20,0.4375164662,0.4778381535,0.3467271326,0.1,0,0
S023,2027-05-21,0.417264062,0.4637812898,0.4846283439,0.05,0,0
S023,2027-05-22,0.4914838487,0.5699965061,0.5053588584,0.15,0,0
S023,2027-05-23,0.4694955951,0.6094471191,0.6328661802,0.2,0,0
S023,2027-05-24,0.5041872532,0.4350593798,0.5399374632,0.5,1,1
S023,2027-05-25,0.36719621,0.3572676802,0.4493164643,0.3,0,1
S023,2027-05-26,0.3205751959,0.2498086327,0.3807032776,0.15,0,0
S023,2027-05-27,0.2997629032,0.2566173956,0.3565921372,0,0,0
S023,2027-05-28,0.4295780787,0.188055895,0.358687096,0.05,0,0
S023,2027-05-29,0.4390742472,0.3122382668,0.3267026734,0.25,0,0
S023,2027-05-30,0.3938184432,0.3136927188,0.3121213041,0.3,0,0
S023,2027-05-31,0.3585117856,0.1701916323,0.4162674361,0.15,0,0
S023,2027-06-01,0.3181336062,0.1544715205,0.5064946488,0.2,0,0
S023,2027-06-02,0.3566201248,0.2480183981,0.5505183994,0.2,0,0
S023,2027-06-03,0.3492915462,0.1971917299,0.4970204642,0.3,0,0
S023,2027-06-04,0.3551459443,0.1106586842,0.3793279566,0.05,0,0
S023,2027-06-05,0.2555841499,0.1174067675,0.5676256315,0.15,0,0
S023,2027-06-06,0.2394412986,0.1723038632,0.5954767202,0.15,0,0
S023,2027-06-07,0.2493834158,0.1765420369,0.6282248035,0.1,0,0
S023,2027-06-08,0.2661259839,0.16940871,0.7041832363,0.15,0,0
S023,2027-06-09,0.2743525944,0.03867039321,0.6721083915,0.05,0,0
S023,2027-06-10,0.3286002758,0,0.598981466,0.15,0,0
S023,2027-06-11,0.256075538,0,0.758123928,0.05,0,0
S023,2027-06-12,0.2584298165,0,0.7186974555,0.15,0,0
S023,2027-06-13,0.2421007817,0.00275358118,0.70054657,0.15,0,0
S023,2027-06-14,0.2051427231,0.1198944573,0.7314965863,0.05,0,0
S023,2027-06-15,0.2915380867,0.1189564887,0.6378629076,0.1,0,0
S023,2027-06-16,0.2118878307,0.1650110814,0.6422462827,0.1,0,0
S023,2027-06-17,0.1420473782,0.2525289626,0.5768231151,0,0,0
S023,2027-06-18,0.1405008062,0.2192059589,0.565292014,0.15,0,0
S023,2027-06-19,0.1893850875,0.1966340149,0.5225674846,0.05,0,0
S023,2027-06-20,0.3096600331,0.1475235661,0.5877687464,0,0,0
S023,2027-06-21,0.3646533972,0.2845579261,0.6451607446,0.4,1,1
S023,2027-06-22,0.3244292778,0.2578321997,0.5463233736,0.5,0,1
S023,2027-06-23,0.2921511446,0.2524970633,0.5085811919,0.1,0,0
S023,2027-06-24,0.2703936339,0.3623217744,0.4815240591,0.15,0,0
S023,2027-06-25,0.3449905954,0.250475034,0.3718856554,0.15,0,0
S023,2027-06-26,0.4458221957,0.263526964,0.5286449671,0.05,0,0
S023,2027-06-27,0.4326300188,0.3639395224,0.4681753996,0.1,0,0
S023,2027-06-28,0.5994302754,0.2613734648,0.3185045439,0.1,0,0
S023,2027-06-29,0.5286177693,0.2705615845,0.3294364106,0.25,0,0
S023,2027-06-30,0.5004788274,0.2763216777,0.2979981464,0.15,0,0
S023,2027-07-01,0.5469546533,0.3830892705,0.291087135,0.2,0,0
S023,2027-07-02,0.5620508276,0.2944104673,0.2938135349,0.35,1,1
S023,2027-07-03,0.5491458607,0.2711297565,0.3700924734,0.65,0,1
S023,2027-07-04,0.6031724533,0.2079898095,0.4733379008,0.55,0,1
S023,2027-07-05,0.5672115124,0.09171181812,0.3441209527,0.35,0,1
S023,2027-07-06,0.5019171402,0.04735838714,0.4382562446,0,0,0
S023,2027-07-07,0.5440851803,0.1346838979,0.4217071619,0.1,0,0
S023,2027-07-08,0.6252184339,0.2059320806,0.3827334667,0.15,0,0
S023,2027-07-09,0.637043268,0.2308753081,0.3532654134,0.1,0,0
S023,2027-07-10,0.6114862328,0.2401176089,0.4057961284,0.15,0,0
S023,2027-07-11,0.7103249838,0.3416328417,0.3455822496,0.2,0,0
S023,2027-07-12,0.6907028234,0.3597141576,0.3528140227,0.45,0,0
S023,2027-07-13,0.6762556021,0.3551589891,0.4377529833,0.2,0,0
S023,2027-07-14,0.6790454852,0.334378621,0.3908344397,0.25,0,0
S023,2027-07-15,0.7030074185,0.4351442506,0.5379272873,0.4,1,1
S023,2027-07-16,0.5379640592,0.4985903477,0.502388581,0.5,0,1
S023,2027-07-17,0.460094911,0.5797581375,0.4893356063,0.6,0,1
S023,2027-07-18,0.4465116435,0.6034881295,0.3655308422,0.55,0,1
S023,2027-07-19,0.3787015503,0.6129424554,0.3603313843,0.55,0,1
S023,2027-07-20,0.4154532883,0.551519397,0.3043159384,0.55,1,1
S023,2027-07-21,0.3244613869,0.4007635892,0.2495522267,0.45,0,1
S023,2027-07-22,0.3767596751,0.4083792058,0.2657670896,0.45,0,1
S023,2027-07-23,0.3202197529,0.3763178508,0.3769089259,0.65,0,1
S023,2027-07-24,0.3356047928,0.3567227504,0.4689314131,0.45,0,1
S023,2027-07-25,0.2803310719,0.295558743,0.4735295864,0.05,0,0
S023,2027-07-26,0.3090299419,0.3086908858,0.4984136063,0.15,0,0
S023,2027-07-27,0.3269219079,0.1248597479,0.5416533523,0.1,0,0
S023,2027-07-28,0.3336677225,0.1254847668,0.4521715247,0.1,0,0
S023,2027-07-29,0.3518888676,0.1380951034,0.31552301,0.1,0,0
S023,2027-07-30,0.3069772266,0.1056351234,0.3255439956,0,0,0
S023,2027-07-31,0.4462887339,0.209975289,0.2847274463,0.1,0,0
S023,2027-08-01,0.5407171582,0.2254399297,0.2748726581,0.15,0,0
S023,2027-08-02,0.589904733,0.2787826419,0.2784327118,0.05,0,0
S023,2027-08-03,0.4880179893,0.3084720048,0.2378327183,0.2,0,0
S023,2027-08-04,0.4760331202,0.3603898092,0.4772765486,0.25,0,0
S023,2027-08-05,0.3955106812,0.4351908832,0.3947398804,0.3,0,0
S023,2027-08-06,0.4256053949,0.4165126914,0.5277202093,0.5,1,1
S023,2027-08-07,0.4259901934,0.4539752229,0.5742717618,0.65,0,1
S023,2027-08-08,0.3425724501,0.4902079096,0.514329843,0.15,0,0
S023,2027-08-09,0.3591032619,0.5360515886,0.4845470914,0.25,0,0
S023,2027-08-10,0.1058852014,0.391011891,0.5637701128,0.1,0,0
S023,2027-08-11,0.2185625727,0.2377864798,0.6406357921,0.15,0,0
S023,2027-08-12,0.3206417229,0.2084040683,0.6518625596,0.15,0,0
S023,2027-08-13,0.3483206498,0.254528006,0.6006028794,0.05,0,0
S023,2027-08-14,0.4967921361,0.309289605,0.5869321307,0.1,0,0
S023,2027-08-15,0.6369166016,0.3707817499,0.4463486502,0.15,0,0
S023,2027-08-16,0.6408951329,0.363228062,0.5991627675,0.2,0,0
S023,2027-08-17,0.7658523631,0.4232955729,0.7405159564,0.15,0,0
S023,2027-08-18,0.7126226373,0.4719431001,0.6568693654,0.2,0,0
S023,2027-08-19,0.742172765,0.5010243855,0.6089682398,0.25,0,0
S023,2027-08-20,0.6719072163,0.5351783029,0.5509368259,0.25,0,0
S023,2027-08-21,0.531677548,0.4278159488,0.6100989591,0.25,0,0
S023,2027-08-22,0.4858569558,0.5266887388,0.5316950615,0.1,0,0
S023,2027-08-23,0.442848977,0.459123693,0.5295757517,0.3,0,0
S023,2027-08-24,0.4153440009,0.5068392707,0.4539833653,0.15,0,0
S023,2027-08-25,0.3594440293,0.5082299375,0.301219632,0.25,0,0
S023,2027-08-26,0.3432187279,0.4332480894,0.3898220727,0.1,0,0
S023,2027-08-27,0.3873699848,0.4500743815,0.338069979,0.05,0,0
S023,2027-08-28,0.4671797725,0.4521479689,0.406545224,0.15,0,0
S023,2027-08-29,0.5054062068,0.4250315371,0.3554466448,0.25,1,1
S023,2027-08-30,0.5112038689,0.379817024,0.3426668141,0.55,0,1
S023,2027-08-31,0.472160432,0.3533672917,0.3861824635,0.15,0,0
S023,2027-09-01,0.5284550395,0.4592029747,0.3545785505,0.2,0,0
S023,2027-09-02,0.3647762134,0.41948731,0.4487822201,0.2,0,0
S023,2027-09-03,0.3446326557,0.424711017,0.4021349884,0.25,0,0
S023,2027-09-04,0.3381935456,0.384221244,0.4950088313,0.15,0,0
S023,2027-09-05,0.40355815,0.2923645138,0.5574870848,0.2,0,0
S023,2027-09-06,0.4258850104,0.3437400155,0.4380054715,0.05,0,0
S023,2027-09-07,0.4565432544,0.4144290154,0.4747932582,0.3,0,0
S023,2027-09-08,0.4613943164,0.4443234678,0.4219033198,0.05,0,0
S023,2027-09-09,0.4242379468,0.3840186195,0.3927733111,0.25,0,0
S023,2027-09-10,0.3648916925,0.341039142,0.3956667082,0.1,0,0
S023,2027-09-11,0.2970532813,0.3211275881,0.3504071512,0.1,0,0
S023,2027-09-12,0.3513320268,0.2819052375,0.3696992697,0.25,0,0
S023,2027-09-13,0.3595762134,0.2908076548,0.3445755222,0.05,0,0
S023,2027-09-14,0.348386846,0.3114473466,0.2673496178,0.05,0,0
S023,2027-09-15,0.4167590651,0.3833635287,0.312655215,0.1,0,0
S023,2027-09-16,0.3509087612,0.3348756644,0.317171848,0.15,0,0
S023,2027-09-17,0.3477442685,0.3569449639,0.3884814329,0.2,0,0
S023,2027-09-18,0.4311655792,0.3007718331,0.3530645549,0.25,0,0
S023,2027-09-19,0.4865514169,0.2421476092,0.4163679062,0,0,0
S023,2027-09-20,0.4321573862,0.3819050763,0.3805824321,0,0,0
S023,2027-09-21,0.5355827423,0.4285483641,0.467393157,0.3,0,0
S023,2027-09-22,0.4725054014,0.5199400969,0.3965327742,0.25,0,0
S023,2027-09-23,0.4119432633,0.5762769749,0.3635566596,0.3,0,0
S023,2027-09-24,0.4808837606,0.5938434367,0.2507553969,0.15,0,0
S023,2027-09-25,0.3832238126,0.5996960221,0.1821293199,0.15,0,0
S023,2027-09-26,0.2914655987,0.5117897561,0.1783591075,0.2,0,0
S023,2027-09-27,0.303796803,0.6308972804,0.1945211351,0.2,0,0
S023,2027-09-28,0.3243858707,0.5968737752,0.1474133464,0.05,0,0
S023,2027-09-29,0.4153723017,0.6500205066,0.2145474063,0.4,0,0
S023,2027-09-30,0.3938301078,0.7108620887,0.2997230961,0.05,0,0
S023,2027-10-01,0.3250423175,0.6969348094,0.4236191666,0.05,0,0
S023,2027-10-02,0.3143720736,0.6584723552,0.2972000991,0.25,0,0
S023,2027-10-03,0.4208344929,0.6364066589,0.2677119494,0.15,0,0
S023,2027-10-04,0.5223016786,0.6836854809,0.3128964173,0.1,0,0
S023,2027-10-05,0.6325038617,0.8024480244,0.3978231764,0.2,0,0
S023,2027-10-06,0.5619929981,0.6813078547,0.4651918504,0.3,0,0
S023,2027-10-07,0.3705971372,0.6432895258,0.5876555799,0.1,0,0
S023,2027-10-08,0.4124274634,0.6154989573,0.6483445553,0.05,0,0
S023,2027-10-09,0.5840702178,0.7032003016,0.7178969193,0.15,0,0
S023,2027-10-10,0.5333989356,0.5565824056,0.657162615,0.1,0,0
S023,2027-10-11,0.4205390898,0.6222262825,0.5079762927,0.55,1,1
S023,2027-10-12,0.3004944562,0.5609433053,0.5604530723,0.5,0,1
S023,2027-10-13,0.1761048907,0.4293479443,0.4725208147,0,0,0
S023,2027-10-14,0.1911170609,0.4524920596,0.5989690684,0.25,0,0
S023,2027-10-15,0.2779246302,0.4025846084,0.6959678282,0.2,0,0
S023,2027-10-16,0.3007042473,0.4488009791,0.6450212422,0.15,0,0
S023,2027-10-17,0.301984052,0.4406157303,0.5880820366,0.25,0,0
S023,2027-10-18,0.2582883153,0.4749907162,0.7534243529,0.2,0,0
S023,2027-10-19,0.369217127,0.3967740979,0.649425462,0.1,0,0
S023,2027-10-20,0.4494478645,0.3165503191,0.6738740735,0.2,0,0
S023,2027-10-21,0.465030168,0.1922526434,0.6482757714,0.2,0,0
S023,2027-10-22,0.3378447317,0.1352538184,0.6352633076,0.25,0,0
S023,2027-10-23,0.414813517,0.1391416214,0.6571938195,0,0,0
S023,2027-10-24,0.4160302353,0.1742209272,0.4972753188,0.1,0,0
S023,2027-10-25,0.4731018501,0.1392168825,0.4197092658,0.1,0,0
S023,2027-10-26,0.4678922302,0.1442565416,0.3294814557,0.1,0,0
S023,2027-10-27,0.4351669279,0.1208077097,0.3037849588,0.15,0,0
S023,2027-10-28,0.5490648622,0.1723831104,0.2727973394,0.1,0,0
S023,2027-10-29,0.6290636055,0.1293175012,0.2708999077,0.1,0,0
S023,2027-10-30,0.3649285587,0.1117813311,0.2135384781,0.15,0,0
S023,2027-10-31,0.4432783259,0.1384798479,0.3973620947,0.05,0,0
S023,2027-11-01,0.6542428375,0.1211402391,0.4270455194,0.1,0,0
S023,2027-11-02,0.56662071,0.1852120034,0.435212183,0.25,0,0
S023,2027-11-03,0.5515417467,0.1711891724,0.3340845638,0.15,0,0
S023,2027-11-04,0.4117515337,0.09850006453,0.4022052997,0.15,0,0
S023,2027-11-05,0.4473749662,0.2249312794,0.452359318,0.1,0,0
S023,2027-11-06,0.4036278022,0.1971411041,0.4992150505,0.1,0,0
S023,2027-11-07,0.3713521816,0.2492527348,0.4783523871,0.1,0,0
S023,2027-11-08,0.373603638,0.2166339303,0.4162927827,0.3,0,0
S023,2027-11-09,0.3811220778,0.2465697052,0.4313571449,0.05,0,0
S023,2027-11-10,0.3252045911,0.312849667,0.3709136288,0.1,0,0
S023,2027-11-11,0.35908847,0.369231943,0.3558685781,0.05,0,0
S023,2027-11-12,0.355527403,0.2427000754,0.2504738036,0.25,0,0
S023,2027-11-13,0.3742759994,0.1981944472,0.2339934999,0.2,0,0
S023,2027-11-14,0.3529793578,0.2384264099,0.2811031492,0.15,0,0
S023,2027-11-15,0.391251714,0.2883876772,0.2778251466,0.3,0,0
S023,2027-11-16,0.374479562,0.2305261073,0.3133538327,0.35,1,1
S023,2027-11-17,0.429174284,0.1369089827,0.2134089245,0.55,0,1
S023,2027-11-18,0.355398047,0.2595940435,0.3232487312,0.4,0,1
S023,2027-11-19,0.4278684995,0.2987580335,0.3643884279,0.4,0,1
S023,2027-11-20,0.5575140775,0.2162544323,0.3394500927,0.1,0,0
S023,2027-11-21,0.4713851744,0.2010656362,0.3433866217,0.3,0,0
S023,2027-11-22,0.4531492642,0.2170480772,0.3324650753,0.25,0,0
S023,2027-11-23,0.3671560232,0.347784935,0.3918447095,0.3,0,0
S023,2027-11-24,0.285812374,0.3312783209,0.379132084,0.3,0,0
S023,2027-11-25,0.2753493008,0.2457965377,0.4334394545,0.35,0,0
S023,2027-11-26,0.2529690926,0.2386257891,0.4530804548,0.25,0,0
S023,2027-11-27,0.3449396287,0.1936517321,0.5261379092,0.1,0,0
S023,2027-11-28,0.2581087279,0.3069407809,0.535879966,0.1,0,0
S023,2027-11-29,0.3670190937,0.2446566302,0.452127283,0.05,0,0
S023,2027-11-30,0.3940355256,0.2478331508,0.3514617524,0.15,0,0
S023,2027-12-01,0.3900398572,0.2672403198,0.4720071235,0.2,0,0
S023,2027-12-02,0.2930309881,0.3904905912,0.4288714522,0.05,0,0
S023,2027-12-03,0.2414361439,0.3503146011,0.4006062119,0.1,0,0
S023,2027-12-04,0.3236348378,0.2377941981,0.4415680193,0.15,0,0
