supplier_id,onset_date,end_date_exclusive,duration_days
S076,2027-11-17,2027-11-22,5
S076,2027-12-24,2027-12-27,3
S076,2028-01-12,2028-01-17,5
S076,2028-01-27,2028-01-31,4
S076,2028-04-16,2028-04-18,2
S076,2028-06-25,2028-06-27,2
S077,2027-01-25,2027-01-30,5
S077,2027-03-07,2027-03-10,3
S077,2027-05-22,2027-05-24,2
S077,2027-07-14,2027-07-16,2
S077,2028-03-23,2028-03-27,4
S077,2028-04-23,2028-04-25,2
S077,2028-06-06,2028-06-10,4
S077,2028-06-25,2028-06-30,5
S077,2028-08-07,2028-08-10,3
S077,2028-10-10,2028-10-14,4
S078,2027-02-03,2027-02-08,5
S078,2027-04-09,2027-04-14,5
S078,2027-05-01,2027-05-04,3
S078,2027-09-17,2027-09-19,2
S078,2027-09-19,2027-09-22,3
S078,2027-10-25,2027-10-28,3
S078,2028-04-19,2028-04-24,5
S078,2028-05-03,2028-05-05,2
S078,2028-05-17,2028-05-20,3
S078,2028-06-03,2028-06-05,2
S079,2027-01-30,2027-02-02,3
S079,2027-02-03,2027-02-08,5
S079,2027-02-25,2027-02-27,2
S079,2027-03-01,2027-03-06,5
S079,2027-03-08,2027-03-10,2
S079,2027-03-31,2027-04-05,5
S079,2027-04-06,2027-04-10,4
S079,2027-05-20,2027-05-22,2
S079,2027-05-30,2027-06-02,3
S079,2027-06-21,2027-06-26,5
S079,2027-07-05,2027-07-10,5
S079,2027-09-17,2027-09-19,2
S079,2027-12-06,2027-12-10,4
S079,2028-01-15,2028-01-18,3
S079,2028-01-24,2028-01-28,4
S079,2028-04-15,2028-04-18,3
S079,2028-06-20,2028-06-24,4
S079,2028-07-22,2028-07-26,4
S079,2028-08-07,2028-08-10,3
S079,2028-09-18,2028-09-20,2
S079,2028-10-14,2028-10-17,3
S079,2028-12-02,2028-12-06,4
S080,2027-02-03,2027-02-08,5
S080,2027-03-24,2027-03-27,3
S080,2027-07-02,2027-07-05,3
S080,2027-07-26,2027-07-31,5
S080,2027-08-20,2027-08-23,3
S080,2027-09-24,2027-09-27,3
S080,2028-01-09,2028-01-14,5
S080,2028-03-03,2028-03-07,4
S080,2028-06-25,2028-06-29,4
S080,2028-09-18,2028-09-20,2
S080,2028-09-22,2028-09-24,2
S081,2027-03-19,2027-03-23,4
S081,2027-08-26,2027-08-30,4
S081,2028-08-13,2028-08-15,2
S081,2028-08-18,2028-08-20,2
S081,2028-09-05,2028-09-10,5
S081,2028-12-29,2028-12-31,2
S082,2027-04-23,2027-04-25,2
S082,2027-05-15,2027-05-20,5
S082,2027-09-17,2027-09-20,3
S082,2028-01-05,2028-01-09,4
S082,2028-02-08,2028-02-12,4
S082,2028-02-16,2028-02-21,5
S082,2028-07-03,2028-07-05,2
S082,2028-08-07,2028-08-09,2
S082,2028-08-14,2028-08-17,3
S082,2028-08-21,2028-08-24,3
S082,2028-09-10,2028-09-13,3
S082,2028-11-26,2028-11-28,2
S083,2027-02-23,2027-02-27,4
S083,2027-03-14,2027-03-16,2
S083,2027-06-05,2027-06-09,4
S083,2027-07-12,2027-07-14,2
S083,2027-09-04,2027-09-06,2
S083,2027-12-29,2028-01-03,5
S083,2028-05-31,2028-06-04,4
S083,2028-08-02,2028-08-05,3
S084,2027-02-07,2027-02-10,3
S084,2027-05-18,2027-05-22,4
S084,2027-09-14,2027-09-16,2
S084,2028-02-09,2028-02-13,4
S084,2028-04-06,2028-04-10,4
S084,2028-05-13,2028-05-18,5
S084,2028-05-26,2028-05-28,2
S084,2028-06-13,2028-06-16,3
S084,2028-06-21,2028-06-25,4
S084,2028-12-06,2028-12-10,4
S084,2028-12-18,2028-12-23,5
S085,2027-04-22,2027-04-24,2
S085,2027-05-06,2027-05-09,3
S085,2027-05-13,2027-05-16,3
S085,2027-05-26,2027-05-29,3
S085,2027-06-18,2027-06-20,2
S085,2027-07-24,2027-07-29,5
S085,2027-08-08,2027-08-13,5
S085,2028-04-20,2028-04-22,2
S085,2028-05-08,2028-05-11,3
S085,2028-08-22,2028-08-25,3
S085,2028-09-06,2028-09-08,2
S085,2028-09-10,2028-09-15,5
S085,2028-09-16,2028-09-21,5
S085,2028-11-08,2028-11-10,2
S085,2028-12-18,2028-12-21,3
S086,2027-01-20,2027-01-23,3
S086,2027-02-26,2027-03-01,3
S086,2027-03-02,2027-03-07,5
S086,2027-06-06,2027-06-08,2
S086,2027-10-26,2027-10-29,3
S086,2027-12-18,2027-12-20,2
S086,2028-01-24,2028-01-27,3
S086,2028-03-17,2028-03-21,4
S086,2028-03-31,2028-04-05,5
S086,2028-05-11,2028-05-15,4
S086,2028-05-29,2028-06-02,4
S086,2028-06-20,2028-06-24,4
S086,2028-10-17,2028-10-19,2
S087,2027-03-26,2027-03-29,3
S087,2027-05-27,2027-05-31,4
S087,2027-09-10,2027-09-14,4
S087,2028-04-04,2028-04-06,2
S087,2028-08-02,2028-08-04,2
S087,2028-09-20,2028-09-25,5
S088,2027-01-02,2027-01-07,5
S088,2027-01-13,2027-01-15,2
S088,2027-04-17,2027-04-22,5
S088,2027-07-06,2027-07-08,2
S088,2027-10-01,2027-10-06,5
S088,2027-10-12,2027-10-16,4
S088,2027-10-23,2027-10-27,4
S088,2028-05-10,2028-05-15,5
S088,2028-06-28,2028-07-03,5
S088,2028-07-11,2028-07-13,2
S088,2028-10-30,2028-11-01,2
S089,2027-11-06,2027-11-08,2
S089,2027-11-13,2027-11-16,3
S089,2028-07-11,2028-07-14,3
S089,2028-08-03,2028-08-07,4
S089,2028-08-31,2028-09-03,3
S089,2028-11-13,2028-11-18,5
S089,2028-12-01,2028-12-03,2
S089,2028-12-07,2028-12-10,3
S090,2027-06-11,2027-06-15,4
S090,2028-02-01,2028-02-04,3
S090,2028-03-13,2028-03-15,2
S090,2028-05-05,2028-05-10,5
S090,2028-05-18,2028-05-20,2
S090,2028-07-29,2028-07-31,2
S090,2028-08-27,2028-09-01,5
S090,2028-10-21,2028-10-23,2
S090,2028-10-23,2028-10-25,2
S091,2027-02-16,2027-02-19,3
S091,2027-04-26,2027-04-30,4
S091,2027-07-24,2027-07-29,5
S091,2027-09-04,2027-09-08,4
S091,2027-10-02,2027-10-06,4
S091,2027-10-21,2027-10-26,5
S091,2027-12-18,2027-12-23,5
S091,2028-03-23,2028-03-25,2
S091,2028-07-24,2028-07-26,2
S091,2028-08-29,2028-09-01,3
S091,2028-09-25,2028-09-28,3
S091,2028-10-02,2028-10-04,2
S092,2027-02-23,2027-02-28,5
S092,2027-02-28,2027-03-04,4
S092,2027-03-26,2027-03-31,5
S092,2027-03-31,2027-04-02,2
S092,2027-04-19,2027-04-24,5
S092,2027-06-02,2027-06-06,4
S092,2027-09-14,2027-09-19,5
S092,2027-10-09,2027-10-12,3
S092,2027-10-30,2027-11-04,5
S092,2027-11-08,2027-11-13,5
S092,2028-04-04,2028-04-08,4
S092,2028-10-30,2028-11-02,3
S093,2027-06-02,2027-06-07,5
S093,2027-09-11,2027-09-13,2
S093,2028-08-13,2028-08-18,5
S093,2028-09-08,2028-09-12,4
S094,2027-02-13,2027-02-17,4
S094,2027-05-04,2027-05-06,2
S094,2027-05-15,2027-05-20,5
S094,2027-05-23,2027-05-27,4
S094,2027-06-11,2027-06-14,3
S094,2027-07-10,2027-07-15,5
S094,2027-09-18,2027-09-20,2
S094,2028-01-17,2028-01-19,2
S094,2028-04-03,2028-04-08,5
S094,2028-05-15,2028-05-19,4
S094,2028-07-29,2028-08-03,5
S095,2027-03-24,2027-03-26,2
S095,2027-09-05,2027-09-07,2
S095,2027-11-21,2027-11-25,4
S095,2027-12-17,2027-12-22,5
S095,2028-01-20,2028-01-25,5
S095,2028-05-01,2028-05-06,5
S095,2028-05-24,2028-05-29,5
S095,2028-06-19,2028-06-21,2
S095,2028-10-24,2028-10-28,4
S095,2028-11-15,2028-11-20,5
S095,2028-12-25,2028-12-28,3
S096,2027-01-10,2027-01-15,5
S096,2027-06-14,2027-06-18,4
S096,2027-07-13,2027-07-18,5
S096,2027-11-01,2027-11-04,3
S096,2028-04-06,2028-04-09,3
S096,2028-07-19,2028-07-21,2
S096,2028-10-10,2028-10-13,3
S096,2028-11-06,2028-11-09,3
S096,2028-12-12,2028-12-14,2
S097,2028-01-11,2028-01-16,5
S097,2028-05-05,2028-05-08,3
S097,2028-08-25,2028-08-29,4
S097,2028-12-25,2028-12-29,4
S098,2027-01-03,2027-01-05,2
S098,2027-01-27,2027-01-31,4
S098,2027-02-17,2027-02-20,3
S098,2027-06-30,2027-07-03,3
S098,2027-07-26,2027-07-28,2
S098,2027-10-30,2027-11-04,5
S098,2028-02-25,2028-02-27,2
S098,2028-04-27,2028-04-30,3
S098,2028-07-13,2028-07-17,4
S099,2027-01-26,2027-01-28,2
S099,2027-08-13,2027-08-16,3
S099,2028-06-04,2028-06-06,2
S099,2028-07-19,2028-07-22,3
S099,2028-10-04,2028-10-06,2
S099,2028-10-16,2028-10-19,3
S099,2028-12-14,2028-12-19,5
S100,2027-06-21,2027-06-25,4
S100,2027-07-20,2027-07-22,2
S100,2027-09-11,2027-09-14,3
S100,2027-09-28,2027-10-03,5
S100,2027-10-16,2027-10-20,4
S100,2028-01-17,2028-01-21,4
S100,2028-02-01,2028-02-05,4
S100,2028-05-04,2028-05-08,4
S100,2028-08-18,2028-08-21,3
S100,2028-09-28,2028-10-02,4
