factory_id,date,nominal_capacity_units,committed_capacity_units,available_capacity_units,operating_cost_per_unit_usd,labor_cost_per_unit_usd,conversion_cost_per_unit_usd
F015,2027-01-16,17500,14290,3210,36.44,20.81,57.25
F015,2027-01-17,17500,14290,3210,36.44,20.81,57.25
F015,2027-01-18,17500,14290,3210,36.44,20.81,57.25
F015,2027-01-19,17500,14290,3210,36.44,20.81,57.25
F015,2027-01-20,17500,14290,3210,36.44,20.81,57.25
F015,2027-01-21,17500,14290,3210,36.44,20.81,57.25
F015,2027-01-22,17500,14290,3210,36.44,20.81,57.25
F015,2027-01-23,17500,14290,3210,36.44,20.81,57.25
F015,2027-01-24,17500,14290,3210,36.44,20.81,57.25
F015,2027-01-25,17500,14290,3210,36.44,20.81,57.25
F015,2027-01-26,17500,14290,3210,36.44,20.81,57.25
F015,2027-01-27,17500,14290,3210,36.44,20.81,57.25
F015,2027-01-28,17500,14290,3210,36.44,20.81,57.25
F015,2027-01-29,17500,14290,3210,36.44,20.81,57.25
F015,2027-01-30,17500,14290,3210,36.44,20.81,57.25
F015,2027-01-31,17500,14290,3210,36.44,20.81,57.25
F016,2027-01-01,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-02,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-03,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-04,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-05,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-06,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-07,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-08,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-09,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-10,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-11,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-12,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-13,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-14,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-15,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-16,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-17,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-18,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-19,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-20,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-21,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-22,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-23,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-24,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-25,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-26,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-27,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-28,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-29,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-30,20000,13598,6402,70.33,37.40,107.73
F016,2027-01-31,20000,13598,6402,70.33,37.40,107.73
F017,2027-01-01,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-02,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-03,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-04,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-05,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-06,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-07,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-08,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-09,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-10,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-11,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-12,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-13,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-14,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-15,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-16,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-17,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-18,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-19,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-20,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-21,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-22,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-23,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-24,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-25,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-26,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-27,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-28,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-29,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-30,18000,12720,5280,111.20,9.55,120.75
F017,2027-01-31,18000,12720,5280,111.20,9.55,120.75
F018,2027-01-01,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-02,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-03,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-04,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-05,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-06,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-07,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-08,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-09,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-10,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-11,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-12,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-13,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-14,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-15,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-16,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-17,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-18,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-19,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-20,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-21,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-22,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-23,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-24,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-25,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-26,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-27,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-28,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-29,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-30,4500,2868,1632,98.97,38.57,137.54
F018,2027-01-31,4500,2868,1632,98.97,38.57,137.54
F019,2027-01-01,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-02,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-03,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-04,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-05,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-06,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-07,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-08,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-09,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-10,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-11,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-12,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-13,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-14,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-15,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-16,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-17,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-18,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-19,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-20,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-21,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-22,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-23,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-24,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-25,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-26,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-27,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-28,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-29,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-30,5500,3666,1834,28.45,39.71,68.16
F019,2027-01-31,5500,3666,1834,28.45,39.71,68.16
F020,2027-01-01,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-02,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-03,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-04,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-05,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-06,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-07,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-08,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-09,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-10,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-11,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-12,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-13,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-14,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-15,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-16,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-17,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-18,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-19,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-20,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-21,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-22,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-23,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-24,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-25,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-26,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-27,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-28,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-29,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-30,9000,7014,1986,58.18,29.83,88.01
F020,2027-01-31,9000,7014,1986,58.18,29.83,88.01
