supplier_id,component_id,date,supplier_capacity_units,supplier_committed_units,supplier_available_units,component_capacity_units,component_committed_units,component_available_units,unit_cost_usd,lead_time_days,minimum_order_qty
S019,C419,2027-01-31,50000,20200,29800,10000,6000,4000,9.10,9,100
S020,C020,2027-01-01,50000,19800,30200,10000,3700,6300,9.55,4,1000
S020,C120,2027-01-01,50000,19800,30200,10000,3600,6400,9.55,4,250
S020,C220,2027-01-01,50000,19800,30200,10000,4700,5300,9.55,4,1000
S020,C320,2027-01-01,50000,19800,30200,10000,3100,6900,9.55,4,100
S020,C420,2027-01-01,50000,19800,30200,10000,4700,5300,9.55,4,500
S020,C020,2027-01-02,50000,23500,26500,10000,4200,5800,9.55,4,1000
S020,C120,2027-01-02,50000,23500,26500,10000,3200,6800,9.55,4,250
S020,C220,2027-01-02,50000,23500,26500,10000,4800,5200,9.55,4,1000
S020,C320,2027-01-02,50000,23500,26500,10000,5800,4200,9.55,4,100
S020,C420,2027-01-02,50000,23500,26500,10000,5500,4500,9.55,4,500
S020,C020,2027-01-03,50000,19100,30900,10000,2300,7700,9.55,4,1000
S020,C120,2027-01-03,50000,19100,30900,10000,5300,4700,9.55,4,250
S020,C220,2027-01-03,50000,19100,30900,10000,2100,7900,9.55,4,1000
S020,C320,2027-01-03,50000,19100,30900,10000,3900,6100,9.55,4,100
S020,C420,2027-01-03,50000,19100,30900,10000,5500,4500,9.55,4,500
S020,C020,2027-01-04,50000,23800,26200,10000,3700,6300,9.55,4,1000
S020,C120,2027-01-04,50000,23800,26200,10000,6000,4000,9.55,4,250
S020,C220,2027-01-04,50000,23800,26200,10000,3200,6800,9.55,4,1000
S020,C320,2027-01-04,50000,23800,26200,10000,5300,4700,9.55,4,100
S020,C420,2027-01-04,50000,23800,26200,10000,5600,4400,9.55,4,500
S020,C020,2027-01-05,50000,16100,33900,10000,2300,7700,9.55,4,1000
S020,C120,2027-01-05,50000,16100,33900,10000,3600,6400,9.55,4,250
S020,C220,2027-01-05,50000,16100,33900,10000,3800,6200,9.55,4,1000
S020,C320,2027-01-05,50000,16100,33900,10000,2400,7600,9.55,4,100
S020,C420,2027-01-05,50000,16100,33900,10000,4000,6000,9.55,4,500
S020,C020,2027-01-06,50000,18100,31900,10000,4400,5600,9.55,4,1000
S020,C120,2027-01-06,50000,18100,31900,10000,4300,5700,9.55,4,250
S020,C220,2027-01-06,50000,18100,31900,10000,2100,7900,9.55,4,1000
S020,C320,2027-01-06,50000,18100,31900,10000,4800,5200,9.55,4,100
S020,C420,2027-01-06,50000,18100,31900,10000,2500,7500,9.55,4,500
S020,C020,2027-01-07,50000,23200,26800,10000,4000,6000,9.55,4,1000
S020,C120,2027-01-07,50000,23200,26800,10000,5800,4200,9.55,4,250
S020,C220,2027-01-07,50000,23200,26800,10000,5400,4600,9.55,4,1000
S020,C320,2027-01-07,50000,23200,26800,10000,3200,6800,9.55,4,100
S020,C420,2027-01-07,50000,23200,26800,10000,4800,5200,9.55,4,500
S020,C020,2027-01-08,50000,18100,31900,10000,3800,6200,9.55,4,1000
S020,C120,2027-01-08,50000,18100,31900,10000,2100,7900,9.55,4,250
S020,C220,2027-01-08,50000,18100,31900,10000,3700,6300,9.55,4,1000
S020,C320,2027-01-08,50000,18100,31900,10000,5700,4300,9.55,4,100
S020,C420,2027-01-08,50000,18100,31900,10000,2800,7200,9.55,4,500
S020,C020,2027-01-09,50000,19300,30700,10000,3400,6600,9.55,4,1000
S020,C120,2027-01-09,50000,19300,30700,10000,2200,7800,9.55,4,250
S020,C220,2027-01-09,50000,19300,30700,10000,3500,6500,9.55,4,1000
S020,C320,2027-01-09,50000,19300,30700,10000,5400,4600,9.55,4,100
S020,C420,2027-01-09,50000,19300,30700,10000,4800,5200,9.55,4,500
S020,C020,2027-01-10,50000,19600,30400,10000,3100,6900,9.55,4,1000
S020,C120,2027-01-10,50000,19600,30400,10000,4600,5400,9.55,4,250
S020,C220,2027-01-10,50000,19600,30400,10000,4100,5900,9.55,4,1000
S020,C320,2027-01-10,50000,19600,30400,10000,4800,5200,9.55,4,100
S020,C420,2027-01-10,50000,19600,30400,10000,3000,7000,9.55,4,500
S020,C020,2027-01-11,50000,19000,31000,10000,3500,6500,9.55,4,1000
S020,C120,2027-01-11,50000,19000,31000,10000,2400,7600,9.55,4,250
S020,C220,2027-01-11,50000,19000,31000,10000,2500,7500,9.55,4,1000
S020,C320,2027-01-11,50000,19000,31000,10000,4600,5400,9.55,4,100
S020,C420,2027-01-11,50000,19000,31000,10000,6000,4000,9.55,4,500
S020,C020,2027-01-12,50000,23000,27000,10000,6000,4000,9.55,4,1000
S020,C120,2027-01-12,50000,23000,27000,10000,3500,6500,9.55,4,250
S020,C220,2027-01-12,50000,23000,27000,10000,3800,6200,9.55,4,1000
S020,C320,2027-01-12,50000,23000,27000,10000,4700,5300,9.55,4,100
S020,C420,2027-01-12,50000,23000,27000,10000,5000,5000,9.55,4,500
S020,C020,2027-01-13,50000,20400,29600,10000,5000,5000,9.55,4,1000
S020,C120,2027-01-13,50000,20400,29600,10000,3600,6400,9.55,4,250
S020,C220,2027-01-13,50000,20400,29600,10000,4300,5700,9.55,4,1000
S020,C320,2027-01-13,50000,20400,29600,10000,5100,4900,9.55,4,100
S020,C420,2027-01-13,50000,20400,29600,10000,2400,7600,9.55,4,500
S020,C020,2027-01-14,50000,14700,35300,10000,2000,8000,9.55,4,1000
S020,C120,2027-01-14,50000,14700,35300,10000,2600,7400,9.55,4,250
S020,C220,2027-01-14,50000,14700,35300,10000,3700,6300,9.55,4,1000
S020,C320,2027-01-14,50000,14700,35300,10000,2000,8000,9.55,4,100
S020,C420,2027-01-14,50000,14700,35300,10000,4400,5600,9.55,4,500
S020,C020,2027-01-15,50000,27300,22700,10000,5600,4400,9.55,4,1000
S020,C120,2027-01-15,50000,27300,22700,10000,6000,4000,9.55,4,250
S020,C220,2027-01-15,50000,27300,22700,10000,5700,4300,9.55,4,1000
S020,C320,2027-01-15,50000,27300,22700,10000,5700,4300,9.55,4,100
S020,C420,2027-01-15,50000,27300,22700,10000,4300,5700,9.55,4,500
S020,C020,2027-01-16,50000,23000,27000,10000,5200,4800,9.55,4,1000
S020,C120,2027-01-16,50000,23000,27000,10000,5000,5000,9.55,4,250
S020,C220,2027-01-16,50000,23000,27000,10000,4500,5500,9.55,4,1000
S020,C320,2027-01-16,50000,23000,27000,10000,4300,5700,9.55,4,100
S020,C420,2027-01-16,50000,23000,27000,10000,4000,6000,9.55,4,500
S020,C020,2027-01-17,50000,21500,28500,10000,5200,4800,9.55,4,1000
S020,C120,2027-01-17,50000,21500,28500,10000,4300,5700,9.55,4,250
S020,C220,2027-01-17,50000,21500,28500,10000,4200,5800,9.55,4,1000
S020,C320,2027-01-17,50000,21500,28500,10000,2700,7300,9.55,4,100
S020,C420,2027-01-17,50000,21500,28500,10000,5100,4900,9.55,4,500
S020,C020,2027-01-18,50000,24600,25400,10000,5400,4600,9.55,4,1000
S020,C120,2027-01-18,50000,24600,25400,10000,5300,4700,9.55,4,250
S020,C220,2027-01-18,50000,24600,25400,10000,3900,6100,9.55,4,1000
S020,C320,2027-01-18,50000,24600,25400,10000,4000,6000,9.55,4,100
S020,C420,2027-01-18,50000,24600,25400,10000,6000,4000,9.55,4,500
S020,C020,2027-01-19,50000,22900,27100,10000,5900,4100,9.55,4,1000
S020,C120,2027-01-19,50000,22900,27100,10000,3500,6500,9.55,4,250
S020,C220,2027-01-19,50000,22900,27100,10000,3900,6100,9.55,4,1000
S020,C320,2027-01-19,50000,22900,27100,10000,5800,4200,9.55,4,100
S020,C420,2027-01-19,50000,22900,27100,10000,3800,6200,9.55,4,500
S020,C020,2027-01-20,50000,20100,29900,10000,3700,6300,9.55,4,1000
S020,C120,2027-01-20,50000,20100,29900,10000,2900,7100,9.55,4,250
S020,C220,2027-01-20,50000,20100,29900,10000,2600,7400,9.55,4,1000
S020,C320,2027-01-20,50000,20100,29900,10000,5300,4700,9.55,4,100
S020,C420,2027-01-20,50000,20100,29900,10000,5600,4400,9.55,4,500
S020,C020,2027-01-21,50000,20900,29100,10000,3600,6400,9.55,4,1000
S020,C120,2027-01-21,50000,20900,29100,10000,2200,7800,9.55,4,250
S020,C220,2027-01-21,50000,20900,29100,10000,3500,6500,9.55,4,1000
S020,C320,2027-01-21,50000,20900,29100,10000,5600,4400,9.55,4,100
S020,C420,2027-01-21,50000,20900,29100,10000,6000,4000,9.55,4,500
S020,C020,2027-01-22,50000,19400,30600,10000,2100,7900,9.55,4,1000
S020,C120,2027-01-22,50000,19400,30600,10000,4800,5200,9.55,4,250
S020,C220,2027-01-22,50000,19400,30600,10000,5200,4800,9.55,4,1000
S020,C320,2027-01-22,50000,19400,30600,10000,3600,6400,9.55,4,100
S020,C420,2027-01-22,50000,19400,30600,10000,3700,6300,9.55,4,500
S020,C020,2027-01-23,50000,22800,27200,10000,5200,4800,9.55,4,1000
S020,C120,2027-01-23,50000,22800,27200,10000,3200,6800,9.55,4,250
S020,C220,2027-01-23,50000,22800,27200,10000,5700,4300,9.55,4,1000
S020,C320,2027-01-23,50000,22800,27200,10000,4700,5300,9.55,4,100
S020,C420,2027-01-23,50000,22800,27200,10000,4000,6000,9.55,4,500
S020,C020,2027-01-24,50000,19500,30500,10000,2700,7300,9.55,4,1000
S020,C120,2027-01-24,50000,19500,30500,10000,4700,5300,9.55,4,250
S020,C220,2027-01-24,50000,19500,30500,10000,4200,5800,9.55,4,1000
S020,C320,2027-01-24,50000,19500,30500,10000,4700,5300,9.55,4,100
S020,C420,2027-01-24,50000,19500,30500,10000,3200,6800,9.55,4,500
S020,C020,2027-01-25,50000,18100,31900,10000,2000,8000,9.55,4,1000
S020,C120,2027-01-25,50000,18100,31900,10000,5300,4700,9.55,4,250
S020,C220,2027-01-25,50000,18100,31900,10000,4500,5500,9.55,4,1000
S020,C320,2027-01-25,50000,18100,31900,10000,4000,6000,9.55,4,100
S020,C420,2027-01-25,50000,18100,31900,10000,2300,7700,9.55,4,500
S020,C020,2027-01-26,50000,19200,30800,10000,3400,6600,9.55,4,1000
S020,C120,2027-01-26,50000,19200,30800,10000,2400,7600,9.55,4,250
S020,C220,2027-01-26,50000,19200,30800,10000,2400,7600,9.55,4,1000
S020,C320,2027-01-26,50000,19200,30800,10000,5200,4800,9.55,4,100
S020,C420,2027-01-26,50000,19200,30800,10000,5800,4200,9.55,4,500
S020,C020,2027-01-27,50000,25900,24100,10000,5700,4300,9.55,4,1000
S020,C120,2027-01-27,50000,25900,24100,10000,4000,6000,9.55,4,250
S020,C220,2027-01-27,50000,25900,24100,10000,5600,4400,9.55,4,1000
S020,C320,2027-01-27,50000,25900,24100,10000,5500,4500,9.55,4,100
S020,C420,2027-01-27,50000,25900,24100,10000,5100,4900,9.55,4,500
S020,C020,2027-01-28,50000,18500,31500,10000,2200,7800,9.55,4,1000
S020,C120,2027-01-28,50000,18500,31500,10000,3700,6300,9.55,4,250
S020,C220,2027-01-28,50000,18500,31500,10000,4300,5700,9.55,4,1000
S020,C320,2027-01-28,50000,18500,31500,10000,3600,6400,9.55,4,100
S020,C420,2027-01-28,50000,18500,31500,10000,4700,5300,9.55,4,500
S020,C020,2027-01-29,50000,17600,32400,10000,2500,7500,9.55,4,1000
S020,C120,2027-01-29,50000,17600,32400,10000,4800,5200,9.55,4,250
S020,C220,2027-01-29,50000,17600,32400,10000,3500,6500,9.55,4,1000
S020,C320,2027-01-29,50000,17600,32400,10000,4400,5600,9.55,4,100
S020,C420,2027-01-29,50000,17600,32400,10000,2400,7600,9.55,4,500
S020,C020,2027-01-30,50000,21000,29000,10000,2600,7400,9.55,4,1000
S020,C120,2027-01-30,50000,21000,29000,10000,5100,4900,9.55,4,250
S020,C220,2027-01-30,50000,21000,29000,10000,5700,4300,9.55,4,1000
S020,C320,2027-01-30,50000,21000,29000,10000,5100,4900,9.55,4,100
S020,C420,2027-01-30,50000,21000,29000,10000,2500,7500,9.55,4,500
S020,C020,2027-01-31,50000,20500,29500,10000,3400,6600,9.55,4,1000
S020,C120,2027-01-31,50000,20500,29500,10000,5900,4100,9.55,4,250
S020,C220,2027-01-31,50000,20500,29500,10000,5800,4200,9.55,4,1000
S020,C320,2027-01-31,50000,20500,29500,10000,3100,6900,9.55,4,100
S020,C420,2027-01-31,50000,20500,29500,10000,2300,7700,9.55,4,500
S021,C021,2027-01-01,50000,23800,26200,10000,5800,4200,10.00,21,250
S021,C121,2027-01-01,50000,23800,26200,10000,4200,5800,10.00,21,100
S021,C221,2027-01-01,50000,23800,26200,10000,3000,7000,10.00,21,50
S021,C321,2027-01-01,50000,23800,26200,10000,5600,4400,10.00,21,100
S021,C421,2027-01-01,50000,23800,26200,10000,5200,4800,10.00,21,50
S021,C021,2027-01-02,50000,19000,31000,10000,2500,7500,10.00,21,250
S021,C121,2027-01-02,50000,19000,31000,10000,2200,7800,10.00,21,100
S021,C221,2027-01-02,50000,19000,31000,10000,4000,6000,10.00,21,50
S021,C321,2027-01-02,50000,19000,31000,10000,4500,5500,10.00,21,100
S021,C421,2027-01-02,50000,19000,31000,10000,5800,4200,10.00,21,50
S021,C021,2027-01-03,50000,18600,31400,10000,2700,7300,10.00,21,250
S021,C121,2027-01-03,50000,18600,31400,10000,6000,4000,10.00,21,100
S021,C221,2027-01-03,50000,18600,31400,10000,4400,5600,10.00,21,50
S021,C321,2027-01-03,50000,18600,31400,10000,2700,7300,10.00,21,100
S021,C421,2027-01-03,50000,18600,31400,10000,2800,7200,10.00,21,50
S021,C021,2027-01-04,50000,18400,31600,10000,2600,7400,10.00,21,250
S021,C121,2027-01-04,50000,18400,31600,10000,3000,7000,10.00,21,100
S021,C221,2027-01-04,50000,18400,31600,10000,5100,4900,10.00,21,50
S021,C321,2027-01-04,50000,18400,31600,10000,5200,4800,10.00,21,100
S021,C421,2027-01-04,50000,18400,31600,10000,2500,7500,10.00,21,50
S021,C021,2027-01-05,50000,16300,33700,10000,3800,6200,10.00,21,250
S021,C121,2027-01-05,50000,16300,33700,10000,2800,7200,10.00,21,100
S021,C221,2027-01-05,50000,16300,33700,10000,3200,6800,10.00,21,50
S021,C321,2027-01-05,50000,16300,33700,10000,2300,7700,10.00,21,100
S021,C421,2027-01-05,50000,16300,33700,10000,4200,5800,10.00,21,50
S021,C021,2027-01-06,50000,19700,30300,10000,4800,5200,10.00,21,250
S021,C121,2027-01-06,50000,19700,30300,10000,4300,5700,10.00,21,100
S021,C221,2027-01-06,50000,19700,30300,10000,3600,6400,10.00,21,50
S021,C321,2027-01-06,50000,19700,30300,10000,2300,7700,10.00,21,100
S021,C421,2027-01-06,50000,19700,30300,10000,4700,5300,10.00,21,50
S021,C021,2027-01-07,50000,19300,30700,10000,2800,7200,10.00,21,250
S021,C121,2027-01-07,50000,19300,30700,10000,5400,4600,10.00,21,100
S021,C221,2027-01-07,50000,19300,30700,10000,2800,7200,10.00,21,50
S021,C321,2027-01-07,50000,19300,30700,10000,4700,5300,10.00,21,100
S021,C421,2027-01-07,50000,19300,30700,10000,3600,6400,10.00,21,50
S021,C021,2027-01-08,50000,19000,31000,10000,2300,7700,10.00,21,250
S021,C121,2027-01-08,50000,19000,31000,10000,2600,7400,10.00,21,100
S021,C221,2027-01-08,50000,19000,31000,10000,4800,5200,10.00,21,50
S021,C321,2027-01-08,50000,19000,31000,10000,5200,4800,10.00,21,100
S021,C421,2027-01-08,50000,19000,31000,10000,4100,5900,10.00,21,50
S021,C021,2027-01-09,50000,15700,34300,10000,3700,6300,10.00,21,250
S021,C121,2027-01-09,50000,15700,34300,10000,3400,6600,10.00,21,100
S021,C221,2027-01-09,50000,15700,34300,10000,2300,7700,10.00,21,50
S021,C321,2027-01-09,50000,15700,34300,10000,3500,6500,10.00,21,100
S021,C421,2027-01-09,50000,15700,34300,10000,2800,7200,10.00,21,50
S021,C021,2027-01-10,50000,16500,33500,10000,2000,8000,10.00,21,250
S021,C121,2027-01-10,50000,16500,33500,10000,3300,6700,10.00,21,100
S021,C221,2027-01-10,50000,16500,33500,10000,2800,7200,10.00,21,50
S021,C321,2027-01-10,50000,16500,33500,10000,2900,7100,10.00,21,100
S021,C421,2027-01-10,50000,16500,33500,10000,5500,4500,10.00,21,50
S021,C021,2027-01-11,50000,22300,27700,10000,5800,4200,10.00,21,250
S021,C121,2027-01-11,50000,22300,27700,10000,2000,8000,10.00,21,100
S021,C221,2027-01-11,50000,22300,27700,10000,4600,5400,10.00,21,50
S021,C321,2027-01-11,50000,22300,27700,10000,4700,5300,10.00,21,100
S021,C421,2027-01-11,50000,22300,27700,10000,5200,4800,10.00,21,50
S021,C021,2027-01-12,50000,15700,34300,10000,4100,5900,10.00,21,250
S021,C121,2027-01-12,50000,15700,34300,10000,3300,6700,10.00,21,100
S021,C221,2027-01-12,50000,15700,34300,10000,2900,7100,10.00,21,50
S021,C321,2027-01-12,50000,15700,34300,10000,2600,7400,10.00,21,100
S021,C421,2027-01-12,50000,15700,34300,10000,2800,7200,10.00,21,50
S021,C021,2027-01-13,50000,22200,27800,10000,4400,5600,10.00,21,250
S021,C121,2027-01-13,50000,22200,27800,10000,4500,5500,10.00,21,100
S021,C221,2027-01-13,50000,22200,27800,10000,4900,5100,10.00,21,50
S021,C321,2027-01-13,50000,22200,27800,10000,2800,7200,10.00,21,100
S021,C421,2027-01-13,50000,22200,27800,10000,5600,4400,10.00,21,50
S021,C021,2027-01-14,50000,18100,31900,10000,4900,5100,10.00,21,250
S021,C121,2027-01-14,50000,18100,31900,10000,5200,4800,10.00,21,100
S021,C221,2027-01-14,50000,18100,31900,10000,3400,6600,10.00,21,50
S021,C321,2027-01-14,50000,18100,31900,10000,2200,7800,10.00,21,100
S021,C421,2027-01-14,50000,18100,31900,10000,2400,7600,10.00,21,50
S021,C021,2027-01-15,50000,15200,34800,10000,4200,5800,10.00,21,250
S021,C121,2027-01-15,50000,15200,34800,10000,2200,7800,10.00,21,100
S021,C221,2027-01-15,50000,15200,34800,10000,3500,6500,10.00,21,50
S021,C321,2027-01-15,50000,15200,34800,10000,2900,7100,10.00,21,100
S021,C421,2027-01-15,50000,15200,34800,10000,2400,7600,10.00,21,50
S021,C021,2027-01-16,50000,17400,32600,10000,4400,5600,10.00,21,250
S021,C121,2027-01-16,50000,17400,32600,10000,3300,6700,10.00,21,100
S021,C221,2027-01-16,50000,17400,32600,10000,3100,6900,10.00,21,50
S021,C321,2027-01-16,50000,17400,32600,10000,3000,7000,10.00,21,100
S021,C421,2027-01-16,50000,17400,32600,10000,3600,6400,10.00,21,50
S021,C021,2027-01-17,50000,21400,28600,10000,3700,6300,10.00,21,250
S021,C121,2027-01-17,50000,21400,28600,10000,5700,4300,10.00,21,100
S021,C221,2027-01-17,50000,21400,28600,10000,5300,4700,10.00,21,50
S021,C321,2027-01-17,50000,21400,28600,10000,3300,6700,10.00,21,100
S021,C421,2027-01-17,50000,21400,28600,10000,3400,6600,10.00,21,50
S021,C021,2027-01-18,50000,22300,27700,10000,4700,5300,10.00,21,250
S021,C121,2027-01-18,50000,22300,27700,10000,3600,6400,10.00,21,100
S021,C221,2027-01-18,50000,22300,27700,10000,3700,6300,10.00,21,50
S021,C321,2027-01-18,50000,22300,27700,10000,4800,5200,10.00,21,100
S021,C421,2027-01-18,50000,22300,27700,10000,5500,4500,10.00,21,50
S021,C021,2027-01-19,50000,20500,29500,10000,6000,4000,10.00,21,250
S021,C121,2027-01-19,50000,20500,29500,10000,2500,7500,10.00,21,100
S021,C221,2027-01-19,50000,20500,29500,10000,5300,4700,10.00,21,50
S021,C321,2027-01-19,50000,20500,29500,10000,3800,6200,10.00,21,100
S021,C421,2027-01-19,50000,20500,29500,10000,2900,7100,10.00,21,50
S021,C021,2027-01-20,50000,18300,31700,10000,4100,5900,10.00,21,250
S021,C121,2027-01-20,50000,18300,31700,10000,2300,7700,10.00,21,100
S021,C221,2027-01-20,50000,18300,31700,10000,5000,5000,10.00,21,50
S021,C321,2027-01-20,50000,18300,31700,10000,2200,7800,10.00,21,100
S021,C421,2027-01-20,50000,18300,31700,10000,4700,5300,10.00,21,50
S021,C021,2027-01-21,50000,16500,33500,10000,2400,7600,10.00,21,250
S021,C121,2027-01-21,50000,16500,33500,10000,5000,5000,10.00,21,100
S021,C221,2027-01-21,50000,16500,33500,10000,3500,6500,10.00,21,50
S021,C321,2027-01-21,50000,16500,33500,10000,3500,6500,10.00,21,100
S021,C421,2027-01-21,50000,16500,33500,10000,2100,7900,10.00,21,50
S021,C021,2027-01-22,50000,22700,27300,10000,3800,6200,10.00,21,250
S021,C121,2027-01-22,50000,22700,27300,10000,4000,6000,10.00,21,100
S021,C221,2027-01-22,50000,22700,27300,10000,5800,4200,10.00,21,50
S021,C321,2027-01-22,50000,22700,27300,10000,4100,5900,10.00,21,100
S021,C421,2027-01-22,50000,22700,27300,10000,5000,5000,10.00,21,50
S021,C021,2027-01-23,50000,20200,29800,10000,4000,6000,10.00,21,250
S021,C121,2027-01-23,50000,20200,29800,10000,3200,6800,10.00,21,100
S021,C221,2027-01-23,50000,20200,29800,10000,5500,4500,10.00,21,50
S021,C321,2027-01-23,50000,20200,29800,10000,4300,5700,10.00,21,100
S021,C421,2027-01-23,50000,20200,29800,10000,3200,6800,10.00,21,50
S021,C021,2027-01-24,50000,23300,26700,10000,4800,5200,10.00,21,250
S021,C121,2027-01-24,50000,23300,26700,10000,4000,6000,10.00,21,100
S021,C221,2027-01-24,50000,23300,26700,10000,4200,5800,10.00,21,50
S021,C321,2027-01-24,50000,23300,26700,10000,5900,4100,10.00,21,100
S021,C421,2027-01-24,50000,23300,26700,10000,4400,5600,10.00,21,50
S021,C021,2027-01-25,50000,23000,27000,10000,5900,4100,10.00,21,250
S021,C121,2027-01-25,50000,23000,27000,10000,5400,4600,10.00,21,100
S021,C221,2027-01-25,50000,23000,27000,10000,5000,5000,10.00,21,50
S021,C321,2027-01-25,50000,23000,27000,10000,2700,7300,10.00,21,100
S021,C421,2027-01-25,50000,23000,27000,10000,4000,6000,10.00,21,50
S021,C021,2027-01-26,50000,23000,27000,10000,5600,4400,10.00,21,250
S021,C121,2027-01-26,50000,23000,27000,10000,2800,7200,10.00,21,100
S021,C221,2027-01-26,50000,23000,27000,10000,5100,4900,10.00,21,50
S021,C321,2027-01-26,50000,23000,27000,10000,5600,4400,10.00,21,100
S021,C421,2027-01-26,50000,23000,27000,10000,3900,6100,10.00,21,50
S021,C021,2027-01-27,50000,16000,34000,10000,2900,7100,10.00,21,250
S021,C121,2027-01-27,50000,16000,34000,10000,3200,6800,10.00,21,100
S021,C221,2027-01-27,50000,16000,34000,10000,2500,7500,10.00,21,50
S021,C321,2027-01-27,50000,16000,34000,10000,2900,7100,10.00,21,100
S021,C421,2027-01-27,50000,16000,34000,10000,4500,5500,10.00,21,50
S021,C021,2027-01-28,50000,17100,32900,10000,4600,5400,10.00,21,250
S021,C121,2027-01-28,50000,17100,32900,10000,3100,6900,10.00,21,100
S021,C221,2027-01-28,50000,17100,32900,10000,3800,6200,10.00,21,50
S021,C321,2027-01-28,50000,17100,32900,10000,3300,6700,10.00,21,100
S021,C421,2027-01-28,50000,17100,32900,10000,2300,7700,10.00,21,50
S021,C021,2027-01-29,50000,17800,32200,10000,5500,4500,10.00,21,250
S021,C121,2027-01-29,50000,17800,32200,10000,2700,7300,10.00,21,100
S021,C221,2027-01-29,50000,17800,32200,10000,4600,5400,10.00,21,50
S021,C321,2027-01-29,50000,17800,32200,10000,2500,7500,10.00,21,100
S021,C421,2027-01-29,50000,17800,32200,10000,2500,7500,10.00,21,50
S021,C021,2027-01-30,50000,15200,34800,10000,2100,7900,10.00,21,250
S021,C121,2027-01-30,50000,15200,34800,10000,3700,6300,10.00,21,100
S021,C221,2027-01-30,50000,15200,34800,10000,2200,7800,10.00,21,50
S021,C321,2027-01-30,50000,15200,34800,10000,2400,7600,10.00,21,100
S021,C421,2027-01-30,50000,15200,34800,10000,4800,5200,10.00,21,50
S021,C021,2027-01-31,50000,23500,26500,10000,5400,4600,10.00,21,250
S021,C121,2027-01-31,50000,23500,26500,10000,5700,4300,10.00,21,100
S021,C221,2027-01-31,50000,23500,26500,10000,4600,5400,10.00,21,50
S021,C321,2027-01-31,50000,23500,26500,10000,5100,4900,10.00,21,100
S021,C421,2027-01-31,50000,23500,26500,10000,2700,7300,10.00,21,50
S022,C022,2027-01-01,50000,18700,31300,10000,2000,8000,10.45,16,50
S022,C122,2027-01-01,50000,18700,31300,10000,3600,6400,10.45,16,500
S022,C222,2027-01-01,50000,18700,31300,10000,5400,4600,10.45,16,50
S022,C322,2027-01-01,50000,18700,31300,10000,2300,7700,10.45,16,50
S022,C422,2027-01-01,50000,18700,31300,10000,5400,4600,10.45,16,500
S022,C022,2027-01-02,50000,21000,29000,10000,4300,5700,10.45,16,50
S022,C122,2027-01-02,50000,21000,29000,10000,4400,5600,10.45,16,500
S022,C222,2027-01-02,50000,21000,29000,10000,4900,5100,10.45,16,50
S022,C322,2027-01-02,50000,21000,29000,10000,4200,5800,10.45,16,50
S022,C422,2027-01-02,50000,21000,29000,10000,3200,6800,10.45,16,500
S022,C022,2027-01-03,50000,18800,31200,10000,3700,6300,10.45,16,50
S022,C122,2027-01-03,50000,18800,31200,10000,4000,6000,10.45,16,500
S022,C222,2027-01-03,50000,18800,31200,10000,4000,6000,10.45,16,50
S022,C322,2027-01-03,50000,18800,31200,10000,2800,7200,10.45,16,50
S022,C422,2027-01-03,50000,18800,31200,10000,4300,5700,10.45,16,500
S022,C022,2027-01-04,50000,20100,29900,10000,5000,5000,10.45,16,50
S022,C122,2027-01-04,50000,20100,29900,10000,4200,5800,10.45,16,500
S022,C222,2027-01-04,50000,20100,29900,10000,4600,5400,10.45,16,50
S022,C322,2027-01-04,50000,20100,29900,10000,2000,8000,10.45,16,50
S022,C422,2027-01-04,50000,20100,29900,10000,4300,5700,10.45,16,500
S022,C022,2027-01-05,50000,22700,27300,10000,5500,4500,10.45,16,50
S022,C122,2027-01-05,50000,22700,27300,10000,2700,7300,10.45,16,500
S022,C222,2027-01-05,50000,22700,27300,10000,3700,6300,10.45,16,50
S022,C322,2027-01-05,50000,22700,27300,10000,5500,4500,10.45,16,50
S022,C422,2027-01-05,50000,22700,27300,10000,5300,4700,10.45,16,500
S022,C022,2027-01-06,50000,17000,33000,10000,4200,5800,10.45,16,50
S022,C122,2027-01-06,50000,17000,33000,10000,4400,5600,10.45,16,500
S022,C222,2027-01-06,50000,17000,33000,10000,2100,7900,10.45,16,50
S022,C322,2027-01-06,50000,17000,33000,10000,4300,5700,10.45,16,50
S022,C422,2027-01-06,50000,17000,33000,10000,2000,8000,10.45,16,500
S022,C022,2027-01-07,50000,20200,29800,10000,3600,6400,10.45,16,50
S022,C122,2027-01-07,50000,20200,29800,10000,3300,6700,10.45,16,500
S022,C222,2027-01-07,50000,20200,29800,10000,5200,4800,10.45,16,50
S022,C322,2027-01-07,50000,20200,29800,10000,2900,7100,10.45,16,50
S022,C422,2027-01-07,50000,20200,29800,10000,5200,4800,10.45,16,500
S022,C022,2027-01-08,50000,19500,30500,10000,4900,5100,10.45,16,50
S022,C122,2027-01-08,50000,19500,30500,10000,3500,6500,10.45,16,500
S022,C222,2027-01-08,50000,19500,30500,10000,3400,6600,10.45,16,50
S022,C322,2027-01-08,50000,19500,30500,10000,3100,6900,10.45,16,50
S022,C422,2027-01-08,50000,19500,30500,10000,4600,5400,10.45,16,500
S022,C022,2027-01-09,50000,24400,25600,10000,4900,5100,10.45,16,50
S022,C122,2027-01-09,50000,24400,25600,10000,5200,4800,10.45,16,500
S022,C222,2027-01-09,50000,24400,25600,10000,5500,4500,10.45,16,50
S022,C322,2027-01-09,50000,24400,25600,10000,3500,6500,10.45,16,50
