supplier_id,date,feature,calibrated_log_odds_contribution,calibrated_baseline_log_odds,direction
S073,2028-12-30,numeric__reliability_score,0.2357717007,-2.291809082,increases
S073,2028-12-30,numeric__weather_signal,-0.2192708701,-2.291809082,decreases
S073,2028-12-30,numeric__financial_risk,0.1107062846,-2.291809082,increases
S073,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S073,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S074,2028-12-30,numeric__weather_signal,0.1228796467,-2.291809082,increases
S074,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S074,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S074,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S074,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S075,2028-12-30,numeric__weather_signal,-0.2192708701,-2.291809082,decreases
S075,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S075,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S075,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S075,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S076,2028-12-30,numeric__weather_signal,0.1413363814,-2.291809082,increases
S076,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S076,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S076,2028-12-30,numeric__geopolitical_risk,0.0402231589,-2.291809082,increases
S076,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S077,2028-12-30,numeric__reliability_score,0.2357717007,-2.291809082,increases
S077,2028-12-30,numeric__weather_signal,0.1413363814,-2.291809082,increases
S077,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S077,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S077,2028-12-30,numeric__congestion_signal,-0.01924815401,-2.291809082,decreases
S078,2028-12-30,numeric__congestion_signal,0.1672755629,-2.291809082,increases
S078,2028-12-30,numeric__weather_signal,0.1228796467,-2.291809082,increases
S078,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S078,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S078,2028-12-30,numeric__geopolitical_risk,0.0402231589,-2.291809082,increases
S079,2028-12-30,numeric__financial_risk,0.3670810461,-2.291809082,increases
S079,2028-12-30,numeric__reliability_score,0.2357717007,-2.291809082,increases
S079,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S079,2028-12-30,numeric__weather_signal,0.05507232621,-2.291809082,increases
S079,2028-12-30,numeric__geopolitical_risk,0.0402231589,-2.291809082,increases
S080,2028-12-30,numeric__delay_rate_7d,0.1039848104,-2.291809082,increases
S080,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S080,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S080,2028-12-30,numeric__weather_signal,0.05507232621,-2.291809082,increases
S080,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S082,2028-12-30,numeric__weather_signal,0.4163633585,-2.291809082,increases
S082,2028-12-30,numeric__delay_rate_7d,0.1039848104,-2.291809082,increases
S082,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S082,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S082,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S083,2028-12-30,numeric__reliability_score,0.2357717007,-2.291809082,increases
S083,2028-12-30,numeric__weather_signal,0.1413363814,-2.291809082,increases
S083,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S083,2028-12-30,numeric__lead_time_std,0.06315217167,-2.291809082,increases
S083,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S084,2028-12-30,numeric__weather_signal,-0.2192708701,-2.291809082,decreases
S084,2028-12-30,numeric__days_since_onset,0.1680868566,-2.291809082,increases
S084,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S084,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S084,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S085,2028-12-30,numeric__weather_signal,0.4163633585,-2.291809082,increases
S085,2028-12-30,numeric__days_since_onset,0.1680868566,-2.291809082,increases
S085,2028-12-30,numeric__delay_rate_7d,0.1039848104,-2.291809082,increases
S085,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S085,2028-12-30,numeric__geopolitical_risk,0.0402231589,-2.291809082,increases
S086,2028-12-30,numeric__weather_signal,0.2819769382,-2.291809082,increases
S086,2028-12-30,numeric__reliability_score,0.2357717007,-2.291809082,increases
S086,2028-12-30,numeric__weather_risk,0.14430435,-2.291809082,increases
S086,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S086,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S087,2028-12-30,numeric__weather_signal,-0.2192708701,-2.291809082,decreases
S087,2028-12-30,numeric__financial_risk,0.1238659918,-2.291809082,increases
S087,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S087,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S087,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S088,2028-12-30,numeric__financial_risk,0.1238659918,-2.291809082,increases
S088,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S088,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S088,2028-12-30,numeric__weather_signal,-0.0394127816,-2.291809082,decreases
S088,2028-12-30,numeric__cyber_risk,0.02736488543,-2.291809082,increases
S089,2028-12-30,numeric__weather_signal,-0.2192708701,-2.291809082,decreases
S089,2028-12-30,numeric__days_since_onset,0.1680868566,-2.291809082,increases
S089,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S089,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S089,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S090,2028-12-30,numeric__financial_risk,0.1238659918,-2.291809082,increases
S090,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S090,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S090,2028-12-30,numeric__weather_signal,-0.05813565105,-2.291809082,decreases
S090,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S091,2028-12-30,numeric__congestion_signal,0.1672755629,-2.291809082,increases
S091,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S091,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S091,2028-12-30,numeric__weather_signal,-0.0394127816,-2.291809082,decreases
S091,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S092,2028-12-30,numeric__reliability_score,0.2357717007,-2.291809082,increases
S092,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S092,2028-12-30,numeric__lead_time_std,0.06315217167,-2.291809082,increases
S092,2028-12-30,numeric__weather_signal,0.05507232621,-2.291809082,increases
S092,2028-12-30,numeric__geopolitical_risk,0.0402231589,-2.291809082,increases
S093,2028-12-30,numeric__weather_signal,-0.2192708701,-2.291809082,decreases
S093,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S093,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S093,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S093,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S094,2028-12-30,numeric__weather_risk,0.1180119291,-2.291809082,increases
S094,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S094,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S094,2028-12-30,numeric__weather_signal,0.05507232621,-2.291809082,increases
S094,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S095,2028-12-30,numeric__weather_signal,0.4163633585,-2.291809082,increases
S095,2028-12-30,numeric__days_since_onset,0.1680868566,-2.291809082,increases
S095,2028-12-30,numeric__delay_rate_7d,0.1039848104,-2.291809082,increases
S095,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S095,2028-12-30,numeric__lead_time_std,0.06315217167,-2.291809082,increases
S096,2028-12-30,numeric__weather_signal,0.3583882451,-2.291809082,increases
S096,2028-12-30,numeric__days_since_onset,0.1680868566,-2.291809082,increases
S096,2028-12-30,numeric__delay_rate_7d,0.1039848104,-2.291809082,increases
S096,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S096,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S097,2028-12-30,numeric__days_since_onset,0.1680868566,-2.291809082,increases
S097,2028-12-30,numeric__congestion_signal,0.1672755629,-2.291809082,increases
S097,2028-12-30,numeric__delay_rate_7d,0.1039848104,-2.291809082,increases
S097,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S097,2028-12-30,numeric__weather_signal,0.05507232621,-2.291809082,increases
S098,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S098,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S098,2028-12-30,numeric__weather_signal,0.05507232621,-2.291809082,increases
S098,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S098,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S099,2028-12-30,numeric__days_since_onset,0.1680868566,-2.291809082,increases
S099,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S099,2028-12-30,numeric__weather_signal,0.05507232621,-2.291809082,increases
S099,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S099,2028-12-30,numeric__delay_rate_7d,-0.02150509879,-2.291809082,decreases
S100,2028-12-30,numeric__reliability_score,0.2357717007,-2.291809082,increases
S100,2028-12-30,numeric__weather_signal,-0.06927733868,-2.291809082,decreases
S100,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S100,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S100,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
