supplier_id,date,disruption_risk,risk_probability,predicted,error_type,wrong_label_confidence
S010,2028-07-03,1,0.09647976607,False,FN,0.9035202265
S010,2028-06-30,1,0.09647976607,False,FN,0.9035202265
S089,2028-07-09,1,0.09655619413,False,FN,0.9034438133
S025,2028-08-13,1,0.09660357982,False,FN,0.9033964276
S022,2028-06-24,1,0.09680882841,False,FN,0.9031911492
S037,2028-07-26,1,0.09680882841,False,FN,0.9031911492
S084,2028-06-08,1,0.09680882841,False,FN,0.9031911492
S071,2028-07-10,1,0.09681179374,False,FN,0.9031882286
S060,2028-07-10,1,0.0969813019,False,FN,0.903018713
S036,2028-08-29,1,0.0971538052,False,FN,0.9028462172
S060,2028-07-09,1,0.09717310965,False,FN,0.9028269053
S039,2028-07-21,1,0.09719017893,False,FN,0.9028097987
S039,2028-07-22,1,0.09719017893,False,FN,0.9028097987
S082,2028-07-31,1,0.09719831496,False,FN,0.9028016925
S081,2028-08-06,1,0.09735630453,False,FN,0.9026436806
S095,2028-06-18,1,0.09749815613,False,FN,0.9025018215
S036,2028-08-27,1,0.09750548005,False,FN,0.9024945498
S030,2028-08-18,1,0.09750548005,False,FN,0.9024945498
S088,2028-06-26,1,0.09754355997,False,FN,0.9024564624
S088,2028-06-24,1,0.09754355997,False,FN,0.9024564624
S082,2028-09-03,1,0.09762185812,False,FN,0.9023781419
S095,2028-06-17,1,0.09769082814,False,FN,0.9023091793
S095,2028-06-16,1,0.09769082814,False,FN,0.9023091793
S094,2028-07-22,1,0.09771832079,False,FN,0.9022817016
S087,2028-07-28,1,0.09774128348,False,FN,0.9022586942
S053,2028-06-30,1,0.09779682755,False,FN,0.9022032022
S004,2028-07-02,1,0.09779682755,False,FN,0.9022032022
S004,2028-07-01,1,0.09779682755,False,FN,0.9022032022
S010,2028-06-07,1,0.09781261533,False,FN,0.902187407
S010,2028-06-08,1,0.09781261533,False,FN,0.902187407
S058,2028-08-15,1,0.09788809717,False,FN,0.9021118879
S087,2028-07-26,1,0.09790628403,False,FN,0.9020937085
S062,2028-08-05,1,0.09794287384,False,FN,0.9020571113
S043,2028-09-02,1,0.09800434858,False,FN,0.9019956589
S072,2028-06-21,1,0.09800434858,False,FN,0.9019956589
S043,2028-09-01,1,0.09800434858,False,FN,0.9019956589
S089,2028-07-07,1,0.09800825268,False,FN,0.901991725
S082,2028-08-02,1,0.09806977212,False,FN,0.901930213
S041,2028-07-29,1,0.09814791381,False,FN,0.9018520713
S088,2028-06-23,1,0.09829846025,False,FN,0.9017015696
S088,2028-06-27,1,0.09829846025,False,FN,0.9017015696
S064,2028-05-30,1,0.09835703671,False,FN,0.9016429782
S028,2028-07-03,1,0.09835703671,False,FN,0.9016429782
S090,2028-08-26,1,0.09846155345,False,FN,0.9015384316
S060,2028-07-11,1,0.09863340855,False,FN,0.9013665915
S048,2028-07-21,1,0.09880082309,False,FN,0.901199162
S016,2028-07-22,1,0.09889874607,False,FN,0.9011012316
S016,2028-07-25,1,0.09889874607,False,FN,0.9011012316
S058,2028-07-24,1,0.09912924469,False,FN,0.9008707404
S037,2028-07-25,1,0.09919571877,False,FN,0.9008042812
S022,2028-07-13,1,0.09919571877,False,FN,0.9008042812
S046,2028-08-19,1,0.09920920432,False,FN,0.9007908106
S053,2028-07-19,1,0.099265486,False,FN,0.9007345438
S053,2028-06-29,1,0.0993675366,False,FN,0.900632441
S090,2028-08-25,1,0.09941542894,False,FN,0.9005845785
S047,2028-07-17,1,0.0994188413,False,FN,0.900581181
S006,2028-07-21,1,0.09945259988,False,FN,0.9005473852
S082,2028-06-29,1,0.09947749972,False,FN,0.9005224705
S022,2028-07-15,1,0.09955394268,False,FN,0.9004460573
S084,2028-06-16,1,0.09955394268,False,FN,0.9004460573
S037,2028-07-27,1,0.09955394268,False,FN,0.9004460573
S082,2028-08-01,1,0.09959374368,False,FN,0.9004062414
S031,2028-07-11,1,0.09962650388,False,FN,0.9003735185
S042,2028-07-23,1,0.09965541959,False,FN,0.9003446102
S041,2028-07-25,1,0.09972440451,False,FN,0.900275588
S042,2028-07-21,1,0.09973701835,False,FN,0.9002629519
S088,2028-06-25,1,0.09994655848,False,FN,0.9000534415
S077,2028-06-18,1,0.1001827046,False,FN,0.8998172879
S053,2028-07-17,1,0.100297235,False,FN,0.8997027874
S083,2028-07-28,1,0.1003293842,False,FN,0.8996706009
S005,2028-07-01,1,0.1006397456,False,FN,0.8993602395
S016,2028-07-21,1,0.1006578356,False,FN,0.8993421793
S019,2028-08-15,1,0.1009732336,False,FN,0.8990267515
S019,2028-07-02,1,0.1009732336,False,FN,0.8990267515
S003,2028-08-18,1,0.1013695523,False,FN,0.8986304402
S003,2028-08-17,1,0.1013695523,False,FN,0.8986304402
S022,2028-07-12,1,0.1013855785,False,FN,0.8986144066
S022,2028-06-21,1,0.1013855785,False,FN,0.8986144066
S058,2028-08-16,1,0.1013855785,False,FN,0.8986144066
S041,2028-07-24,1,0.101450026,False,FN,0.898549974
S041,2028-08-12,1,0.1016055346,False,FN,0.8983944654
S041,2028-08-13,1,0.1016055346,False,FN,0.8983944654
S041,2028-06-09,1,0.1016055346,False,FN,0.8983944654
S046,2028-08-31,1,0.1016354784,False,FN,0.8983645439
S046,2028-09-02,1,0.1016354784,False,FN,0.8983645439
S046,2028-09-01,1,0.1016354784,False,FN,0.8983645439
S004,2028-06-18,1,0.1017638147,False,FN,0.8982361555
S072,2028-06-23,1,0.1019210145,False,FN,0.8980789781
S053,2028-06-26,1,0.1020723805,False,FN,0.8979276419
S053,2028-06-27,1,0.1020723805,False,FN,0.8979276419
S005,2028-07-06,1,0.1021462902,False,FN,0.8978537321
S043,2028-08-28,1,0.102287963,False,FN,0.8977120519
S028,2028-07-05,1,0.1024172455,False,FN,0.8975827694
S019,2028-08-17,1,0.1024841815,False,FN,0.8975158334
S019,2028-08-13,1,0.1024841815,False,FN,0.8975158334
S064,2028-06-01,1,0.1026782021,False,FN,0.8973218203
S066,2028-08-30,1,0.1026782021,False,FN,0.8973218203
S039,2028-07-17,1,0.102678746,False,FN,0.8973212242
S022,2028-06-05,1,0.1026823968,False,FN,0.8973175883
S022,2028-06-19,1,0.1030795202,False,FN,0.8969205022
S022,2028-06-20,1,0.1030795202,False,FN,0.8969205022
S036,2028-07-17,1,0.1031216532,False,FN,0.8968783617
S041,2028-08-14,1,0.103407234,False,FN,0.8965927362
S062,2028-08-07,1,0.1036194488,False,FN,0.8963805437
S037,2028-06-28,1,0.1041493937,False,FN,0.8958505988
S056,2028-06-29,1,0.1042768583,False,FN,0.8957231641
S056,2028-06-28,1,0.1042768583,False,FN,0.8957231641
S056,2028-06-27,1,0.1042768583,False,FN,0.8957231641
S037,2028-07-24,1,0.1046183184,False,FN,0.8953816891
S039,2028-07-19,1,0.1046897396,False,FN,0.8953102827
S089,2028-08-27,1,0.1048564389,False,FN,0.8951435685
S062,2028-08-09,1,0.1049946994,False,FN,0.8950052857
S013,2028-07-07,1,0.1050959155,False,FN,0.8949040771
S099,2028-07-13,1,0.105274342,False,FN,0.8947256804
S087,2028-07-29,1,0.10527841,False,FN,0.8947215676
S087,2028-07-30,1,0.10527841,False,FN,0.8947215676
S003,2028-08-16,1,0.1054049581,False,FN,0.894595027
S017,2028-05-30,1,0.1054215729,False,FN,0.8945784569
S022,2028-06-25,1,0.1054215729,False,FN,0.8945784569
S037,2028-06-30,1,0.1055041626,False,FN,0.8944958448
S006,2028-05-30,1,0.1055343598,False,FN,0.8944656253
S041,2028-08-10,1,0.1056492403,False,FN,0.8943507671
S066,2028-08-29,1,0.1056861058,False,FN,0.8943138719
S030,2028-08-09,1,0.1056861058,False,FN,0.8943138719
S030,2028-08-07,1,0.1056861058,False,FN,0.8943138719
S090,2028-07-23,1,0.1057217345,False,FN,0.8942782879
S090,2028-07-24,1,0.1057217345,False,FN,0.8942782879
S091,2028-08-28,1,0.105762586,False,FN,0.8942373991
S091,2028-08-27,1,0.105762586,False,FN,0.8942373991
S060,2028-07-14,1,0.1057836115,False,FN,0.8942164183
S098,2028-07-08,1,0.1058967188,False,FN,0.8941032887
S043,2028-09-03,1,0.1058989763,False,FN,0.8941010237
S036,2028-08-28,1,0.1061420143,False,FN,0.8938579559
S030,2028-08-17,1,0.1061420143,False,FN,0.8938579559
S039,2028-07-20,1,0.1062272936,False,FN,0.8937727213
S095,2028-06-14,1,0.1063418463,False,FN,0.8936581612
S081,2028-08-12,1,0.1063610315,False,FN,0.8936389685
S058,2028-08-17,1,0.1069961116,False,FN,0.893003881
S089,2028-08-28,1,0.1069961116,False,FN,0.893003881
S037,2028-06-29,1,0.1070748419,False,FN,0.8929251432
S082,2028-06-28,1,0.107132636,False,FN,0.8928673863
S019,2028-08-12,1,0.1072973609,False,FN,0.8927026391
S077,2028-08-02,1,0.1072973609,False,FN,0.8927026391
S001,2028-08-09,1,0.1073746234,False,FN,0.8926253915
S001,2028-08-11,1,0.1073746234,False,FN,0.8926253915
S001,2028-08-10,1,0.1073746234,False,FN,0.8926253915
S054,2028-06-28,1,0.1073804498,False,FN,0.8926195502
S066,2028-08-28,1,0.107443288,False,FN,0.8925567269
S064,2028-05-31,1,0.107443288,False,FN,0.8925567269
S098,2028-07-09,1,0.1074498743,False,FN,0.8925501108
S072,2028-06-22,1,0.1074748188,False,FN,0.8925251961
S002,2028-06-16,1,0.107587032,False,FN,0.8924129605
S047,2028-07-21,1,0.1079755574,False,FN,0.8920244575
S046,2028-08-29,1,0.108087346,False,FN,0.8919126391
S098,2028-07-11,1,0.1083059832,False,FN,0.8916940093
S022,2028-07-14,1,0.1083501354,False,FN,0.8916498423
S037,2028-07-28,1,0.1083501354,False,FN,0.8916498423
S058,2028-08-14,1,0.1083501354,False,FN,0.8916498423
S022,2028-07-18,1,0.1083501354,False,FN,0.8916498423
S017,2028-06-28,1,0.1087218821,False,FN,0.8912781477
S056,2028-06-23,1,0.1087875292,False,FN,0.8912124634
S019,2028-08-16,1,0.1088914722,False,FN,0.8911085129
S019,2028-08-18,1,0.1088914722,False,FN,0.8911085129
S058,2028-07-26,1,0.108934544,False,FN,0.8910654783
S077,2028-08-01,1,0.1090780571,False,FN,0.8909219503
S077,2028-08-05,1,0.1090780571,False,FN,0.8909219503
S052,2028-09-03,1,0.1093441695,False,FN,0.8906558156
S069,2028-07-08,1,0.1094141081,False,FN,0.8905858994
S069,2028-07-09,1,0.1094141081,False,FN,0.8905858994
S037,2028-07-02,1,0.1096840948,False,FN,0.8903158903
S037,2028-07-01,1,0.1096840948,False,FN,0.8903158903
S041,2028-08-11,1,0.1097549424,False,FN,0.89024508
S071,2028-07-12,1,0.1097784266,False,FN,0.8902215958
S060,2028-07-15,1,0.1099732742,False,FN,0.8900267482
S060,2028-07-12,1,0.1099732742,False,FN,0.8900267482
S083,2028-05-30,1,0.1100295931,False,FN,0.8899704218
S046,2028-08-30,1,0.110283792,False,FN,0.889716208
S071,2028-07-11,1,0.1106630117,False,FN,0.8893370032
S056,2028-06-26,1,0.1107824072,False,FN,0.8892176151
S082,2028-08-20,1,0.1108678579,False,FN,0.8891321421
S016,2028-07-23,1,0.1108992472,False,FN,0.8891007304
S016,2028-07-24,1,0.1108992472,False,FN,0.8891007304
S098,2028-07-07,1,0.1109415218,False,FN,0.8890584707
S083,2028-07-29,1,0.1110202223,False,FN,0.8889797926
S042,2028-08-04,1,0.1110636443,False,FN,0.8889363408
S053,2028-07-18,1,0.1110636443,False,FN,0.8889363408
S053,2028-06-28,1,0.1110636443,False,FN,0.8889363408
S088,2028-07-09,1,0.1111990362,False,FN,0.8888009787
S009,2028-07-16,1,0.1112143472,False,FN,0.8887856603
S052,2028-09-01,1,0.1112157106,False,FN,0.8887842894
S052,2028-09-02,1,0.1112157106,False,FN,0.8887842894
S010,2028-06-09,1,0.1113227084,False,FN,0.888677299
S030,2028-08-11,1,0.1115050837,False,FN,0.8884949088
S022,2028-06-06,1,0.1117206886,False,FN,0.8882793188
S019,2028-08-23,1,0.1120762974,False,FN,0.8879237175
S019,2028-08-25,1,0.1120762974,False,FN,0.8879237175
S019,2028-08-24,1,0.1120762974,False,FN,0.8879237175
S019,2028-08-22,1,0.1120762974,False,FN,0.8879237175
S041,2028-07-30,1,0.1123169363,False,FN,0.8876830339
S072,2028-06-20,1,0.112323232,False,FN,0.8876767755
S099,2028-07-15,1,0.1126917228,False,FN,0.8873082995
S099,2028-07-14,1,0.1126917228,False,FN,0.8873082995
S030,2028-08-16,1,0.1127492711,False,FN,0.8872507215
S058,2028-07-25,1,0.112815015,False,FN,0.8871849775
S013,2028-07-05,1,0.1129498482,False,FN,0.8870501518
S077,2028-08-06,1,0.1131938249,False,FN,0.88680619
S013,2028-07-06,1,0.1135975718,False,FN,0.8864024282
S078,2028-05-30,1,0.1136068627,False,FN,0.8863931298
S028,2028-07-06,1,0.113859877,False,FN,0.8861401081
S035,2028-08-08,1,0.1139183715,False,FN,0.886081636
S073,2028-07-29,1,0.1139183715,False,FN,0.886081636
S077,2028-06-19,1,0.1139921546,False,FN,0.8860078454
S060,2028-07-13,1,0.114225544,False,FN,0.8857744336
S036,2028-08-30,1,0.1146088392,False,FN,0.8853911757
S036,2028-08-31,1,0.1146088392,False,FN,0.8853911757
S062,2028-08-08,1,0.1146162078,False,FN,0.8853837848
S019,2028-07-08,1,0.1146162078,False,FN,0.8853837848
S019,2028-07-05,1,0.1146162078,False,FN,0.8853837848
S077,2028-08-03,1,0.1148642749,False,FN,0.8851357102
S022,2028-06-22,1,0.1151558235,False,FN,0.8848441839
S012,2028-06-18,1,0.1158968434,False,FN,0.884103179
S012,2028-06-19,1,0.1158968434,False,FN,0.884103179
S088,2028-07-08,1,0.1159852073,False,FN,0.8840147853
S088,2028-07-04,1,0.1159852073,False,FN,0.8840147853
S025,2028-08-25,1,0.1163279787,False,FN,0.883671999
S062,2028-08-04,1,0.1163641363,False,FN,0.8836358786
S006,2028-05-31,1,0.1167078838,False,FN,0.8832921386
S022,2028-06-23,1,0.1169700697,False,FN,0.8830299377
S002,2028-06-15,1,0.1170007586,False,FN,0.8829992414
S002,2028-06-17,1,0.1170007586,False,FN,0.8829992414
S047,2028-07-22,1,0.1173919365,False,FN,0.8826080561
S026,2028-06-02,1,0.1177730411,False,FN,0.882226944
S083,2028-07-30,1,0.1178911254,False,FN,0.8821088672
S006,2028-06-10,1,0.1179800257,False,FN,0.8820199966
S072,2028-06-25,1,0.1181815565,False,FN,0.8818184137
S072,2028-06-26,1,0.1181815565,False,FN,0.8818184137
S079,2028-06-14,1,0.118326813,False,FN,0.8816732168
S079,2028-06-13,1,0.118326813,False,FN,0.8816732168
S079,2028-06-15,1,0.118326813,False,FN,0.8816732168
S012,2028-06-22,1,0.1184638366,False,FN,0.8815361857
S005,2028-07-07,1,0.1185281351,False,FN,0.8814718723
S090,2028-08-24,1,0.1187210605,False,FN,0.8812789321
S089,2028-07-29,1,0.1189547107,False,FN,0.8810452819
S089,2028-07-27,1,0.1189547107,False,FN,0.8810452819
S012,2028-06-24,1,0.1190388799,False,FN,0.8809611201
S047,2028-07-23,1,0.119040437,False,FN,0.8809595704
S095,2028-06-12,1,0.1191260964,False,FN,0.8808739185
S017,2028-07-02,1,0.1196778566,False,FN,0.8803221583
S017,2028-06-30,1,0.1196778566,False,FN,0.8803221583
S017,2028-07-04,1,0.1196778566,False,FN,0.8803221583
S017,2028-07-03,1,0.1196778566,False,FN,0.8803221583
S017,2028-07-01,1,0.1196778566,False,FN,0.8803221583
S037,2028-06-26,1,0.1196778566,False,FN,0.8803221583
S039,2028-07-18,1,0.1196778566,False,FN,0.8803221583
S037,2028-06-27,1,0.1196778566,False,FN,0.8803221583
S083,2028-08-01,1,0.1198240444,False,FN,0.8801759481
S013,2028-07-04,1,0.1198896691,False,FN,0.8801103234
S013,2028-07-08,1,0.1198896691,False,FN,0.8801103234
S030,2028-08-10,1,0.1199624538,False,FN,0.8800375462
S036,2028-07-16,1,0.1199624538,False,FN,0.8800375462
S072,2028-06-24,1,0.1201185808,False,FN,0.8798814416
S036,2028-07-19,1,0.1202073023,False,FN,0.8797926903
S087,2028-07-31,1,0.1203394681,False,FN,0.8796605468
S078,2028-05-31,1,0.1204391196,False,FN,0.8795608878
S073,2028-07-30,1,0.1209442243,False,FN,0.8790557981
S019,2028-07-04,1,0.1209570318,False,FN,0.8790429831
S046,2028-09-03,1,0.1210217625,False,FN,0.8789782524
S017,2028-06-29,1,0.1214923859,False,FN,0.8785076141
S081,2028-08-07,1,0.1215559319,False,FN,0.8784440756
S081,2028-08-08,1,0.1215559319,False,FN,0.8784440756
S057,2028-08-01,1,0.1217617318,False,FN,0.8782382607
S057,2028-07-31,1,0.1217617318,False,FN,0.8782382607
S006,2028-08-06,1,0.1220982075,False,FN,0.8779017925
S087,2028-08-01,1,0.1221008822,False,FN,0.8778991103
S078,2028-06-01,1,0.1221763939,False,FN,0.8778235912
S082,2028-08-05,1,0.1224226579,False,FN,0.8775773644
S082,2028-08-06,1,0.1224226579,False,FN,0.8775773644
S082,2028-08-03,1,0.1224226579,False,FN,0.8775773644
S082,2028-07-02,1,0.1224226579,False,FN,0.8775773644
S082,2028-08-04,1,0.1224226579,False,FN,0.8775773644
S082,2028-07-01,1,0.1224226579,False,FN,0.8775773644
S082,2028-06-27,1,0.1224226579,False,FN,0.8775773644
S082,2028-06-30,1,0.1224226579,False,FN,0.8775773644
S041,2028-08-09,1,0.1224235147,False,FN,0.8775764704
S050,2028-07-24,1,0.1226001307,False,FN,0.8773998618
S073,2028-07-28,1,0.1229202226,False,FN,0.8770797849
S035,2028-08-09,1,0.1229202226,False,FN,0.8770797849
S026,2028-07-29,1,0.1229389161,False,FN,0.877061069
S089,2028-07-28,1,0.123422958,False,FN,0.8765770197
S025,2028-08-24,1,0.1234817579,False,FN,0.8765182495
S057,2028-08-02,1,0.1235154346,False,FN,0.8764845729
S019,2028-07-07,1,0.1236655191,False,FN,0.8763344884
S019,2028-07-06,1,0.1236655191,False,FN,0.8763344884
S006,2028-08-05,1,0.1240904257,False,FN,0.8759095669
S042,2028-08-03,1,0.1243365631,False,FN,0.8756634593
S042,2028-08-02,1,0.1243365631,False,FN,0.8756634593
S088,2028-07-10,1,0.1244858876,False,FN,0.8755140901
S073,2028-07-27,1,0.1249915063,False,FN,0.8750084639
S081,2028-08-11,1,0.1254350096,False,FN,0.8745650053
S077,2028-06-21,1,0.1259350628,False,FN,0.8740649223
S088,2028-07-07,1,0.1260299981,False,FN,0.8739700317
S006,2028-06-04,1,0.1261785775,False,FN,0.8738214374
S006,2028-06-01,1,0.1261785775,False,FN,0.8738214374
S006,2028-08-08,1,0.1261785775,False,FN,0.8738214374
S006,2028-06-02,1,0.1261785775,False,FN,0.8738214374
S002,2028-06-14,1,0.1262114942,False,FN,0.873788476
S010,2028-07-12,1,0.1263300776,False,FN,0.8736699224
S010,2028-07-11,1,0.1263300776,False,FN,0.8736699224
S035,2028-08-21,1,0.1273607612,False,FN,0.8726392388
S035,2028-08-20,1,0.1273607612,False,FN,0.8726392388
S035,2028-08-24,1,0.1273607612,False,FN,0.8726392388
S035,2028-08-23,1,0.1273607612,False,FN,0.8726392388
S035,2028-08-22,1,0.1273607612,False,FN,0.8726392388
S035,2028-08-10,1,0.1274835169,False,FN,0.8725165129
S026,2028-07-30,1,0.127502799,False,FN,0.872497201
S026,2028-07-31,1,0.127502799,False,FN,0.872497201
S098,2028-07-10,1,0.1276789457,False,FN,0.8723210692
S035,2028-08-11,1,0.1276916564,False,FN,0.8723083735
S022,2028-07-17,1,0.127729848,False,FN,0.8722701669
S037,2028-07-22,1,0.127729848,False,FN,0.8722701669
S012,2028-06-20,1,0.12776649,False,FN,0.87223351
S095,2028-06-13,1,0.1280782074,False,FN,0.8719217777
S082,2028-06-26,1,0.128135249,False,FN,0.8718647361
S025,2028-08-26,1,0.1284867674,False,FN,0.8715132475
S006,2028-08-07,1,0.1286907941,False,FN,0.8713092208
S073,2028-07-24,1,0.1288182884,False,FN,0.8711817265
S041,2028-08-08,1,0.1290310472,False,FN,0.8709689379
S090,2028-08-22,1,0.129074946,False,FN,0.8709250689
S073,2028-07-25,1,0.1293341219,False,FN,0.8706659079
S035,2028-08-07,1,0.1293341219,False,FN,0.8706659079
S056,2028-06-24,1,0.1293671131,False,FN,0.8706328869
S056,2028-06-25,1,0.1293671131,False,FN,0.8706328869
S062,2028-08-03,1,0.1295997202,False,FN,0.8704003096
S025,2028-08-21,1,0.1298617274,False,FN,0.8701382875
S002,2028-06-13,1,0.1301911622,False,FN,0.8698088527
S077,2028-06-20,1,0.1301954091,False,FN,0.8698046207
S006,2028-06-16,1,0.1302793175,False,FN,0.8697206974
S050,2028-08-09,1,0.1313874274,False,FN,0.8686125875
S050,2028-08-10,1,0.1313874274,False,FN,0.8686125875
S050,2028-08-15,1,0.1313874274,False,FN,0.8686125875
S050,2028-08-11,1,0.1313874274,False,FN,0.8686125875
S089,2028-08-25,1,0.1314224005,False,FN,0.8685775995
S089,2028-08-26,1,0.1314224005,False,FN,0.8685775995
S089,2028-08-24,1,0.1314224005,False,FN,0.8685775995
S077,2028-08-04,1,0.1320283711,False,FN,0.8679716587
S012,2028-06-23,1,0.133048892,False,FN,0.866951108
S050,2028-07-19,1,0.1331315041,False,FN,0.8668684959
S025,2028-08-20,1,0.1333760768,False,FN,0.8666239381
S082,2028-08-13,1,0.1333912611,False,FN,0.8666087389
S083,2028-07-31,1,0.133569926,False,FN,0.8664300442
S077,2028-06-22,1,0.1335902661,False,FN,0.866409719
S088,2028-07-05,1,0.1336901188,False,FN,0.8663098812
S081,2028-08-10,1,0.1341765374,False,FN,0.8658234477
S050,2028-07-23,1,0.1350513995,False,FN,0.8649486303
S050,2028-07-25,1,0.1350513995,False,FN,0.8649486303
S082,2028-08-19,1,0.1352865994,False,FN,0.8647134304
S022,2028-07-16,1,0.1354772151,False,FN,0.8645228148
S037,2028-07-23,1,0.1354772151,False,FN,0.8645228148
S010,2028-06-13,1,0.1355400234,False,FN,0.8644599915
S050,2028-08-13,1,0.1358035505,False,FN,0.8641964197
S088,2028-07-06,1,0.1358422041,False,FN,0.8641577959
S079,2028-06-16,1,0.1361977607,False,FN,0.8638022542
S089,2028-07-30,1,0.1364724785,False,FN,0.8635275364
S089,2028-08-01,1,0.1364724785,False,FN,0.8635275364
S001,2028-08-06,1,0.1366377771,False,FN,0.8633621931
S036,2028-07-22,1,0.1368031055,False,FN,0.8631969094
S036,2028-07-20,1,0.1368031055,False,FN,0.8631969094
S036,2028-07-21,1,0.1368031055,False,FN,0.8631969094
S073,2028-07-26,1,0.136966005,False,FN,0.8630340099
S042,2028-07-22,1,0.1371516287,False,FN,0.8628484011
S025,2028-08-23,1,0.1377179176,False,FN,0.8622820973
S025,2028-08-22,1,0.1377179176,False,FN,0.8622820973
S026,2028-06-01,1,0.1378882527,False,FN,0.8621117473
S035,2028-08-13,1,0.1389323324,False,FN,0.8610676527
S010,2028-07-13,1,0.1393622011,False,FN,0.860637784
S050,2028-08-14,1,0.1395097971,False,FN,0.8604902029
S057,2028-08-05,1,0.1397308111,False,FN,0.8602691889
S057,2028-08-06,1,0.1397308111,False,FN,0.8602691889
S081,2028-08-17,1,0.1397687942,False,FN,0.8602312207
S081,2028-08-15,1,0.1397687942,False,FN,0.8602312207
S006,2028-06-03,1,0.1402020305,False,FN,0.8597979546
S001,2028-08-05,1,0.1403058767,False,FN,0.8596941233
S079,2028-06-19,1,0.1403992474,False,FN,0.8596007824
S077,2028-06-23,1,0.1407038122,False,FN,0.8592962027
S057,2028-08-04,1,0.1408036202,False,FN,0.8591963649
S057,2028-08-03,1,0.1408036202,False,FN,0.8591963649
S050,2028-07-21,1,0.1411535293,False,FN,0.8588464856
S006,2028-08-11,1,0.1422071159,False,FN,0.8577928543
S098,2028-07-12,1,0.1423206031,False,FN,0.8576793671
S090,2028-08-23,1,0.142344147,False,FN,0.8576558828
S090,2028-08-20,1,0.142344147,False,FN,0.8576558828
S002,2028-06-12,1,0.1427230984,False,FN,0.8572769165
S081,2028-08-09,1,0.1429190487,False,FN,0.8570809364
S050,2028-07-20,1,0.1434058696,False,FN,0.8565941453
S013,2028-07-09,1,0.1440908313,False,FN,0.8559091687
S026,2028-07-25,1,0.1441555023,False,FN,0.8558444977
S035,2028-08-19,1,0.144982934,False,FN,0.855017066
S002,2028-05-31,1,0.1450728327,False,FN,0.8549271822
S002,2028-05-30,1,0.1450728327,False,FN,0.8549271822
S026,2028-08-16,1,0.1451364756,False,FN,0.8548635244
S050,2028-07-22,1,0.1454490423,False,FN,0.8545509577
S036,2028-08-02,1,0.1456070691,False,FN,0.8543929458
S036,2028-07-30,1,0.1456070691,False,FN,0.8543929458
S036,2028-08-01,1,0.1456070691,False,FN,0.8543929458
S036,2028-07-29,1,0.1456070691,False,FN,0.8543929458
S036,2028-07-27,1,0.1456070691,False,FN,0.8543929458
S036,2028-07-28,1,0.1456070691,False,FN,0.8543929458
S036,2028-07-31,1,0.1456070691,False,FN,0.8543929458
S035,2028-08-25,1,0.1463696063,False,FN,0.8536304235
S013,2028-07-10,1,0.1464592814,False,FN,0.8535407186
S079,2028-08-05,1,0.1468777657,False,FN,0.8531222343
S079,2028-08-04,1,0.1468777657,False,FN,0.8531222343
S079,2028-08-01,1,0.1468777657,False,FN,0.8531222343
S001,2028-08-07,1,0.1471367925,False,FN,0.8528631926
S001,2028-08-08,1,0.1471367925,False,FN,0.8528631926
S026,2028-08-17,1,0.1474749148,False,FN,0.852525115
S026,2028-08-30,1,0.1474749148,False,FN,0.852525115
S026,2028-08-18,1,0.1474749148,False,FN,0.852525115
S050,2028-08-12,1,0.1476804316,False,FN,0.8523195982
S089,2028-07-31,1,0.1484998465,False,FN,0.8515001535
S089,2028-08-02,1,0.1484998465,False,FN,0.8515001535
S050,2028-08-21,0,0.2390450537,True,FP,0.2390450537
S073,2028-08-06,0,0.2250062227,True,FP,0.2250062227
S073,2028-08-04,0,0.2221768051,True,FP,0.2221768051
S086,2028-06-05,0,0.2177139521,True,FP,0.2177139521
S086,2028-06-06,0,0.2177139521,True,FP,0.2177139521
S086,2028-06-07,0,0.2177139521,True,FP,0.2177139521
S050,2028-08-22,0,0.216555357,True,FP,0.216555357
S083,2028-06-09,0,0.2154911309,True,FP,0.2154911309
S050,2028-08-29,0,0.2141738981,True,FP,0.2141738981
S050,2028-08-30,0,0.2131560445,True,FP,0.2131560445
S050,2028-08-27,0,0.2113954276,True,FP,0.2113954276
S050,2028-08-20,0,0.2113249004,True,FP,0.2113249004
S050,2028-08-31,0,0.2103958577,True,FP,0.2103958577
S073,2028-08-08,0,0.2082182318,True,FP,0.2082182318
S073,2028-08-05,0,0.2082182318,True,FP,0.2082182318
S050,2028-08-19,0,0.2067797929,True,FP,0.2067797929
S073,2028-08-07,0,0.2045179456,True,FP,0.2045179456
S050,2028-08-28,0,0.2042285353,True,FP,0.2042285353
S023,2028-08-05,0,0.2039729506,True,FP,0.2039729506
S023,2028-08-04,0,0.2039729506,True,FP,0.2039729506
S079,2028-07-26,0,0.2038808465,True,FP,0.2038808465
S086,2028-06-09,0,0.2014066577,True,FP,0.2014066577
S050,2028-08-24,0,0.2009544373,True,FP,0.2009544373
S050,2028-08-23,0,0.2009544373,True,FP,0.2009544373
S060,2028-07-30,0,0.2006611228,True,FP,0.2006611228
S060,2028-07-29,0,0.2006611228,True,FP,0.2006611228
S019,2028-07-31,0,0.1984649301,True,FP,0.1984649301
S056,2028-07-06,0,0.1981023848,True,FP,0.1981023848
S073,2028-08-09,0,0.1975950152,True,FP,0.1975950152
S023,2028-07-17,0,0.1972710639,True,FP,0.1972710639
S086,2028-06-10,0,0.1970984787,True,FP,0.1970984787
